SA4_NAME16	Year	EduInstitutionType	students
Migratory - Offshore - Shipping (ACT)	2016	Pre-school	0
Migratory - Offshore - Shipping (ACT)	2016	Secondary	0
Migratory - Offshore - Shipping (ACT)	2016	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (ACT)	2016	University or other tertiary	0
No usual address (ACT)	2006		79
No usual address (ACT)	2006	Infants/Primary	38
No usual address (ACT)	2006	Pre-school	9
No usual address (ACT)	2006	Secondary	25
No usual address (ACT)	2006	Technical or Further Educational Institution	23
No usual address (ACT)	2006	University or other tertiary	75
No usual address (ACT)	2011		78
No usual address (ACT)	2011	Infants/Primary	21
No usual address (ACT)	2011	Pre-school	3
No usual address (ACT)	2011	Secondary	24
No usual address (ACT)	2011	Technical or Further Educational Institution	22
No usual address (ACT)	2011	University or other tertiary	52
No usual address (ACT)	2016		111
No usual address (ACT)	2016	Infants/Primary	16
No usual address (ACT)	2016	Pre-school	5
No usual address (ACT)	2016	Secondary	6
No usual address (ACT)	2016	Technical or Further Educational Institution	7
No usual address (ACT)	2016	University or other tertiary	62
Other Territories	2006		269
Other Territories	2006	Infants/Primary	234
Other Territories	2006	Pre-school	46
Other Territories	2006	Secondary	142
Other Territories	2006	Technical or Further Educational Institution	33
Other Territories	2006	University or other tertiary	23
Other Territories	2011		957
Other Territories	2011	Infants/Primary	211
Other Territories	2011	Pre-school	38
Other Territories	2011	Secondary	131
Other Territories	2011	Technical or Further Educational Institution	22
Other Territories	2011	University or other tertiary	28
Other Territories	2016		821
Other Territories	2016	Infants/Primary	344
Other Territories	2016	Pre-school	79
Other Territories	2016	Secondary	247
Other Territories	2016	Technical or Further Educational Institution	36
Other Territories	2016	University or other tertiary	33
Migratory - Offshore - Shipping (OT)	2006		0
Migratory - Offshore - Shipping (OT)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (OT)	2006	Pre-school	0
Migratory - Offshore - Shipping (OT)	2006	Secondary	0
Migratory - Offshore - Shipping (OT)	2006	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (OT)	2006	University or other tertiary	0
Migratory - Offshore - Shipping (OT)	2011		0
Migratory - Offshore - Shipping (OT)	2011	Infants/Primary	0
Migratory - Offshore - Shipping (OT)	2011	Pre-school	0
Migratory - Offshore - Shipping (OT)	2011	Secondary	0
Migratory - Offshore - Shipping (OT)	2011	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (OT)	2011	University or other tertiary	0
Migratory - Offshore - Shipping (OT)	2016		0
Migratory - Offshore - Shipping (OT)	2016	Infants/Primary	0
Migratory - Offshore - Shipping (OT)	2016	Pre-school	0
Migratory - Offshore - Shipping (OT)	2016	Secondary	0
Migratory - Offshore - Shipping (OT)	2016	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (OT)	2016	University or other tertiary	0
No usual address (OT)	2006		8
No usual address (OT)	2006	Infants/Primary	0
No usual address (OT)	2006	Pre-school	0
No usual address (OT)	2006	Secondary	0
No usual address (OT)	2006	Technical or Further Educational Institution	0
No usual address (OT)	2006	University or other tertiary	0
No usual address (OT)	2011		0
No usual address (OT)	2011	Infants/Primary	0
No usual address (OT)	2011	Pre-school	0
No usual address (OT)	2011	Secondary	0
No usual address (OT)	2011	Technical or Further Educational Institution	0
No usual address (OT)	2011	University or other tertiary	3
No usual address (OT)	2016		7
No usual address (OT)	2016	Infants/Primary	0
No usual address (OT)	2016	Pre-school	0
No usual address (OT)	2016	Secondary	0
No usual address (OT)	2016	Technical or Further Educational Institution	0
No usual address (OT)	2016	University or other tertiary	3
