SA4_NAME16	Year	SameAddress1YearAgo	Sex	persons
Mandurah	2011		M	3244
Mandurah	2011	0	F	8134
Mandurah	2011	0	M	7331
Mandurah	2011	1	F	31576
Mandurah	2011	1	M	30296
Mandurah	2016		F	4667
Mandurah	2016		M	4952
Mandurah	2016	0	F	8434
Mandurah	2016	0	M	7676
Mandurah	2016	1	F	36489
Mandurah	2016	1	M	34518
Perth - Inner	2006		F	6481
Perth - Inner	2006		M	8170
Perth - Inner	2006	0	F	14180
Perth - Inner	2006	0	M	13921
Perth - Inner	2006	1	F	51292
Perth - Inner	2006	1	M	48106
Perth - Inner	2011		F	5862
Perth - Inner	2011		M	7086
Perth - Inner	2011	0	F	15686
Perth - Inner	2011	0	M	15505
Perth - Inner	2011	1	F	57072
Perth - Inner	2011	1	M	55142
Perth - Inner	2016		F	8900
Perth - Inner	2016		M	9275
Perth - Inner	2016	0	F	17385
Perth - Inner	2016	0	M	16971
Perth - Inner	2016	1	F	59413
Perth - Inner	2016	1	M	57362
Perth - North East	2006		F	6532
Perth - North East	2006		M	8333
Perth - North East	2006	0	F	15709
Perth - North East	2006	0	M	15235
Perth - North East	2006	1	F	76311
Perth - North East	2006	1	M	74737
Perth - North East	2011		F	6642
Perth - North East	2011		M	8956
Perth - North East	2011	0	F	15163
Perth - North East	2011	0	M	14966
Perth - North East	2011	1	F	87782
Perth - North East	2011	1	M	86383
Perth - North East	2016		F	11535
Perth - North East	2016		M	13617
Perth - North East	2016	0	F	18582
Perth - North East	2016	0	M	18156
Perth - North East	2016	1	F	95296
Perth - North East	2016	1	M	93831
Perth - North West	2006		F	13021
Perth - North West	2006		M	15025
Perth - North West	2006	0	F	37051
Perth - North West	2006	0	M	35706
Perth - North West	2006	1	F	164127
Perth - North West	2006	1	M	156140
Perth - North West	2011		F	13878
Perth - North West	2011		M	15814
Perth - North West	2011	0	F	36498
Perth - North West	2011	0	M	35316
Perth - North West	2011	1	F	194335
Perth - North West	2011	1	M	187118
Perth - North West	2016		F	22800
Perth - North West	2016		M	23327
Perth - North West	2016	0	F	40078
Perth - North West	2016	0	M	38726
Perth - North West	2016	1	F	208629
Perth - North West	2016	1	M	201550
Perth - South East	2006		F	13089
Perth - South East	2006		M	15553
Perth - South East	2006	0	F	33430
Perth - South East	2006	0	M	32571
Perth - South East	2006	1	F	144146
Perth - South East	2006	1	M	139579
Perth - South East	2011		F	13922
Perth - South East	2011		M	17363
Perth - South East	2011	0	F	35284
Perth - South East	2011	0	M	35170
Perth - South East	2011	1	F	167357
Perth - South East	2011	1	M	164530
Perth - South East	2016		F	21908
Perth - South East	2016		M	24561
Perth - South East	2016	0	F	39582
Perth - South East	2016	0	M	39713
Perth - South East	2016	1	F	181900
Perth - South East	2016	1	M	180694
Perth - South West	2006		F	10679
Perth - South West	2006		M	12544
Perth - South West	2006	0	F	27574
Perth - South West	2006	0	M	26524
Perth - South West	2006	1	F	117616
Perth - South West	2006	1	M	111876
Perth - South West	2011		F	9891
Perth - South West	2011		M	12248
Perth - South West	2011	0	F	28684
Perth - South West	2011	0	M	27701
Perth - South West	2011	1	F	140084
Perth - South West	2011	1	M	134139
Perth - South West	2016		F	18785
Perth - South West	2016		M	20725
Perth - South West	2016	0	F	32045
Perth - South West	2016	0	M	30239
Perth - South West	2016	1	F	153898
Perth - South West	2016	1	M	147641
Western Australia - Wheat Belt	2006		F	3910
Western Australia - Wheat Belt	2006		M	4600
Western Australia - Wheat Belt	2006	0	F	10681
Western Australia - Wheat Belt	2006	0	M	10501
Western Australia - Wheat Belt	2006	1	F	45943
Western Australia - Wheat Belt	2006	1	M	47221
Western Australia - Wheat Belt	2011		F	3465
Western Australia - Wheat Belt	2011		M	5036
Western Australia - Wheat Belt	2011	0	F	9124
Western Australia - Wheat Belt	2011	0	M	9051
Western Australia - Wheat Belt	2011	1	F	50943
Western Australia - Wheat Belt	2011	1	M	51822
Western Australia - Wheat Belt	2016		F	7031
Western Australia - Wheat Belt	2016		M	8575
Western Australia - Wheat Belt	2016	0	F	8696
Western Australia - Wheat Belt	2016	0	M	8558
Western Australia - Wheat Belt	2016	1	F	50567
Western Australia - Wheat Belt	2016	1	M	51929
Western Australia - Outback (North)	2006		F	5370
Western Australia - Outback (North)	2006		M	7048
Western Australia - Outback (North)	2006	0	F	7793
Western Australia - Outback (North)	2006	0	M	8449
Western Australia - Outback (North)	2006	1	F	19534
Western Australia - Outback (North)	2006	1	M	22109
Western Australia - Outback (North)	2011		F	5666
Western Australia - Outback (North)	2011		M	11875
Western Australia - Outback (North)	2011	0	F	9408
Western Australia - Outback (North)	2011	0	M	13199
Western Australia - Outback (North)	2011	1	F	24219
Western Australia - Outback (North)	2011	1	M	30313
Western Australia - Outback (North)	2016		F	5662
Western Australia - Outback (North)	2016		M	9334
Western Australia - Outback (North)	2016	0	F	9702
Western Australia - Outback (North)	2016	0	M	11998
Western Australia - Outback (North)	2016	1	F	25250
Western Australia - Outback (North)	2016	1	M	31970
Western Australia - Outback (South)	2006		F	5084
Western Australia - Outback (South)	2006		M	6203
Western Australia - Outback (South)	2006	0	F	11688
Western Australia - Outback (South)	2006	0	M	12038
Western Australia - Outback (South)	2006	1	F	36013
Western Australia - Outback (South)	2006	1	M	38296
Western Australia - Outback (South)	2011		F	4974
Western Australia - Outback (South)	2011		M	6989
Western Australia - Outback (South)	2011	0	F	10858
Western Australia - Outback (South)	2011	0	M	11786
Western Australia - Outback (South)	2011	1	F	41583
Western Australia - Outback (South)	2011	1	M	44175
Western Australia - Outback (South)	2016		F	7025
Western Australia - Outback (South)	2016		M	8612
Western Australia - Outback (South)	2016	0	F	9135
Western Australia - Outback (South)	2016	0	M	9335
Western Australia - Outback (South)	2016	1	F	41010
Western Australia - Outback (South)	2016	1	M	43444
Migratory - Offshore - Shipping (WA)	2006		F	3
Migratory - Offshore - Shipping (WA)	2006		M	41
Migratory - Offshore - Shipping (WA)	2006	0	F	10
Migratory - Offshore - Shipping (WA)	2006	0	M	62
Migratory - Offshore - Shipping (WA)	2006	1	F	13
Migratory - Offshore - Shipping (WA)	2006	1	M	211
Migratory - Offshore - Shipping (WA)	2011		F	5
Migratory - Offshore - Shipping (WA)	2011		M	61
Migratory - Offshore - Shipping (WA)	2011	0	F	12
Migratory - Offshore - Shipping (WA)	2011	0	M	66
Migratory - Offshore - Shipping (WA)	2011	1	F	16
Migratory - Offshore - Shipping (WA)	2011	1	M	254
Migratory - Offshore - Shipping (WA)	2016		F	3
Migratory - Offshore - Shipping (WA)	2016		M	76
Migratory - Offshore - Shipping (WA)	2016	0	F	12
Migratory - Offshore - Shipping (WA)	2016	0	M	73
Migratory - Offshore - Shipping (WA)	2016	1	F	11
Migratory - Offshore - Shipping (WA)	2016	1	M	259
No usual address (WA)	2006		F	301
No usual address (WA)	2006		M	530
No usual address (WA)	2006	0	F	1889
No usual address (WA)	2006	0	M	2281
No usual address (WA)	2006	1	F	351
No usual address (WA)	2006	1	M	631
No usual address (WA)	2011		F	477
No usual address (WA)	2011		M	957
No usual address (WA)	2011	0	F	2088
No usual address (WA)	2011	0	M	2558
No usual address (WA)	2011	1	F	445
No usual address (WA)	2011	1	M	770
No usual address (WA)	2016		F	635
No usual address (WA)	2016		M	1027
No usual address (WA)	2016	0	F	1346
No usual address (WA)	2016	0	M	1691
No usual address (WA)	2016	1	F	434
No usual address (WA)	2016	1	M	814
Hobart	2006		F	6208
Hobart	2006		M	6797
Hobart	2006	0	F	15848
Hobart	2006	0	M	14429
Hobart	2006	1	F	81802
Hobart	2006	1	M	76473
Hobart	2011		F	5362
Hobart	2011		M	6037
Hobart	2011	0	F	15719
Hobart	2011	0	M	14651
Hobart	2011	1	F	87695
Hobart	2011	1	M	82193
Hobart	2016		F	10103
Hobart	2016		M	10262
Hobart	2016	0	F	15818
Hobart	2016	0	M	14643
Hobart	2016	1	F	88501
Hobart	2016	1	M	83025
Launceston and North East	2006		F	3872
Launceston and North East	2006		M	3996
Launceston and North East	2006	0	F	9984
Launceston and North East	2006	0	M	9234
Launceston and North East	2006	1	F	54508
Launceston and North East	2006	1	M	52337
Launceston and North East	2011		F	3137
Launceston and North East	2011		M	3381
Launceston and North East	2011	0	F	9722
Launceston and North East	2011	0	M	8838
Launceston and North East	2011	1	F	57432
Launceston and North East	2011	1	M	55051
Launceston and North East	2016		F	6813
Launceston and North East	2016		M	6845
Launceston and North East	2016	0	F	9570
Launceston and North East	2016	0	M	8786
Launceston and North East	2016	1	F	55333
Launceston and North East	2016	1	M	53134
South East	2006		F	954
South East	2006		M	1130
South East	2006	0	F	2177
South East	2006	0	M	2097
South East	2006	1	F	13356
South East	2006	1	M	14188
South East	2011		F	846
South East	2011		M	1021
South East	2011	0	F	2076
South East	2011	0	M	2012
South East	2011	1	F	14563
South East	2011	1	M	15279
South East	2016		F	1722
South East	2016		M	1792
South East	2016	0	F	2055
South East	2016	0	M	1919
South East	2016	1	F	14392
South East	2016	1	M	15242
West and North West	2006		F	2585
West and North West	2006		M	2756
West and North West	2006	0	F	7674
West and North West	2006	0	M	7153
West and North West	2006	1	F	43703
West and North West	2006	1	M	42255
West and North West	2011		F	2629
West and North West	2011		M	2881
West and North West	2011	0	F	7415
West and North West	2011	0	M	6728
West and North West	2011	1	F	45596
West and North West	2011	1	M	43899
West and North West	2016		F	4997
West and North West	2016		M	4938
West and North West	2016	0	F	6983
West and North West	2016	0	M	6482
West and North West	2016	1	F	43786
West and North West	2016	1	M	41841
Migratory - Offshore - Shipping (Tas.)	2006		F	-4
Migratory - Offshore - Shipping (Tas.)	2006		M	4
Migratory - Offshore - Shipping (Tas.)	2006	0	F	9
Migratory - Offshore - Shipping (Tas.)	2006	0	M	48
Migratory - Offshore - Shipping (Tas.)	2006	1	F	5
Migratory - Offshore - Shipping (Tas.)	2006	1	M	26
Migratory - Offshore - Shipping (Tas.)	2011		F	-1
Migratory - Offshore - Shipping (Tas.)	2011		M	14
Migratory - Offshore - Shipping (Tas.)	2011	0	F	15
Migratory - Offshore - Shipping (Tas.)	2011	0	M	26
Migratory - Offshore - Shipping (Tas.)	2011	1	F	22
Migratory - Offshore - Shipping (Tas.)	2011	1	M	42
Migratory - Offshore - Shipping (Tas.)	2016		F	-2
Migratory - Offshore - Shipping (Tas.)	2016		M	6
Migratory - Offshore - Shipping (Tas.)	2016	0	F	7
Migratory - Offshore - Shipping (Tas.)	2016	0	M	11
Migratory - Offshore - Shipping (Tas.)	2016	1	F	16
Migratory - Offshore - Shipping (Tas.)	2016	1	M	32
No usual address (Tas.)	2006		F	40
No usual address (Tas.)	2006		M	57
No usual address (Tas.)	2006	0	F	315
No usual address (Tas.)	2006	0	M	317
No usual address (Tas.)	2006	1	F	58
No usual address (Tas.)	2006	1	M	86
No usual address (Tas.)	2011		F	50
No usual address (Tas.)	2011		M	134
No usual address (Tas.)	2011	0	F	327
No usual address (Tas.)	2011	0	M	364
No usual address (Tas.)	2011	1	F	83
No usual address (Tas.)	2011	1	M	115
No usual address (Tas.)	2016		F	69
No usual address (Tas.)	2016		M	133
No usual address (Tas.)	2016	0	F	258
No usual address (Tas.)	2016	0	M	279
No usual address (Tas.)	2016	1	F	66
No usual address (Tas.)	2016	1	M	112
Darwin	2006		F	5666
Darwin	2006		M	7454
Darwin	2006	0	F	11685
Darwin	2006	0	M	11706
Darwin	2006	1	F	33558
Darwin	2006	1	M	35926
Darwin	2011		F	6357
Darwin	2011		M	9276
Darwin	2011	0	F	12135
Darwin	2011	0	M	12333
Darwin	2011	1	F	39195
Darwin	2011	1	M	41286
Darwin	2016		F	8778
Darwin	2016		M	11762
Darwin	2016	0	F	14342
Darwin	2016	0	M	15030
Darwin	2016	1	F	41819
Darwin	2016	1	M	45097
Northern Territory - Outback	2006		F	4224
Northern Territory - Outback	2006		M	5291
Northern Territory - Outback	2006	0	F	7208
Northern Territory - Outback	2006	0	M	7063
Northern Territory - Outback	2006	1	F	30311
Northern Territory - Outback	2006	1	M	30816
Northern Territory - Outback	2011		F	3501
Northern Territory - Outback	2011		M	4716
Northern Territory - Outback	2011	0	F	7037
Northern Territory - Outback	2011	0	M	7042
Northern Territory - Outback	2011	1	F	33332
Northern Territory - Outback	2011	1	M	33748
Northern Territory - Outback	2016		F	5752
Northern Territory - Outback	2016		M	6924
Northern Territory - Outback	2016	0	F	6201
Northern Territory - Outback	2016	0	M	6041
Northern Territory - Outback	2016	1	F	32204
Northern Territory - Outback	2016	1	M	32322
Migratory - Offshore - Shipping (NT)	2006		F	-1
Migratory - Offshore - Shipping (NT)	2006		M	9
Migratory - Offshore - Shipping (NT)	2006	0	F	7
Migratory - Offshore - Shipping (NT)	2006	0	M	22
Migratory - Offshore - Shipping (NT)	2006	1	F	11
Migratory - Offshore - Shipping (NT)	2006	1	M	47
Migratory - Offshore - Shipping (NT)	2011		F	7
Migratory - Offshore - Shipping (NT)	2011		M	18
Migratory - Offshore - Shipping (NT)	2011	0	F	0
Migratory - Offshore - Shipping (NT)	2011	0	M	18
Migratory - Offshore - Shipping (NT)	2011	1	F	12
Migratory - Offshore - Shipping (NT)	2011	1	M	54
Migratory - Offshore - Shipping (NT)	2016		F	4
Migratory - Offshore - Shipping (NT)	2016		M	13
Migratory - Offshore - Shipping (NT)	2016	0	F	0
Migratory - Offshore - Shipping (NT)	2016	0	M	3
Migratory - Offshore - Shipping (NT)	2016	1	F	10
Migratory - Offshore - Shipping (NT)	2016	1	M	45
No usual address (NT)	2006		F	136
No usual address (NT)	2006		M	199
No usual address (NT)	2006	0	F	598
No usual address (NT)	2006	0	M	638
No usual address (NT)	2006	1	F	129
No usual address (NT)	2006	1	M	206
No usual address (NT)	2011		F	108
No usual address (NT)	2011		M	157
No usual address (NT)	2011	0	F	602
No usual address (NT)	2011	0	M	651
No usual address (NT)	2011	1	F	140
No usual address (NT)	2011	1	M	209
No usual address (NT)	2016		F	297
No usual address (NT)	2016		M	374
No usual address (NT)	2016	0	F	591
No usual address (NT)	2016	0	M	588
No usual address (NT)	2016	1	F	269
No usual address (NT)	2016	1	M	370
Australian Capital Territory	2006		F	8883
Australian Capital Territory	2006		M	10090
Australian Capital Territory	2006	0	F	27161
Australian Capital Territory	2006	0	M	26578
Australian Capital Territory	2006	1	F	127999
Australian Capital Territory	2006	1	M	122614
Australian Capital Territory	2011		F	8683
Australian Capital Territory	2011		M	10459
Australian Capital Territory	2011	0	F	30838
Australian Capital Territory	2011	0	M	30125
Australian Capital Territory	2011	1	F	140649
Australian Capital Territory	2011	1	M	135830
Australian Capital Territory	2016		F	17438
Australian Capital Territory	2016		M	18072
Australian Capital Territory	2016	0	F	33952
Australian Capital Territory	2016	0	M	32909
Australian Capital Territory	2016	1	F	150035
Australian Capital Territory	2016	1	M	144451
Migratory - Offshore - Shipping (ACT)	2006		F	0
Migratory - Offshore - Shipping (ACT)	2006		M	0
Migratory - Offshore - Shipping (ACT)	2006	0	F	0
Migratory - Offshore - Shipping (ACT)	2006	0	M	0
Migratory - Offshore - Shipping (ACT)	2006	1	F	0
Migratory - Offshore - Shipping (ACT)	2006	1	M	0
Migratory - Offshore - Shipping (ACT)	2011		F	0
Migratory - Offshore - Shipping (ACT)	2011		M	0
Migratory - Offshore - Shipping (ACT)	2011	0	F	0
Migratory - Offshore - Shipping (ACT)	2011	0	M	0
Migratory - Offshore - Shipping (ACT)	2011	1	F	0
Migratory - Offshore - Shipping (ACT)	2011	1	M	0
Migratory - Offshore - Shipping (ACT)	2016		F	0
Migratory - Offshore - Shipping (ACT)	2016		M	0
Migratory - Offshore - Shipping (ACT)	2016	0	F	0
Migratory - Offshore - Shipping (ACT)	2016	0	M	0
Migratory - Offshore - Shipping (ACT)	2016	1	F	0
Migratory - Offshore - Shipping (ACT)	2016	1	M	0
No usual address (ACT)	2006		F	31
No usual address (ACT)	2006		M	46
No usual address (ACT)	2006	0	F	260
No usual address (ACT)	2006	0	M	264
No usual address (ACT)	2006	1	F	46
No usual address (ACT)	2006	1	M	61
No usual address (ACT)	2011		F	26
No usual address (ACT)	2011		M	51
No usual address (ACT)	2011	0	F	233
No usual address (ACT)	2011	0	M	210
No usual address (ACT)	2011	1	F	46
No usual address (ACT)	2011	1	M	67
No usual address (ACT)	2016		F	34
No usual address (ACT)	2016		M	87
No usual address (ACT)	2016	0	F	153
No usual address (ACT)	2016	0	M	165
No usual address (ACT)	2016	1	F	41
No usual address (ACT)	2016	1	M	60
Other Territories	2006		F	53
Other Territories	2006		M	119
Other Territories	2006	0	F	159
Other Territories	2006	0	M	181
Other Territories	2006	1	F	841
Other Territories	2006	1	M	937
Other Territories	2011		F	65
Other Territories	2011		M	820
Other Territories	2011	0	F	156
Other Territories	2011	0	M	205
Other Territories	2011	1	F	822
Other Territories	2011	1	M	933
Other Territories	2016		F	257
Other Territories	2016		M	541
Other Territories	2016	0	F	258
Other Territories	2016	0	M	294
Other Territories	2016	1	F	1575
Other Territories	2016	1	M	1597
Migratory - Offshore - Shipping (OT)	2006		F	0
Migratory - Offshore - Shipping (OT)	2006		M	0
Migratory - Offshore - Shipping (OT)	2006	0	F	0
Migratory - Offshore - Shipping (OT)	2006	0	M	0
Migratory - Offshore - Shipping (OT)	2006	1	F	0
Migratory - Offshore - Shipping (OT)	2006	1	M	0
Migratory - Offshore - Shipping (OT)	2011		F	0
Migratory - Offshore - Shipping (OT)	2011		M	0
Migratory - Offshore - Shipping (OT)	2011	0	F	0
Migratory - Offshore - Shipping (OT)	2011	0	M	0
Migratory - Offshore - Shipping (OT)	2011	1	F	0
Migratory - Offshore - Shipping (OT)	2011	1	M	0
Migratory - Offshore - Shipping (OT)	2016		F	0
Migratory - Offshore - Shipping (OT)	2016		M	-1
Migratory - Offshore - Shipping (OT)	2016	0	F	0
Migratory - Offshore - Shipping (OT)	2016	0	M	0
Migratory - Offshore - Shipping (OT)	2016	1	F	0
Migratory - Offshore - Shipping (OT)	2016	1	M	4
No usual address (OT)	2006		F	0
No usual address (OT)	2006		M	14
No usual address (OT)	2006	0	F	4
No usual address (OT)	2006	0	M	5
No usual address (OT)	2006	1	F	0
No usual address (OT)	2006	1	M	3
No usual address (OT)	2011		F	1
No usual address (OT)	2011		M	-4
No usual address (OT)	2011	0	F	18
No usual address (OT)	2011	0	M	11
No usual address (OT)	2011	1	F	0
No usual address (OT)	2011	1	M	0
No usual address (OT)	2016		F	-2
No usual address (OT)	2016		M	3
No usual address (OT)	2016	0	F	22
No usual address (OT)	2016	0	M	5
No usual address (OT)	2016	1	F	8
No usual address (OT)	2016	1	M	13
