SA4_NAME16	Year	SameAddress1YearAgo	Sex	persons
Mid North Coast	2006	1	M	74998
Mid North Coast	2011		F	5411
Mid North Coast	2011		M	6077
Mid North Coast	2011	0	F	14851
Mid North Coast	2011	0	M	13590
Mid North Coast	2011	1	F	82878
Mid North Coast	2011	1	M	78303
Mid North Coast	2016		F	10464
Mid North Coast	2016		M	10487
Mid North Coast	2016	0	F	14995
Mid North Coast	2016	0	M	13871
Mid North Coast	2016	1	F	83442
Mid North Coast	2016	1	M	78938
Murray	2006		F	2943
Murray	2006		M	3288
Murray	2006	0	F	8559
Murray	2006	0	M	8087
Murray	2006	1	F	43667
Murray	2006	1	M	43076
Murray	2011		F	2956
Murray	2011		M	3319
Murray	2011	0	F	8055
Murray	2011	0	M	7163
Murray	2011	1	F	44754
Murray	2011	1	M	44070
Murray	2016		F	6303
Murray	2016		M	6202
Murray	2016	0	F	8235
Murray	2016	0	M	7558
Murray	2016	1	F	44205
Murray	2016	1	M	43300
New England and North West	2006		F	4874
New England and North West	2006		M	5368
New England and North West	2006	0	F	13632
New England and North West	2006	0	M	13021
New England and North West	2006	1	F	68771
New England and North West	2006	1	M	66726
New England and North West	2011		F	5405
New England and North West	2011		M	5878
New England and North West	2011	0	F	13488
New England and North West	2011	0	M	12500
New England and North West	2011	1	F	70395
New England and North West	2011	1	M	68528
New England and North West	2016		F	10220
New England and North West	2016		M	10293
New England and North West	2016	0	F	13140
New England and North West	2016	0	M	12067
New England and North West	2016	1	F	68939
New England and North West	2016	1	M	66900
Newcastle and Lake Macquarie	2006		F	8958
Newcastle and Lake Macquarie	2006		M	9735
Newcastle and Lake Macquarie	2006	0	F	23483
Newcastle and Lake Macquarie	2006	0	M	22294
Newcastle and Lake Macquarie	2006	1	F	136167
Newcastle and Lake Macquarie	2006	1	M	129326
Newcastle and Lake Macquarie	2011		F	8297
Newcastle and Lake Macquarie	2011		M	9082
Newcastle and Lake Macquarie	2011	0	F	23965
Newcastle and Lake Macquarie	2011	0	M	22801
Newcastle and Lake Macquarie	2011	1	F	142417
Newcastle and Lake Macquarie	2011	1	M	136043
Newcastle and Lake Macquarie	2016		F	13657
Newcastle and Lake Macquarie	2016		M	13745
Newcastle and Lake Macquarie	2016	0	F	26505
Newcastle and Lake Macquarie	2016	0	M	25038
Newcastle and Lake Macquarie	2016	1	F	142911
Newcastle and Lake Macquarie	2016	1	M	137250
Richmond - Tweed	2006		F	6610
Richmond - Tweed	2006		M	6902
Richmond - Tweed	2006	0	F	18463
Richmond - Tweed	2006	0	M	17221
Richmond - Tweed	2006	1	F	87309
Richmond - Tweed	2006	1	M	82826
Richmond - Tweed	2011		F	6098
Richmond - Tweed	2011		M	6680
Richmond - Tweed	2011	0	F	17502
Richmond - Tweed	2011	0	M	15708
Richmond - Tweed	2011	1	F	93426
Richmond - Tweed	2011	1	M	88203
Richmond - Tweed	2016		F	12950
Richmond - Tweed	2016		M	12589
Richmond - Tweed	2016	0	F	17798
Richmond - Tweed	2016	0	M	16085
Richmond - Tweed	2016	1	F	92595
Richmond - Tweed	2016	1	M	87582
Riverina	2006		F	3807
Riverina	2006		M	5079
Riverina	2006	0	F	11367
Riverina	2006	0	M	11189
Riverina	2006	1	F	58961
Riverina	2006	1	M	57795
Riverina	2011		F	4092
Riverina	2011		M	5266
Riverina	2011	0	F	10843
Riverina	2011	0	M	10565
Riverina	2011	1	F	60316
Riverina	2011	1	M	59040
Riverina	2016		F	8086
Riverina	2016		M	9206
Riverina	2016	0	F	11190
Riverina	2016	0	M	10619
Riverina	2016	1	F	58930
Riverina	2016	1	M	57901
Southern Highlands and Shoalhaven	2006		F	3916
Southern Highlands and Shoalhaven	2006		M	3939
Southern Highlands and Shoalhaven	2006	0	F	9451
Southern Highlands and Shoalhaven	2006	0	M	8710
Southern Highlands and Shoalhaven	2006	1	F	53552
Southern Highlands and Shoalhaven	2006	1	M	51109
Southern Highlands and Shoalhaven	2011		F	3882
Southern Highlands and Shoalhaven	2011		M	4574
Southern Highlands and Shoalhaven	2011	0	F	9550
Southern Highlands and Shoalhaven	2011	0	M	8726
Southern Highlands and Shoalhaven	2011	1	F	56698
Southern Highlands and Shoalhaven	2011	1	M	53578
Southern Highlands and Shoalhaven	2016		F	6951
Southern Highlands and Shoalhaven	2016		M	7603
Southern Highlands and Shoalhaven	2016	0	F	10597
Southern Highlands and Shoalhaven	2016	0	M	9748
Southern Highlands and Shoalhaven	2016	1	F	57725
Southern Highlands and Shoalhaven	2016	1	M	54733
Sydney - Baulkham Hills and Hawkesbury	2006		F	4443
Sydney - Baulkham Hills and Hawkesbury	2006		M	4635
Sydney - Baulkham Hills and Hawkesbury	2006	0	F	11320
Sydney - Baulkham Hills and Hawkesbury	2006	0	M	10704
Sydney - Baulkham Hills and Hawkesbury	2006	1	F	85311
Sydney - Baulkham Hills and Hawkesbury	2006	1	M	83118
Sydney - Baulkham Hills and Hawkesbury	2011		F	4070
Sydney - Baulkham Hills and Hawkesbury	2011		M	4242
Sydney - Baulkham Hills and Hawkesbury	2011	0	F	11246
Sydney - Baulkham Hills and Hawkesbury	2011	0	M	10777
Sydney - Baulkham Hills and Hawkesbury	2011	1	F	91081
Sydney - Baulkham Hills and Hawkesbury	2011	1	M	89001
Sydney - Baulkham Hills and Hawkesbury	2016		F	6886
Sydney - Baulkham Hills and Hawkesbury	2016		M	7020
Sydney - Baulkham Hills and Hawkesbury	2016	0	F	13339
Sydney - Baulkham Hills and Hawkesbury	2016	0	M	12866
Sydney - Baulkham Hills and Hawkesbury	2016	1	F	95123
Sydney - Baulkham Hills and Hawkesbury	2016	1	M	92511
Sydney - Blacktown	2006		F	8927
Sydney - Blacktown	2006		M	10233
Sydney - Blacktown	2006	0	F	17304
Sydney - Blacktown	2006	0	M	16654
Sydney - Blacktown	2006	1	F	111748
Sydney - Blacktown	2006	1	M	109053
Sydney - Blacktown	2011		F	8005
Sydney - Blacktown	2011		M	9323
Sydney - Blacktown	2011	0	F	18402
Sydney - Blacktown	2011	0	M	18051
Sydney - Blacktown	2011	1	F	126377
Sydney - Blacktown	2011	1	M	123366
Sydney - Blacktown	2016		F	13715
Sydney - Blacktown	2016		M	14802
Sydney - Blacktown	2016	0	F	21836
Sydney - Blacktown	2016	0	M	21915
Sydney - Blacktown	2016	1	F	135149
Sydney - Blacktown	2016	1	M	132217
Sydney - City and Inner South	2006		F	21057
Sydney - City and Inner South	2006		M	26450
Sydney - City and Inner South	2006	0	F	25154
Sydney - City and Inner South	2006	0	M	25847
Sydney - City and Inner South	2006	1	F	71403
Sydney - City and Inner South	2006	1	M	74759
Sydney - City and Inner South	2011		F	13799
Sydney - City and Inner South	2011		M	17258
Sydney - City and Inner South	2011	0	F	27557
Sydney - City and Inner South	2011	0	M	27989
Sydney - City and Inner South	2011	1	F	86331
Sydney - City and Inner South	2011	1	M	91612
Sydney - City and Inner South	2016		F	19584
Sydney - City and Inner South	2016		M	22826
Sydney - City and Inner South	2016	0	F	37914
Sydney - City and Inner South	2016	0	M	36902
Sydney - City and Inner South	2016	1	F	96985
Sydney - City and Inner South	2016	1	M	101333
Sydney - Eastern Suburbs	2006		F	14067
Sydney - Eastern Suburbs	2006		M	16753
Sydney - Eastern Suburbs	2006	0	F	21926
Sydney - Eastern Suburbs	2006	0	M	19915
Sydney - Eastern Suburbs	2006	1	F	84697
Sydney - Eastern Suburbs	2006	1	M	78138
Sydney - Eastern Suburbs	2011		F	12167
Sydney - Eastern Suburbs	2011		M	14274
Sydney - Eastern Suburbs	2011	0	F	23099
Sydney - Eastern Suburbs	2011	0	M	21206
Sydney - Eastern Suburbs	2011	1	F	92679
Sydney - Eastern Suburbs	2011	1	M	86121
Sydney - Eastern Suburbs	2016		F	15633
Sydney - Eastern Suburbs	2016		M	16579
Sydney - Eastern Suburbs	2016	0	F	25894
Sydney - Eastern Suburbs	2016	0	M	23809
Sydney - Eastern Suburbs	2016	1	F	95997
Sydney - Eastern Suburbs	2016	1	M	89117
Sydney - Inner South West	2006		F	18504
Sydney - Inner South West	2006		M	19803
Sydney - Inner South West	2006	0	F	29707
Sydney - Inner South West	2006	0	M	28763
Sydney - Inner South West	2006	1	F	201114
Sydney - Inner South West	2006	1	M	193101
Sydney - Inner South West	2011		F	16926
Sydney - Inner South West	2011		M	18166
Sydney - Inner South West	2011	0	F	29563
Sydney - Inner South West	2011	0	M	29415
Sydney - Inner South West	2011	1	F	218798
Sydney - Inner South West	2011	1	M	210738
Sydney - Inner South West	2016		F	23230
Sydney - Inner South West	2016		M	23920
Sydney - Inner South West	2016	0	F	38163
Sydney - Inner South West	2016	0	M	38395
Sydney - Inner South West	2016	1	F	227277
Sydney - Inner South West	2016	1	M	220438
Sydney - Inner West	2006		F	10196
Sydney - Inner West	2006		M	11251
Sydney - Inner West	2006	0	F	20183
Sydney - Inner West	2006	0	M	18761
Sydney - Inner West	2006	1	F	94796
Sydney - Inner West	2006	1	M	87913
Sydney - Inner West	2011		F	9220
Sydney - Inner West	2011		M	10170
Sydney - Inner West	2011	0	F	21444
Sydney - Inner West	2011	0	M	19903
Sydney - Inner West	2011	1	F	104946
Sydney - Inner West	2011	1	M	97877
Sydney - Inner West	2016		F	13530
Sydney - Inner West	2016		M	13399
Sydney - Inner West	2016	0	F	25924
Sydney - Inner West	2016	0	M	25217
Sydney - Inner West	2016	1	F	111413
Sydney - Inner West	2016	1	M	103820
Sydney - North Sydney and Hornsby	2006		F	11822
Sydney - North Sydney and Hornsby	2006		M	12003
Sydney - North Sydney and Hornsby	2006	0	F	28711
Sydney - North Sydney and Hornsby	2006	0	M	26559
Sydney - North Sydney and Hornsby	2006	1	F	142765
Sydney - North Sydney and Hornsby	2006	1	M	130677
Sydney - North Sydney and Hornsby	2011		F	10632
Sydney - North Sydney and Hornsby	2011		M	10878
Sydney - North Sydney and Hornsby	2011	0	F	29941
Sydney - North Sydney and Hornsby	2011	0	M	27393
Sydney - North Sydney and Hornsby	2011	1	F	153972
Sydney - North Sydney and Hornsby	2011	1	M	141851
Sydney - North Sydney and Hornsby	2016		F	16012
Sydney - North Sydney and Hornsby	2016		M	15333
Sydney - North Sydney and Hornsby	2016	0	F	33339
Sydney - North Sydney and Hornsby	2016	0	M	30707
Sydney - North Sydney and Hornsby	2016	1	F	161221
Sydney - North Sydney and Hornsby	2016	1	M	148745
Sydney - Northern Beaches	2006		F	7374
Sydney - Northern Beaches	2006		M	8196
Sydney - Northern Beaches	2006	0	F	16856
Sydney - Northern Beaches	2006	0	M	15938
Sydney - Northern Beaches	2006	1	F	90514
Sydney - Northern Beaches	2006	1	M	86222
Sydney - Northern Beaches	2011		F	6220
Sydney - Northern Beaches	2011		M	6675
Sydney - Northern Beaches	2011	0	F	17598
Sydney - Northern Beaches	2011	0	M	16885
Sydney - Northern Beaches	2011	1	F	97395
Sydney - Northern Beaches	2011	1	M	92867
Sydney - Northern Beaches	2016		F	10784
Sydney - Northern Beaches	2016		M	10254
Sydney - Northern Beaches	2016	0	F	16923
Sydney - Northern Beaches	2016	0	M	16113
Sydney - Northern Beaches	2016	1	F	101663
Sydney - Northern Beaches	2016	1	M	97140
Sydney - Outer South West	2006		F	7052
Sydney - Outer South West	2006		M	7366
Sydney - Outer South West	2006	0	F	13662
Sydney - Outer South West	2006	0	M	12837
Sydney - Outer South West	2006	1	F	92744
Sydney - Outer South West	2006	1	M	89997
Sydney - Outer South West	2011		F	6736
Sydney - Outer South West	2011		M	6621
Sydney - Outer South West	2011	0	F	14327
Sydney - Outer South West	2011	0	M	13469
Sydney - Outer South West	2011	1	F	99092
Sydney - Outer South West	2011	1	M	95559
Sydney - Outer South West	2016		F	11115
Sydney - Outer South West	2016		M	10842
Sydney - Outer South West	2016	0	F	17024
Sydney - Outer South West	2016	0	M	16324
Sydney - Outer South West	2016	1	F	105199
Sydney - Outer South West	2016	1	M	101559
Sydney - Outer West and Blue Mountains	2006		F	8202
Sydney - Outer West and Blue Mountains	2006		M	8943
Sydney - Outer West and Blue Mountains	2006	0	F	17934
Sydney - Outer West and Blue Mountains	2006	0	M	16933
Sydney - Outer West and Blue Mountains	2006	1	F	115640
Sydney - Outer West and Blue Mountains	2006	1	M	111351
Sydney - Outer West and Blue Mountains	2011		F	8031
Sydney - Outer West and Blue Mountains	2011		M	8716
Sydney - Outer West and Blue Mountains	2011	0	F	16984
Sydney - Outer West and Blue Mountains	2011	0	M	15938
Sydney - Outer West and Blue Mountains	2011	1	F	121831
Sydney - Outer West and Blue Mountains	2011	1	M	116685
Sydney - Outer West and Blue Mountains	2016		F	13546
Sydney - Outer West and Blue Mountains	2016		M	13737
Sydney - Outer West and Blue Mountains	2016	0	F	19356
Sydney - Outer West and Blue Mountains	2016	0	M	18527
Sydney - Outer West and Blue Mountains	2016	1	F	123555
Sydney - Outer West and Blue Mountains	2016	1	M	118206
Sydney - Parramatta	2006		F	13688
Sydney - Parramatta	2006		M	17827
Sydney - Parramatta	2006	0	F	24453
Sydney - Parramatta	2006	0	M	25212
Sydney - Parramatta	2006	1	F	138887
Sydney - Parramatta	2006	1	M	135722
Sydney - Parramatta	2011		F	13307
Sydney - Parramatta	2011		M	16577
Sydney - Parramatta	2011	0	F	25992
Sydney - Parramatta	2011	0	M	26795
Sydney - Parramatta	2011	1	F	157110
Sydney - Parramatta	2011	1	M	154926
Sydney - Parramatta	2016		F	19066
Sydney - Parramatta	2016		M	21913
Sydney - Parramatta	2016	0	F	32675
Sydney - Parramatta	2016	0	M	36632
Sydney - Parramatta	2016	1	F	169077
Sydney - Parramatta	2016	1	M	169029
Sydney - Ryde	2006		F	4873
Sydney - Ryde	2006		M	5236
Sydney - Ryde	2006	0	F	10887
Sydney - Ryde	2006	0	M	10192
Sydney - Ryde	2006	1	F	64122
Sydney - Ryde	2006	1	M	59750
Sydney - Ryde	2011		F	3697
Sydney - Ryde	2011		M	3853
Sydney - Ryde	2011	0	F	11637
Sydney - Ryde	2011	0	M	11195
Sydney - Ryde	2011	1	F	68297
Sydney - Ryde	2011	1	M	64164
Sydney - Ryde	2016		F	6156
Sydney - Ryde	2016		M	6097
Sydney - Ryde	2016	0	F	15153
Sydney - Ryde	2016	0	M	14580
Sydney - Ryde	2016	1	F	71977
Sydney - Ryde	2016	1	M	68155
Sydney - South West	2006		F	12373
Sydney - South West	2006		M	13244
Sydney - South West	2006	0	F	17908
Sydney - South West	2006	0	M	17645
Sydney - South West	2006	1	F	139801
Sydney - South West	2006	1	M	136486
Sydney - South West	2011		F	10767
Sydney - South West	2011		M	11351
Sydney - South West	2011	0	F	19136
Sydney - South West	2011	0	M	18325
Sydney - South West	2011	1	F	152134
Sydney - South West	2011	1	M	148453
Sydney - South West	2016		F	16536
Sydney - South West	2016		M	17151
Sydney - South West	2016	0	F	24248
Sydney - South West	2016	0	M	23651
Sydney - South West	2016	1	F	164560
Sydney - South West	2016	1	M	159816
Sydney - Sutherland	2006		F	5540
Sydney - Sutherland	2006		M	5895
Sydney - Sutherland	2006	0	F	12046
Sydney - Sutherland	2006	0	M	11532
Sydney - Sutherland	2006	1	F	86726
Sydney - Sutherland	2006	1	M	83174
Sydney - Sutherland	2011		F	4660
Sydney - Sutherland	2011		M	4985
Sydney - Sutherland	2011	0	F	12079
Sydney - Sutherland	2011	0	M	11484
Sydney - Sutherland	2011	1	F	90682
Sydney - Sutherland	2011	1	M	86381
Sydney - Sutherland	2016		F	7800
Sydney - Sutherland	2016		M	7817
Sydney - Sutherland	2016	0	F	11645
Sydney - Sutherland	2016	0	M	11091
Sydney - Sutherland	2016	1	F	92020
Sydney - Sutherland	2016	1	M	87505
Migratory - Offshore - Shipping (NSW)	2006		F	-2
Migratory - Offshore - Shipping (NSW)	2006		M	0
Migratory - Offshore - Shipping (NSW)	2006	0	F	6
Migratory - Offshore - Shipping (NSW)	2006	0	M	11
Migratory - Offshore - Shipping (NSW)	2006	1	F	3
Migratory - Offshore - Shipping (NSW)	2006	1	M	26
Migratory - Offshore - Shipping (NSW)	2011		F	2
Migratory - Offshore - Shipping (NSW)	2011		M	2
Migratory - Offshore - Shipping (NSW)	2011	0	F	6
Migratory - Offshore - Shipping (NSW)	2011	0	M	11
Migratory - Offshore - Shipping (NSW)	2011	1	F	47
Migratory - Offshore - Shipping (NSW)	2011	1	M	43
Migratory - Offshore - Shipping (NSW)	2016		F	36
Migratory - Offshore - Shipping (NSW)	2016		M	19
Migratory - Offshore - Shipping (NSW)	2016	0	F	21
Migratory - Offshore - Shipping (NSW)	2016	0	M	14
Migratory - Offshore - Shipping (NSW)	2016	1	F	182
Migratory - Offshore - Shipping (NSW)	2016	1	M	138
No usual address (NSW)	2006		F	542
No usual address (NSW)	2006		M	887
No usual address (NSW)	2006	0	F	3100
No usual address (NSW)	2006	0	M	3851
No usual address (NSW)	2006	1	F	606
No usual address (NSW)	2006	1	M	1186
No usual address (NSW)	2011		F	932
No usual address (NSW)	2011		M	2100
No usual address (NSW)	2011	0	F	3581
No usual address (NSW)	2011	0	M	4161
No usual address (NSW)	2011	1	F	814
No usual address (NSW)	2011	1	M	1332
No usual address (NSW)	2016		F	1245
No usual address (NSW)	2016		M	2424
No usual address (NSW)	2016	0	F	2845
No usual address (NSW)	2016	0	M	3356
No usual address (NSW)	2016	1	F	849
No usual address (NSW)	2016	1	M	1571
Ballarat	2006		F	3901
Ballarat	2006		M	4051
Ballarat	2006	0	F	10489
Ballarat	2006	0	M	9597
Ballarat	2006	1	F	55355
Ballarat	2006	1	M	52728
Ballarat	2011		F	3893
Ballarat	2011		M	4156
Ballarat	2011	0	F	11208
Ballarat	2011	0	M	10037
Ballarat	2011	1	F	59807
Ballarat	2011	1	M	57133
Ballarat	2016		F	7586
Ballarat	2016		M	7591
Ballarat	2016	0	F	11098
Ballarat	2016	0	M	10069
Ballarat	2016	1	F	62006
Ballarat	2016	1	M	59138
Bendigo	2006		F	3764
Bendigo	2006		M	3879
Bendigo	2006	0	F	10163
Bendigo	2006	0	M	9100
Bendigo	2006	1	F	54116
Bendigo	2006	1	M	51384
Bendigo	2011		F	3713
Bendigo	2011		M	4228
Bendigo	2011	0	F	10262
Bendigo	2011	0	M	9247
Bendigo	2011	1	F	58136
Bendigo	2011	1	M	55113
Bendigo	2016		F	7823
Bendigo	2016		M	7991
Bendigo	2016	0	F	10494
Bendigo	2016	0	M	9340
Bendigo	2016	1	F	60075
Bendigo	2016	1	M	57367
Geelong	2006		F	5863
Geelong	2006		M	6862
Geelong	2006	0	F	16707
Geelong	2006	0	M	15610
Geelong	2006	1	F	95722
Geelong	2006	1	M	90507
Geelong	2011		F	5868
Geelong	2011		M	7009
Geelong	2011	0	F	18427
Geelong	2011	0	M	16822
Geelong	2011	1	F	104157
Geelong	2011	1	M	98369
Geelong	2016		F	12760
Geelong	2016		M	13100
Geelong	2016	0	F	20812
Geelong	2016	0	M	19243
Geelong	2016	1	F	109547
Geelong	2016	1	M	103470
Hume	2006		F	3845
Hume	2006		M	4291
Hume	2006	0	F	11160
Hume	2006	0	M	10812
Hume	2006	1	F	62027
Hume	2006	1	M	60487
Hume	2011		F	3746
Hume	2011		M	4200
Hume	2011	0	F	11270
Hume	2011	0	M	10831
Hume	2011	1	F	65497
Hume	2011	1	M	63751
Hume	2016		F	8382
Hume	2016		M	8422
Hume	2016	0	F	11487
Hume	2016	0	M	10956
Hume	2016	1	F	66406
Hume	2016	1	M	64542
Latrobe - Gippsland	2006		F	6934
Latrobe - Gippsland	2006		M	7741
Latrobe - Gippsland	2006	0	F	16931
Latrobe - Gippsland	2006	0	M	15397
Latrobe - Gippsland	2006	1	F	97594
Latrobe - Gippsland	2006	1	M	94407
Latrobe - Gippsland	2011		F	6804
Latrobe - Gippsland	2011		M	8032
Latrobe - Gippsland	2011	0	F	18260
Latrobe - Gippsland	2011	0	M	16764
Latrobe - Gippsland	2011	1	F	104848
Latrobe - Gippsland	2011	1	M	101151
Latrobe - Gippsland	2016		F	14145
Latrobe - Gippsland	2016		M	14570
Latrobe - Gippsland	2016	0	F	17982
Latrobe - Gippsland	2016	0	M	16238
Latrobe - Gippsland	2016	1	F	106120
Latrobe - Gippsland	2016	1	M	102364
Melbourne - Inner	2006		F	23645
Melbourne - Inner	2006		M	28604
Melbourne - Inner	2006	0	F	50840
Melbourne - Inner	2006	0	M	46450
Melbourne - Inner	2006	1	F	159275
Melbourne - Inner	2006	1	M	150094
Melbourne - Inner	2011		F	19904
Melbourne - Inner	2011		M	23406
Melbourne - Inner	2011	0	F	55554
Melbourne - Inner	2011	0	M	50750
Melbourne - Inner	2011	1	F	180824
Melbourne - Inner	2011	1	M	171555
Melbourne - Inner	2016		F	34914
Melbourne - Inner	2016		M	34486
Melbourne - Inner	2016	0	F	72691
Melbourne - Inner	2016	0	M	65977
Melbourne - Inner	2016	1	F	198279
Melbourne - Inner	2016	1	M	185332
Melbourne - Inner East	2006		F	8631
Melbourne - Inner East	2006		M	8574
Melbourne - Inner East	2006	0	F	22093
Melbourne - Inner East	2006	0	M	20436
Melbourne - Inner East	2006	1	F	140810
Melbourne - Inner East	2006	1	M	128439
Melbourne - Inner East	2011		F	7523
Melbourne - Inner East	2011		M	7880
Melbourne - Inner East	2011	0	F	23115
Melbourne - Inner East	2011	0	M	21412
Melbourne - Inner East	2011	1	F	145842
Melbourne - Inner East	2011	1	M	134238
Melbourne - Inner East	2016		F	12978
Melbourne - Inner East	2016		M	12560
Melbourne - Inner East	2016	0	F	28532
Melbourne - Inner East	2016	0	M	26726
Melbourne - Inner East	2016	1	F	145352
Melbourne - Inner East	2016	1	M	133496
Melbourne - Inner South	2006		F	12481
Melbourne - Inner South	2006		M	12457
Melbourne - Inner South	2006	0	F	24062
Melbourne - Inner South	2006	0	M	22543
Melbourne - Inner South	2006	1	F	149563
Melbourne - Inner South	2006	1	M	137344
Melbourne - Inner South	2011		F	9962
Melbourne - Inner South	2011		M	10220
Melbourne - Inner South	2011	0	F	25740
Melbourne - Inner South	2011	0	M	24034
Melbourne - Inner South	2011	1	F	159840
Melbourne - Inner South	2011	1	M	148422
Melbourne - Inner South	2016		F	16778
Melbourne - Inner South	2016		M	15834
Melbourne - Inner South	2016	0	F	30217
Melbourne - Inner South	2016	0	M	28158
Melbourne - Inner South	2016	1	F	162620
Melbourne - Inner South	2016	1	M	150094
Melbourne - North East	2006		F	11479
Melbourne - North East	2006		M	12407
Melbourne - North East	2006	0	F	22759
Melbourne - North East	2006	0	M	21690
Melbourne - North East	2006	1	F	167315
Melbourne - North East	2006	1	M	160909
Melbourne - North East	2011		F	11244
Melbourne - North East	2011		M	12152
Melbourne - North East	2011	0	F	27588
Melbourne - North East	2011	0	M	26639
Melbourne - North East	2011	1	F	183072
Melbourne - North East	2011	1	M	176349
Melbourne - North East	2016		F	21015
Melbourne - North East	2016		M	20321
Melbourne - North East	2016	0	F	33203
Melbourne - North East	2016	0	M	32201
Melbourne - North East	2016	1	F	197657
Melbourne - North East	2016	1	M	190958
Melbourne - North West	2006		F	9293
Melbourne - North West	2006		M	9552
Melbourne - North West	2006	0	F	16655
Melbourne - North West	2006	0	M	15946
