SA4_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Melbourne - Inner	2016	F	1	184383
Melbourne - Inner	2016	M	0	82719
Melbourne - Inner	2016	M	1	177437
Melbourne - Inner East	2006	F	0	47716
Melbourne - Inner East	2006	F	1	116972
Melbourne - Inner East	2006	M	0	43415
Melbourne - Inner East	2006	M	1	107406
Melbourne - Inner East	2011	F	0	56247
Melbourne - Inner East	2011	F	1	114359
Melbourne - Inner East	2011	M	0	50375
Melbourne - Inner East	2011	M	1	106917
Melbourne - Inner East	2016	F	0	68560
Melbourne - Inner East	2016	F	1	110336
Melbourne - Inner East	2016	M	0	60502
Melbourne - Inner East	2016	M	1	104833
Melbourne - Inner South	2006	F	0	35854
Melbourne - Inner South	2006	F	1	140230
Melbourne - Inner South	2006	M	0	33060
Melbourne - Inner South	2006	M	1	129361
Melbourne - Inner South	2011	F	0	42912
Melbourne - Inner South	2011	F	1	144965
Melbourne - Inner South	2011	M	0	39139
Melbourne - Inner South	2011	M	1	135468
Melbourne - Inner South	2016	F	0	50020
Melbourne - Inner South	2016	F	1	149298
Melbourne - Inner South	2016	M	0	44058
Melbourne - Inner South	2016	M	1	140373
Melbourne - North East	2006	F	0	58071
Melbourne - North East	2006	F	1	134925
Melbourne - North East	2006	M	0	55845
Melbourne - North East	2006	M	1	129801
Melbourne - North East	2011	F	0	68794
Melbourne - North East	2011	F	1	144632
Melbourne - North East	2011	M	0	65754
Melbourne - North East	2011	M	1	140222
Melbourne - North East	2016	F	0	83015
Melbourne - North East	2016	F	1	155766
Melbourne - North East	2016	M	0	79290
Melbourne - North East	2016	M	1	151561
Melbourne - North West	2006	F	0	50510
Melbourne - North West	2006	F	1	89487
Melbourne - North West	2006	M	0	48041
Melbourne - North West	2006	M	1	86890
Melbourne - North West	2011	F	0	60204
Melbourne - North West	2011	F	1	93852
Melbourne - North West	2011	M	0	58110
Melbourne - North West	2011	M	1	91595
Melbourne - North West	2016	F	0	72702
Melbourne - North West	2016	F	1	100419
Melbourne - North West	2016	M	0	70739
Melbourne - North West	2016	M	1	99010
Melbourne - Outer East	2006	F	0	30566
Melbourne - Outer East	2006	F	1	198975
Melbourne - Outer East	2006	M	0	28031
Melbourne - Outer East	2006	M	1	191622
Melbourne - Outer East	2011	F	0	38222
Melbourne - Outer East	2011	F	1	199157
Melbourne - Outer East	2011	M	0	34944
Melbourne - Outer East	2011	M	1	192731
Melbourne - Outer East	2016	F	0	49218
Melbourne - Outer East	2016	F	1	195595
Melbourne - Outer East	2016	M	0	44464
Melbourne - Outer East	2016	M	1	189451
Melbourne - South East	2006	F	0	99876
Melbourne - South East	2006	F	1	180632
Melbourne - South East	2006	M	0	97366
Melbourne - South East	2006	M	1	177987
Melbourne - South East	2011	F	0	126813
Melbourne - South East	2011	F	1	191357
Melbourne - South East	2011	M	0	124611
Melbourne - South East	2011	M	1	189598
Melbourne - South East	2016	F	0	162199
Melbourne - South East	2016	F	1	197843
Melbourne - South East	2016	M	0	158851
Melbourne - South East	2016	M	1	198399
Melbourne - West	2006	F	0	92079
Melbourne - West	2006	F	1	150482
Melbourne - West	2006	M	0	88978
Melbourne - West	2006	M	1	148338
Melbourne - West	2011	F	0	120156
Melbourne - West	2011	F	1	172531
Melbourne - West	2011	M	0	116763
Melbourne - West	2011	M	1	171843
Melbourne - West	2016	F	0	154784
Melbourne - West	2016	F	1	188934
Melbourne - West	2016	M	0	150365
Melbourne - West	2016	M	1	189136
Mornington Peninsula	2006	F	0	8241
Mornington Peninsula	2006	F	1	114303
Mornington Peninsula	2006	M	0	7536
Mornington Peninsula	2006	M	1	108528
Mornington Peninsula	2011	F	0	10536
Mornington Peninsula	2011	F	1	122092
Mornington Peninsula	2011	M	0	9533
Mornington Peninsula	2011	M	1	116106
Mornington Peninsula	2016	F	0	12567
Mornington Peninsula	2016	F	1	127502
Mornington Peninsula	2016	M	0	11081
Mornington Peninsula	2016	M	1	120912
North West	2006	F	0	3689
North West	2006	F	1	68231
North West	2006	M	0	3727
North West	2006	M	1	66359
North West	2011	F	0	4370
North West	2011	F	1	66818
North West	2011	M	0	4516
North West	2011	M	1	65011
North West	2016	F	0	5004
North West	2016	F	1	64318
North West	2016	M	0	4951
North West	2016	M	1	62957
Shepparton	2006	F	0	3795
Shepparton	2006	F	1	54358
Shepparton	2006	M	0	3774
Shepparton	2006	M	1	53325
Shepparton	2011	F	0	4880
Shepparton	2011	F	1	55246
Shepparton	2011	M	0	4899
Shepparton	2011	M	1	53771
Shepparton	2016	F	0	5936
Shepparton	2016	F	1	54443
Shepparton	2016	M	0	5878
Shepparton	2016	M	1	53309
Warrnambool and South West	2006	F	0	1084
Warrnambool and South West	2006	F	1	57122
Warrnambool and South West	2006	M	0	1058
Warrnambool and South West	2006	M	1	55445
Warrnambool and South West	2011	F	0	1498
Warrnambool and South West	2011	F	1	57272
Warrnambool and South West	2011	M	0	1348
Warrnambool and South West	2011	M	1	55826
Warrnambool and South West	2016	F	0	1956
Warrnambool and South West	2016	F	1	55814
Warrnambool and South West	2016	M	0	1881
Warrnambool and South West	2016	M	1	54220
Migratory - Offshore - Shipping (Vic.)	2006	F	0	0
Migratory - Offshore - Shipping (Vic.)	2006	F	1	3
Migratory - Offshore - Shipping (Vic.)	2006	M	0	8
Migratory - Offshore - Shipping (Vic.)	2006	M	1	32
Migratory - Offshore - Shipping (Vic.)	2011	F	0	0
Migratory - Offshore - Shipping (Vic.)	2011	F	1	0
Migratory - Offshore - Shipping (Vic.)	2011	M	0	0
Migratory - Offshore - Shipping (Vic.)	2011	M	1	34
Migratory - Offshore - Shipping (Vic.)	2016	F	0	4
Migratory - Offshore - Shipping (Vic.)	2016	F	1	0
Migratory - Offshore - Shipping (Vic.)	2016	M	0	7
Migratory - Offshore - Shipping (Vic.)	2016	M	1	18
No usual address (Vic.)	2006	F	0	462
No usual address (Vic.)	2006	F	1	2089
No usual address (Vic.)	2006	M	0	600
No usual address (Vic.)	2006	M	1	2648
No usual address (Vic.)	2011	F	0	684
No usual address (Vic.)	2011	F	1	2367
No usual address (Vic.)	2011	M	0	732
No usual address (Vic.)	2011	M	1	2840
No usual address (Vic.)	2016	F	0	692
No usual address (Vic.)	2016	F	1	1835
No usual address (Vic.)	2016	M	0	698
No usual address (Vic.)	2016	M	1	2372
Brisbane - East	2006	F	0	5713
Brisbane - East	2006	F	1	88584
Brisbane - East	2006	M	0	4886
Brisbane - East	2006	M	1	84786
Brisbane - East	2011	F	0	7746
Brisbane - East	2011	F	1	96626
Brisbane - East	2011	M	0	6539
Brisbane - East	2011	M	1	93004
Brisbane - East	2016	F	0	9553
Brisbane - East	2016	F	1	99309
Brisbane - East	2016	M	0	8072
Brisbane - East	2016	M	1	96180
Brisbane - North	2006	F	0	8060
Brisbane - North	2006	F	1	78206
Brisbane - North	2006	M	0	6943
Brisbane - North	2006	M	1	72951
Brisbane - North	2011	F	0	12335
Brisbane - North	2011	F	1	81807
Brisbane - North	2011	M	0	11079
Brisbane - North	2011	M	1	77561
Brisbane - North	2016	F	0	16957
Brisbane - North	2016	F	1	84021
Brisbane - North	2016	M	0	15037
Brisbane - North	2016	M	1	80233
Brisbane - South	2006	F	0	31647
Brisbane - South	2006	F	1	108914
Brisbane - South	2006	M	0	29359
Brisbane - South	2006	M	1	104254
Brisbane - South	2011	F	0	43798
Brisbane - South	2011	F	1	109575
Brisbane - South	2011	M	0	41233
Brisbane - South	2011	M	1	105987
Brisbane - South	2016	F	0	57519
Brisbane - South	2016	F	1	107387
Brisbane - South	2016	M	0	53475
Brisbane - South	2016	M	1	105425
Brisbane - West	2006	F	0	9866
Brisbane - West	2006	F	1	69720
Brisbane - West	2006	M	0	8921
Brisbane - West	2006	M	1	65707
Brisbane - West	2011	F	0	12760
Brisbane - West	2011	F	1	71299
Brisbane - West	2011	M	0	11558
Brisbane - West	2011	M	1	68892
Brisbane - West	2016	F	0	16235
Brisbane - West	2016	F	1	71762
Brisbane - West	2016	M	0	14075
Brisbane - West	2016	M	1	69790
Brisbane Inner City	2006	F	0	12136
Brisbane Inner City	2006	F	1	82583
Brisbane Inner City	2006	M	0	10865
Brisbane Inner City	2006	M	1	79714
Brisbane Inner City	2011	F	0	17142
Brisbane Inner City	2011	F	1	88565
Brisbane Inner City	2011	M	0	16276
Brisbane Inner City	2011	M	1	87562
Brisbane Inner City	2016	F	0	23903
Brisbane Inner City	2016	F	1	92289
Brisbane Inner City	2016	M	0	21854
Brisbane Inner City	2016	M	1	92573
Cairns	2006	F	0	9140
Cairns	2006	F	1	84642
Cairns	2006	M	0	7829
Cairns	2006	M	1	85546
Cairns	2011	F	0	12197
Cairns	2011	F	1	93407
Cairns	2011	M	0	10422
Cairns	2011	M	1	93250
Cairns	2016	F	0	15051
Cairns	2016	F	1	95002
Cairns	2016	M	0	12566
Cairns	2016	M	1	95413
Darling Downs - Maranoa	2006	F	0	1225
Darling Downs - Maranoa	2006	F	1	53276
Darling Downs - Maranoa	2006	M	0	1166
Darling Downs - Maranoa	2006	M	1	54119
Darling Downs - Maranoa	2011	F	0	1764
Darling Downs - Maranoa	2011	F	1	55720
Darling Downs - Maranoa	2011	M	0	1736
Darling Downs - Maranoa	2011	M	1	56151
Darling Downs - Maranoa	2016	F	0	2329
Darling Downs - Maranoa	2016	F	1	55157
Darling Downs - Maranoa	2016	M	0	2285
Darling Downs - Maranoa	2016	M	1	55834
Central Queensland	2006	F	0	2369
Central Queensland	2006	F	1	87514
Central Queensland	2006	M	0	2485
Central Queensland	2006	M	1	89487
Central Queensland	2011	F	0	4201
Central Queensland	2011	F	1	92927
Central Queensland	2011	M	0	4299
Central Queensland	2011	M	1	95411
Central Queensland	2016	F	0	5747
Central Queensland	2016	F	1	94887
Central Queensland	2016	M	0	5737
Central Queensland	2016	M	1	96402
Gold Coast	2006	F	0	20411
Gold Coast	2006	F	1	190766
Gold Coast	2006	M	0	17709
Gold Coast	2006	M	1	183753
Gold Coast	2011	F	0	27548
Gold Coast	2011	F	1	216892
Gold Coast	2011	M	0	23700
Gold Coast	2011	M	1	207890
Gold Coast	2016	F	0	37117
Gold Coast	2016	F	1	234618
Gold Coast	2016	M	0	31698
Gold Coast	2016	M	1	224678
Ipswich	2006	F	0	13088
Ipswich	2006	F	1	102066
Ipswich	2006	M	0	12160
Ipswich	2006	M	1	100064
