SA4_NAME16	Year	Children	CoupleFamily	TotalFamilyIncome.min	families_with_children
Migratory - Offshore - Shipping (WA)	2006	2	1	33800	0
Migratory - Offshore - Shipping (WA)	2006	2	1	41600	0
Migratory - Offshore - Shipping (WA)	2006	2	1	52000	0
Migratory - Offshore - Shipping (WA)	2006	2	1	78000	0
Migratory - Offshore - Shipping (WA)	2006	2	1	104000	0
Migratory - Offshore - Shipping (WA)	2006	2	1	130000	0
Migratory - Offshore - Shipping (WA)	2006	2	1	156000	0
Migratory - Offshore - Shipping (WA)	2006	2	1	208000	0
Migratory - Offshore - Shipping (WA)	2006	3	0		0
Migratory - Offshore - Shipping (WA)	2006	3	0	-1	0
Migratory - Offshore - Shipping (WA)	2006	3	0	52	0
Migratory - Offshore - Shipping (WA)	2006	3	0	7800	0
Migratory - Offshore - Shipping (WA)	2006	3	0	15600	0
Migratory - Offshore - Shipping (WA)	2006	3	0	20800	0
Migratory - Offshore - Shipping (WA)	2006	3	0	26000	0
Migratory - Offshore - Shipping (WA)	2006	3	0	33800	0
Migratory - Offshore - Shipping (WA)	2006	3	0	41600	0
Migratory - Offshore - Shipping (WA)	2006	3	0	52000	0
Migratory - Offshore - Shipping (WA)	2006	3	0	78000	0
Migratory - Offshore - Shipping (WA)	2006	3	0	104000	0
Migratory - Offshore - Shipping (WA)	2006	3	0	130000	0
Migratory - Offshore - Shipping (WA)	2006	3	0	156000	0
Migratory - Offshore - Shipping (WA)	2006	3	0	208000	0
Migratory - Offshore - Shipping (WA)	2006	3	1		0
Migratory - Offshore - Shipping (WA)	2006	3	1	-1	0
Migratory - Offshore - Shipping (WA)	2006	3	1	52	0
Migratory - Offshore - Shipping (WA)	2006	3	1	7800	0
Migratory - Offshore - Shipping (WA)	2006	3	1	15600	0
Migratory - Offshore - Shipping (WA)	2006	3	1	20800	0
Migratory - Offshore - Shipping (WA)	2006	3	1	26000	0
Migratory - Offshore - Shipping (WA)	2006	3	1	33800	0
Migratory - Offshore - Shipping (WA)	2006	3	1	41600	0
Migratory - Offshore - Shipping (WA)	2006	3	1	52000	0
Migratory - Offshore - Shipping (WA)	2006	3	1	78000	0
Migratory - Offshore - Shipping (WA)	2006	3	1	104000	0
Migratory - Offshore - Shipping (WA)	2006	3	1	130000	0
Migratory - Offshore - Shipping (WA)	2006	3	1	156000	0
Migratory - Offshore - Shipping (WA)	2006	3	1	208000	0
Migratory - Offshore - Shipping (WA)	2006	4	0		0
Migratory - Offshore - Shipping (WA)	2006	4	0	-1	0
Migratory - Offshore - Shipping (WA)	2006	4	0	52	0
Migratory - Offshore - Shipping (WA)	2006	4	0	7800	0
Migratory - Offshore - Shipping (WA)	2006	4	0	15600	0
Migratory - Offshore - Shipping (WA)	2006	4	0	20800	0
Migratory - Offshore - Shipping (WA)	2006	4	0	26000	0
Migratory - Offshore - Shipping (WA)	2006	4	0	33800	0
Migratory - Offshore - Shipping (WA)	2006	4	0	41600	0
Migratory - Offshore - Shipping (WA)	2006	4	0	52000	0
Migratory - Offshore - Shipping (WA)	2006	4	0	78000	0
Migratory - Offshore - Shipping (WA)	2006	4	0	104000	0
Migratory - Offshore - Shipping (WA)	2006	4	0	130000	0
Migratory - Offshore - Shipping (WA)	2006	4	0	156000	0
Migratory - Offshore - Shipping (WA)	2006	4	0	208000	0
Migratory - Offshore - Shipping (WA)	2006	4	1		0
Migratory - Offshore - Shipping (WA)	2006	4	1	-1	0
Migratory - Offshore - Shipping (WA)	2006	4	1	52	0
Migratory - Offshore - Shipping (WA)	2006	4	1	7800	0
Migratory - Offshore - Shipping (WA)	2006	4	1	15600	0
Migratory - Offshore - Shipping (WA)	2006	4	1	20800	0
Migratory - Offshore - Shipping (WA)	2006	4	1	26000	0
Migratory - Offshore - Shipping (WA)	2006	4	1	33800	0
Migratory - Offshore - Shipping (WA)	2006	4	1	41600	0
Migratory - Offshore - Shipping (WA)	2006	4	1	52000	0
Migratory - Offshore - Shipping (WA)	2006	4	1	78000	0
Migratory - Offshore - Shipping (WA)	2006	4	1	104000	0
Migratory - Offshore - Shipping (WA)	2006	4	1	130000	0
Migratory - Offshore - Shipping (WA)	2006	4	1	156000	0
Migratory - Offshore - Shipping (WA)	2006	4	1	208000	0
Migratory - Offshore - Shipping (WA)	2011	1	0		0
Migratory - Offshore - Shipping (WA)	2011	1	0	-1	0
Migratory - Offshore - Shipping (WA)	2011	1	0	52	0
Migratory - Offshore - Shipping (WA)	2011	1	0	7800	0
Migratory - Offshore - Shipping (WA)	2011	1	0	15600	0
Migratory - Offshore - Shipping (WA)	2011	1	0	20800	0
Migratory - Offshore - Shipping (WA)	2011	1	0	26000	0
Migratory - Offshore - Shipping (WA)	2011	1	0	33800	0
Migratory - Offshore - Shipping (WA)	2011	1	0	41600	0
Migratory - Offshore - Shipping (WA)	2011	1	0	52000	0
Migratory - Offshore - Shipping (WA)	2011	1	0	78000	0
Migratory - Offshore - Shipping (WA)	2011	1	0	104000	0
Migratory - Offshore - Shipping (WA)	2011	1	0	130000	0
Migratory - Offshore - Shipping (WA)	2011	1	0	156000	0
Migratory - Offshore - Shipping (WA)	2011	1	0	208000	0
Migratory - Offshore - Shipping (WA)	2011	1	1		0
Migratory - Offshore - Shipping (WA)	2011	1	1	-1	0
Migratory - Offshore - Shipping (WA)	2011	1	1	52	0
Migratory - Offshore - Shipping (WA)	2011	1	1	7800	0
Migratory - Offshore - Shipping (WA)	2011	1	1	15600	0
Migratory - Offshore - Shipping (WA)	2011	1	1	20800	0
Migratory - Offshore - Shipping (WA)	2011	1	1	26000	0
Migratory - Offshore - Shipping (WA)	2011	1	1	33800	0
Migratory - Offshore - Shipping (WA)	2011	1	1	41600	0
Migratory - Offshore - Shipping (WA)	2011	1	1	52000	0
Migratory - Offshore - Shipping (WA)	2011	1	1	78000	0
Migratory - Offshore - Shipping (WA)	2011	1	1	104000	0
Migratory - Offshore - Shipping (WA)	2011	1	1	130000	0
Migratory - Offshore - Shipping (WA)	2011	1	1	156000	0
Migratory - Offshore - Shipping (WA)	2011	1	1	208000	0
Migratory - Offshore - Shipping (WA)	2011	2	0		0
Migratory - Offshore - Shipping (WA)	2011	2	0	-1	0
Migratory - Offshore - Shipping (WA)	2011	2	0	52	0
Migratory - Offshore - Shipping (WA)	2011	2	0	7800	0
Migratory - Offshore - Shipping (WA)	2011	2	0	15600	0
Migratory - Offshore - Shipping (WA)	2011	2	0	20800	0
Migratory - Offshore - Shipping (WA)	2011	2	0	26000	0
Migratory - Offshore - Shipping (WA)	2011	2	0	33800	0
Migratory - Offshore - Shipping (WA)	2011	2	0	41600	0
Migratory - Offshore - Shipping (WA)	2011	2	0	52000	0
Migratory - Offshore - Shipping (WA)	2011	2	0	78000	0
Migratory - Offshore - Shipping (WA)	2011	2	0	104000	0
Migratory - Offshore - Shipping (WA)	2011	2	0	130000	0
Migratory - Offshore - Shipping (WA)	2011	2	0	156000	0
Migratory - Offshore - Shipping (WA)	2011	2	0	208000	0
Migratory - Offshore - Shipping (WA)	2011	2	1		0
Migratory - Offshore - Shipping (WA)	2011	2	1	-1	0
Migratory - Offshore - Shipping (WA)	2011	2	1	52	0
Migratory - Offshore - Shipping (WA)	2011	2	1	7800	0
Migratory - Offshore - Shipping (WA)	2011	2	1	15600	0
Migratory - Offshore - Shipping (WA)	2011	2	1	20800	0
Migratory - Offshore - Shipping (WA)	2011	2	1	26000	0
Migratory - Offshore - Shipping (WA)	2011	2	1	33800	0
Migratory - Offshore - Shipping (WA)	2011	2	1	41600	0
Migratory - Offshore - Shipping (WA)	2011	2	1	52000	0
Migratory - Offshore - Shipping (WA)	2011	2	1	78000	0
Migratory - Offshore - Shipping (WA)	2011	2	1	104000	0
Migratory - Offshore - Shipping (WA)	2011	2	1	130000	0
Migratory - Offshore - Shipping (WA)	2011	2	1	156000	0
Migratory - Offshore - Shipping (WA)	2011	2	1	208000	0
Migratory - Offshore - Shipping (WA)	2011	3	0		0
Migratory - Offshore - Shipping (WA)	2011	3	0	-1	0
Migratory - Offshore - Shipping (WA)	2011	3	0	52	0
Migratory - Offshore - Shipping (WA)	2011	3	0	7800	0
Migratory - Offshore - Shipping (WA)	2011	3	0	15600	0
Migratory - Offshore - Shipping (WA)	2011	3	0	20800	0
Migratory - Offshore - Shipping (WA)	2011	3	0	26000	0
Migratory - Offshore - Shipping (WA)	2011	3	0	33800	0
Migratory - Offshore - Shipping (WA)	2011	3	0	41600	0
Migratory - Offshore - Shipping (WA)	2011	3	0	52000	0
Migratory - Offshore - Shipping (WA)	2011	3	0	78000	0
Migratory - Offshore - Shipping (WA)	2011	3	0	104000	0
Migratory - Offshore - Shipping (WA)	2011	3	0	130000	0
Migratory - Offshore - Shipping (WA)	2011	3	0	156000	0
Migratory - Offshore - Shipping (WA)	2011	3	0	208000	0
Migratory - Offshore - Shipping (WA)	2011	3	1		0
Migratory - Offshore - Shipping (WA)	2011	3	1	-1	0
Migratory - Offshore - Shipping (WA)	2011	3	1	52	0
Migratory - Offshore - Shipping (WA)	2011	3	1	7800	0
Migratory - Offshore - Shipping (WA)	2011	3	1	15600	0
Migratory - Offshore - Shipping (WA)	2011	3	1	20800	0
Migratory - Offshore - Shipping (WA)	2011	3	1	26000	0
Migratory - Offshore - Shipping (WA)	2011	3	1	33800	0
Migratory - Offshore - Shipping (WA)	2011	3	1	41600	0
Migratory - Offshore - Shipping (WA)	2011	3	1	52000	0
Migratory - Offshore - Shipping (WA)	2011	3	1	78000	0
Migratory - Offshore - Shipping (WA)	2011	3	1	104000	0
Migratory - Offshore - Shipping (WA)	2011	3	1	130000	0
Migratory - Offshore - Shipping (WA)	2011	3	1	156000	0
Migratory - Offshore - Shipping (WA)	2011	3	1	208000	0
Migratory - Offshore - Shipping (WA)	2011	4	0		0
Migratory - Offshore - Shipping (WA)	2011	4	0	-1	0
Migratory - Offshore - Shipping (WA)	2011	4	0	52	0
Migratory - Offshore - Shipping (WA)	2011	4	0	7800	0
Migratory - Offshore - Shipping (WA)	2011	4	0	15600	0
Migratory - Offshore - Shipping (WA)	2011	4	0	20800	0
Migratory - Offshore - Shipping (WA)	2011	4	0	26000	0
Migratory - Offshore - Shipping (WA)	2011	4	0	33800	0
Migratory - Offshore - Shipping (WA)	2011	4	0	41600	0
Migratory - Offshore - Shipping (WA)	2011	4	0	52000	0
Migratory - Offshore - Shipping (WA)	2011	4	0	78000	0
Migratory - Offshore - Shipping (WA)	2011	4	0	104000	0
Migratory - Offshore - Shipping (WA)	2011	4	0	130000	0
Migratory - Offshore - Shipping (WA)	2011	4	0	156000	0
Migratory - Offshore - Shipping (WA)	2011	4	0	208000	0
Migratory - Offshore - Shipping (WA)	2011	4	1		0
Migratory - Offshore - Shipping (WA)	2011	4	1	-1	0
Migratory - Offshore - Shipping (WA)	2011	4	1	52	0
Migratory - Offshore - Shipping (WA)	2011	4	1	7800	0
Migratory - Offshore - Shipping (WA)	2011	4	1	15600	0
Migratory - Offshore - Shipping (WA)	2011	4	1	20800	0
Migratory - Offshore - Shipping (WA)	2011	4	1	26000	0
Migratory - Offshore - Shipping (WA)	2011	4	1	33800	0
Migratory - Offshore - Shipping (WA)	2011	4	1	41600	0
Migratory - Offshore - Shipping (WA)	2011	4	1	52000	0
Migratory - Offshore - Shipping (WA)	2011	4	1	78000	0
Migratory - Offshore - Shipping (WA)	2011	4	1	104000	0
Migratory - Offshore - Shipping (WA)	2011	4	1	130000	0
Migratory - Offshore - Shipping (WA)	2011	4	1	156000	0
Migratory - Offshore - Shipping (WA)	2011	4	1	208000	0
Migratory - Offshore - Shipping (WA)	2016	1	0		0
Migratory - Offshore - Shipping (WA)	2016	1	0	-1	0
Migratory - Offshore - Shipping (WA)	2016	1	0	52	0
Migratory - Offshore - Shipping (WA)	2016	1	0	7800	0
Migratory - Offshore - Shipping (WA)	2016	1	0	15600	0
Migratory - Offshore - Shipping (WA)	2016	1	0	20800	0
Migratory - Offshore - Shipping (WA)	2016	1	0	26000	0
Migratory - Offshore - Shipping (WA)	2016	1	0	33800	0
Migratory - Offshore - Shipping (WA)	2016	1	0	41600	0
Migratory - Offshore - Shipping (WA)	2016	1	0	52000	0
Migratory - Offshore - Shipping (WA)	2016	1	0	78000	0
Migratory - Offshore - Shipping (WA)	2016	1	0	104000	0
Migratory - Offshore - Shipping (WA)	2016	1	0	130000	0
Migratory - Offshore - Shipping (WA)	2016	1	0	156000	0
Migratory - Offshore - Shipping (WA)	2016	1	0	208000	0
Migratory - Offshore - Shipping (WA)	2016	1	1		0
Migratory - Offshore - Shipping (WA)	2016	1	1	-1	0
Migratory - Offshore - Shipping (WA)	2016	1	1	52	0
Migratory - Offshore - Shipping (WA)	2016	1	1	7800	0
Migratory - Offshore - Shipping (WA)	2016	1	1	15600	0
Migratory - Offshore - Shipping (WA)	2016	1	1	20800	0
Migratory - Offshore - Shipping (WA)	2016	1	1	26000	0
Migratory - Offshore - Shipping (WA)	2016	1	1	33800	0
Migratory - Offshore - Shipping (WA)	2016	1	1	41600	0
Migratory - Offshore - Shipping (WA)	2016	1	1	52000	0
Migratory - Offshore - Shipping (WA)	2016	1	1	78000	0
Migratory - Offshore - Shipping (WA)	2016	1	1	104000	0
Migratory - Offshore - Shipping (WA)	2016	1	1	130000	0
Migratory - Offshore - Shipping (WA)	2016	1	1	156000	0
Migratory - Offshore - Shipping (WA)	2016	1	1	208000	0
Migratory - Offshore - Shipping (WA)	2016	2	0		0
Migratory - Offshore - Shipping (WA)	2016	2	0	-1	0
Migratory - Offshore - Shipping (WA)	2016	2	0	52	0
Migratory - Offshore - Shipping (WA)	2016	2	0	7800	0
Migratory - Offshore - Shipping (WA)	2016	2	0	15600	0
Migratory - Offshore - Shipping (WA)	2016	2	0	20800	0
Migratory - Offshore - Shipping (WA)	2016	2	0	26000	0
Migratory - Offshore - Shipping (WA)	2016	2	0	33800	0
Migratory - Offshore - Shipping (WA)	2016	2	0	41600	0
Migratory - Offshore - Shipping (WA)	2016	2	0	52000	0
Migratory - Offshore - Shipping (WA)	2016	2	0	78000	0
Migratory - Offshore - Shipping (WA)	2016	2	0	104000	0
Migratory - Offshore - Shipping (WA)	2016	2	0	130000	0
Migratory - Offshore - Shipping (WA)	2016	2	0	156000	0
Migratory - Offshore - Shipping (WA)	2016	2	0	208000	0
Migratory - Offshore - Shipping (WA)	2016	2	1		0
Migratory - Offshore - Shipping (WA)	2016	2	1	-1	0
Migratory - Offshore - Shipping (WA)	2016	2	1	52	0
Migratory - Offshore - Shipping (WA)	2016	2	1	7800	0
Migratory - Offshore - Shipping (WA)	2016	2	1	15600	0
Migratory - Offshore - Shipping (WA)	2016	2	1	20800	0
Migratory - Offshore - Shipping (WA)	2016	2	1	26000	0
Migratory - Offshore - Shipping (WA)	2016	2	1	33800	0
Migratory - Offshore - Shipping (WA)	2016	2	1	41600	0
Migratory - Offshore - Shipping (WA)	2016	2	1	52000	0
Migratory - Offshore - Shipping (WA)	2016	2	1	78000	0
Migratory - Offshore - Shipping (WA)	2016	2	1	104000	0
Migratory - Offshore - Shipping (WA)	2016	2	1	130000	0
Migratory - Offshore - Shipping (WA)	2016	2	1	156000	0
Migratory - Offshore - Shipping (WA)	2016	2	1	208000	0
Migratory - Offshore - Shipping (WA)	2016	3	0		0
Migratory - Offshore - Shipping (WA)	2016	3	0	-1	0
Migratory - Offshore - Shipping (WA)	2016	3	0	52	0
Migratory - Offshore - Shipping (WA)	2016	3	0	7800	0
Migratory - Offshore - Shipping (WA)	2016	3	0	15600	0
Migratory - Offshore - Shipping (WA)	2016	3	0	20800	0
Migratory - Offshore - Shipping (WA)	2016	3	0	26000	0
Migratory - Offshore - Shipping (WA)	2016	3	0	33800	0
Migratory - Offshore - Shipping (WA)	2016	3	0	41600	0
Migratory - Offshore - Shipping (WA)	2016	3	0	52000	0
Migratory - Offshore - Shipping (WA)	2016	3	0	78000	0
Migratory - Offshore - Shipping (WA)	2016	3	0	104000	0
Migratory - Offshore - Shipping (WA)	2016	3	0	130000	0
Migratory - Offshore - Shipping (WA)	2016	3	0	156000	0
Migratory - Offshore - Shipping (WA)	2016	3	0	208000	0
Migratory - Offshore - Shipping (WA)	2016	3	1		0
Migratory - Offshore - Shipping (WA)	2016	3	1	-1	0
Migratory - Offshore - Shipping (WA)	2016	3	1	52	0
Migratory - Offshore - Shipping (WA)	2016	3	1	7800	0
Migratory - Offshore - Shipping (WA)	2016	3	1	15600	0
Migratory - Offshore - Shipping (WA)	2016	3	1	20800	0
Migratory - Offshore - Shipping (WA)	2016	3	1	26000	0
Migratory - Offshore - Shipping (WA)	2016	3	1	33800	0
Migratory - Offshore - Shipping (WA)	2016	3	1	41600	0
Migratory - Offshore - Shipping (WA)	2016	3	1	52000	0
Migratory - Offshore - Shipping (WA)	2016	3	1	78000	0
Migratory - Offshore - Shipping (WA)	2016	3	1	104000	0
Migratory - Offshore - Shipping (WA)	2016	3	1	130000	0
Migratory - Offshore - Shipping (WA)	2016	3	1	156000	0
Migratory - Offshore - Shipping (WA)	2016	3	1	208000	0
Migratory - Offshore - Shipping (WA)	2016	4	0		0
Migratory - Offshore - Shipping (WA)	2016	4	0	-1	0
Migratory - Offshore - Shipping (WA)	2016	4	0	52	0
Migratory - Offshore - Shipping (WA)	2016	4	0	7800	0
Migratory - Offshore - Shipping (WA)	2016	4	0	15600	0
Migratory - Offshore - Shipping (WA)	2016	4	0	20800	0
Migratory - Offshore - Shipping (WA)	2016	4	0	26000	0
Migratory - Offshore - Shipping (WA)	2016	4	0	33800	0
Migratory - Offshore - Shipping (WA)	2016	4	0	41600	0
Migratory - Offshore - Shipping (WA)	2016	4	0	52000	0
Migratory - Offshore - Shipping (WA)	2016	4	0	78000	0
Migratory - Offshore - Shipping (WA)	2016	4	0	104000	0
Migratory - Offshore - Shipping (WA)	2016	4	0	130000	0
Migratory - Offshore - Shipping (WA)	2016	4	0	156000	0
Migratory - Offshore - Shipping (WA)	2016	4	0	208000	0
Migratory - Offshore - Shipping (WA)	2016	4	1		0
Migratory - Offshore - Shipping (WA)	2016	4	1	-1	0
Migratory - Offshore - Shipping (WA)	2016	4	1	52	0
Migratory - Offshore - Shipping (WA)	2016	4	1	7800	0
Migratory - Offshore - Shipping (WA)	2016	4	1	15600	0
Migratory - Offshore - Shipping (WA)	2016	4	1	20800	0
Migratory - Offshore - Shipping (WA)	2016	4	1	26000	0
Migratory - Offshore - Shipping (WA)	2016	4	1	33800	0
Migratory - Offshore - Shipping (WA)	2016	4	1	41600	0
Migratory - Offshore - Shipping (WA)	2016	4	1	52000	0
Migratory - Offshore - Shipping (WA)	2016	4	1	78000	0
Migratory - Offshore - Shipping (WA)	2016	4	1	104000	0
Migratory - Offshore - Shipping (WA)	2016	4	1	130000	0
Migratory - Offshore - Shipping (WA)	2016	4	1	156000	0
Migratory - Offshore - Shipping (WA)	2016	4	1	208000	0
No usual address (WA)	2006	1	0		0
No usual address (WA)	2006	1	0	-1	0
No usual address (WA)	2006	1	0	52	0
No usual address (WA)	2006	1	0	7800	0
No usual address (WA)	2006	1	0	15600	0
No usual address (WA)	2006	1	0	20800	0
No usual address (WA)	2006	1	0	26000	0
No usual address (WA)	2006	1	0	33800	0
No usual address (WA)	2006	1	0	41600	0
No usual address (WA)	2006	1	0	52000	0
No usual address (WA)	2006	1	0	78000	0
No usual address (WA)	2006	1	0	104000	0
No usual address (WA)	2006	1	0	130000	0
No usual address (WA)	2006	1	0	156000	0
No usual address (WA)	2006	1	0	208000	0
No usual address (WA)	2006	1	1		0
No usual address (WA)	2006	1	1	-1	0
No usual address (WA)	2006	1	1	52	0
No usual address (WA)	2006	1	1	7800	0
No usual address (WA)	2006	1	1	15600	0
No usual address (WA)	2006	1	1	20800	0
No usual address (WA)	2006	1	1	26000	0
No usual address (WA)	2006	1	1	33800	0
No usual address (WA)	2006	1	1	41600	0
No usual address (WA)	2006	1	1	52000	0
No usual address (WA)	2006	1	1	78000	0
No usual address (WA)	2006	1	1	104000	0
No usual address (WA)	2006	1	1	130000	0
No usual address (WA)	2006	1	1	156000	0
No usual address (WA)	2006	1	1	208000	0
No usual address (WA)	2006	2	0		0
No usual address (WA)	2006	2	0	-1	0
No usual address (WA)	2006	2	0	52	0
No usual address (WA)	2006	2	0	7800	0
No usual address (WA)	2006	2	0	15600	0
No usual address (WA)	2006	2	0	20800	0
No usual address (WA)	2006	2	0	26000	0
No usual address (WA)	2006	2	0	33800	0
No usual address (WA)	2006	2	0	41600	0
No usual address (WA)	2006	2	0	52000	0
No usual address (WA)	2006	2	0	78000	0
No usual address (WA)	2006	2	0	104000	0
No usual address (WA)	2006	2	0	130000	0
No usual address (WA)	2006	2	0	156000	0
No usual address (WA)	2006	2	0	208000	0
No usual address (WA)	2006	2	1		0
No usual address (WA)	2006	2	1	-1	0
No usual address (WA)	2006	2	1	52	0
No usual address (WA)	2006	2	1	7800	0
No usual address (WA)	2006	2	1	15600	0
No usual address (WA)	2006	2	1	20800	0
No usual address (WA)	2006	2	1	26000	0
No usual address (WA)	2006	2	1	33800	0
No usual address (WA)	2006	2	1	41600	0
No usual address (WA)	2006	2	1	52000	0
No usual address (WA)	2006	2	1	78000	0
No usual address (WA)	2006	2	1	104000	0
No usual address (WA)	2006	2	1	130000	0
No usual address (WA)	2006	2	1	156000	0
No usual address (WA)	2006	2	1	208000	0
No usual address (WA)	2006	3	0		0
No usual address (WA)	2006	3	0	-1	0
No usual address (WA)	2006	3	0	52	0
No usual address (WA)	2006	3	0	7800	0
No usual address (WA)	2006	3	0	15600	0
No usual address (WA)	2006	3	0	20800	0
No usual address (WA)	2006	3	0	26000	0
No usual address (WA)	2006	3	0	33800	0
No usual address (WA)	2006	3	0	41600	0
No usual address (WA)	2006	3	0	52000	0
No usual address (WA)	2006	3	0	78000	0
No usual address (WA)	2006	3	0	104000	0
No usual address (WA)	2006	3	0	130000	0
No usual address (WA)	2006	3	0	156000	0
No usual address (WA)	2006	3	0	208000	0
No usual address (WA)	2006	3	1		0
No usual address (WA)	2006	3	1	-1	0
No usual address (WA)	2006	3	1	52	0
No usual address (WA)	2006	3	1	7800	0
No usual address (WA)	2006	3	1	15600	0
No usual address (WA)	2006	3	1	20800	0
No usual address (WA)	2006	3	1	26000	0
No usual address (WA)	2006	3	1	33800	0
No usual address (WA)	2006	3	1	41600	0
No usual address (WA)	2006	3	1	52000	0
No usual address (WA)	2006	3	1	78000	0
No usual address (WA)	2006	3	1	104000	0
No usual address (WA)	2006	3	1	130000	0
No usual address (WA)	2006	3	1	156000	0
No usual address (WA)	2006	3	1	208000	0
No usual address (WA)	2006	4	0		0
No usual address (WA)	2006	4	0	-1	0
No usual address (WA)	2006	4	0	52	0
No usual address (WA)	2006	4	0	7800	0
No usual address (WA)	2006	4	0	15600	0
No usual address (WA)	2006	4	0	20800	0
No usual address (WA)	2006	4	0	26000	0
No usual address (WA)	2006	4	0	33800	0
No usual address (WA)	2006	4	0	41600	0
No usual address (WA)	2006	4	0	52000	0
No usual address (WA)	2006	4	0	78000	0
No usual address (WA)	2006	4	0	104000	0
No usual address (WA)	2006	4	0	130000	0
No usual address (WA)	2006	4	0	156000	0
No usual address (WA)	2006	4	0	208000	0
No usual address (WA)	2006	4	1		0
No usual address (WA)	2006	4	1	-1	0
No usual address (WA)	2006	4	1	52	0
No usual address (WA)	2006	4	1	7800	0
No usual address (WA)	2006	4	1	15600	0
No usual address (WA)	2006	4	1	20800	0
No usual address (WA)	2006	4	1	26000	0
No usual address (WA)	2006	4	1	33800	0
No usual address (WA)	2006	4	1	41600	0
No usual address (WA)	2006	4	1	52000	0
No usual address (WA)	2006	4	1	78000	0
No usual address (WA)	2006	4	1	104000	0
No usual address (WA)	2006	4	1	130000	0
No usual address (WA)	2006	4	1	156000	0
No usual address (WA)	2006	4	1	208000	0
No usual address (WA)	2011	1	0		0
No usual address (WA)	2011	1	0	-1	0
No usual address (WA)	2011	1	0	52	0
No usual address (WA)	2011	1	0	7800	0
No usual address (WA)	2011	1	0	15600	0
No usual address (WA)	2011	1	0	20800	0
No usual address (WA)	2011	1	0	26000	0
No usual address (WA)	2011	1	0	33800	0
No usual address (WA)	2011	1	0	41600	0
No usual address (WA)	2011	1	0	52000	0
No usual address (WA)	2011	1	0	78000	0
No usual address (WA)	2011	1	0	104000	0
No usual address (WA)	2011	1	0	130000	0
No usual address (WA)	2011	1	0	156000	0
No usual address (WA)	2011	1	0	208000	0
No usual address (WA)	2011	1	1		0
No usual address (WA)	2011	1	1	-1	0
No usual address (WA)	2011	1	1	52	0
No usual address (WA)	2011	1	1	7800	0
No usual address (WA)	2011	1	1	15600	0
No usual address (WA)	2011	1	1	20800	0
No usual address (WA)	2011	1	1	26000	0
No usual address (WA)	2011	1	1	33800	0
No usual address (WA)	2011	1	1	41600	0
No usual address (WA)	2011	1	1	52000	0
No usual address (WA)	2011	1	1	78000	0
No usual address (WA)	2011	1	1	104000	0
No usual address (WA)	2011	1	1	130000	0
No usual address (WA)	2011	1	1	156000	0
No usual address (WA)	2011	1	1	208000	0
No usual address (WA)	2011	2	0		0
No usual address (WA)	2011	2	0	-1	0
No usual address (WA)	2011	2	0	52	0
No usual address (WA)	2011	2	0	7800	0
No usual address (WA)	2011	2	0	15600	0
No usual address (WA)	2011	2	0	20800	0
No usual address (WA)	2011	2	0	26000	0
No usual address (WA)	2011	2	0	33800	0
No usual address (WA)	2011	2	0	41600	0
No usual address (WA)	2011	2	0	52000	0
No usual address (WA)	2011	2	0	78000	0
No usual address (WA)	2011	2	0	104000	0
No usual address (WA)	2011	2	0	130000	0
No usual address (WA)	2011	2	0	156000	0
No usual address (WA)	2011	2	0	208000	0
No usual address (WA)	2011	2	1		0
No usual address (WA)	2011	2	1	-1	0
No usual address (WA)	2011	2	1	52	0
No usual address (WA)	2011	2	1	7800	0
No usual address (WA)	2011	2	1	15600	0
No usual address (WA)	2011	2	1	20800	0
No usual address (WA)	2011	2	1	26000	0
No usual address (WA)	2011	2	1	33800	0
No usual address (WA)	2011	2	1	41600	0
No usual address (WA)	2011	2	1	52000	0
No usual address (WA)	2011	2	1	78000	0
No usual address (WA)	2011	2	1	104000	0
No usual address (WA)	2011	2	1	130000	0
No usual address (WA)	2011	2	1	156000	0
No usual address (WA)	2011	2	1	208000	0
No usual address (WA)	2011	3	0		0
No usual address (WA)	2011	3	0	-1	0
No usual address (WA)	2011	3	0	52	0
No usual address (WA)	2011	3	0	7800	0
No usual address (WA)	2011	3	0	15600	0
No usual address (WA)	2011	3	0	20800	0
No usual address (WA)	2011	3	0	26000	0
No usual address (WA)	2011	3	0	33800	0
No usual address (WA)	2011	3	0	41600	0
No usual address (WA)	2011	3	0	52000	0
No usual address (WA)	2011	3	0	78000	0
No usual address (WA)	2011	3	0	104000	0
No usual address (WA)	2011	3	0	130000	0
No usual address (WA)	2011	3	0	156000	0
No usual address (WA)	2011	3	0	208000	0
No usual address (WA)	2011	3	1		0
No usual address (WA)	2011	3	1	-1	0
No usual address (WA)	2011	3	1	52	0
No usual address (WA)	2011	3	1	7800	0
No usual address (WA)	2011	3	1	15600	0
No usual address (WA)	2011	3	1	20800	0
No usual address (WA)	2011	3	1	26000	0
No usual address (WA)	2011	3	1	33800	0
No usual address (WA)	2011	3	1	41600	0
No usual address (WA)	2011	3	1	52000	0
No usual address (WA)	2011	3	1	78000	0
No usual address (WA)	2011	3	1	104000	0
No usual address (WA)	2011	3	1	130000	0
No usual address (WA)	2011	3	1	156000	0
No usual address (WA)	2011	3	1	208000	0
No usual address (WA)	2011	4	0		0
No usual address (WA)	2011	4	0	-1	0
No usual address (WA)	2011	4	0	52	0
No usual address (WA)	2011	4	0	7800	0
No usual address (WA)	2011	4	0	15600	0
No usual address (WA)	2011	4	0	20800	0
