SA4_NAME16	Year	NonSchoolQualification	persons
Coffs Harbour - Grafton	2006	Certificate III and IV Level	17069
Coffs Harbour - Grafton	2006	Advanced Diploma and Diploma	6275
Coffs Harbour - Grafton	2006	Bachelor	7150
Coffs Harbour - Grafton	2006	Graduate Diploma and Graduate Certificate	1104
Coffs Harbour - Grafton	2006	Postgraduate	1041
Coffs Harbour - Grafton	2011		86891
Coffs Harbour - Grafton	2011	Certificate nfd	2123
Coffs Harbour - Grafton	2011	Certificate I and II Level	1776
Coffs Harbour - Grafton	2011	Certificate III and IV Level	20388
Coffs Harbour - Grafton	2011	Advanced Diploma and Diploma	7386
Coffs Harbour - Grafton	2011	Bachelor	9190
Coffs Harbour - Grafton	2011	Graduate Diploma and Graduate Certificate	1294
Coffs Harbour - Grafton	2011	Postgraduate	1554
Coffs Harbour - Grafton	2016		84758
Coffs Harbour - Grafton	2016	Certificate nfd	2952
Coffs Harbour - Grafton	2016	Certificate I and II Level	1842
Coffs Harbour - Grafton	2016	Certificate III and IV Level	22352
Coffs Harbour - Grafton	2016	Advanced Diploma and Diploma	9418
Coffs Harbour - Grafton	2016	Bachelor	11166
Coffs Harbour - Grafton	2016	Graduate Diploma and Graduate Certificate	1664
Coffs Harbour - Grafton	2016	Postgraduate	2136
Far West and Orana	2006		87856
Far West and Orana	2006	Certificate nfd	1344
Far West and Orana	2006	Certificate I and II Level	1278
Far West and Orana	2006	Certificate III and IV Level	13016
Far West and Orana	2006	Advanced Diploma and Diploma	4015
Far West and Orana	2006	Bachelor	5546
Far West and Orana	2006	Graduate Diploma and Graduate Certificate	783
Far West and Orana	2006	Postgraduate	647
Far West and Orana	2011		82639
Far West and Orana	2011	Certificate nfd	1412
Far West and Orana	2011	Certificate I and II Level	1426
Far West and Orana	2011	Certificate III and IV Level	15222
Far West and Orana	2011	Advanced Diploma and Diploma	4631
Far West and Orana	2011	Bachelor	6505
Far West and Orana	2011	Graduate Diploma and Graduate Certificate	855
Far West and Orana	2011	Postgraduate	899
Far West and Orana	2016		78196
Far West and Orana	2016	Certificate nfd	1827
Far West and Orana	2016	Certificate I and II Level	1431
Far West and Orana	2016	Certificate III and IV Level	16601
Far West and Orana	2016	Advanced Diploma and Diploma	5777
Far West and Orana	2016	Bachelor	7546
Far West and Orana	2016	Graduate Diploma and Graduate Certificate	1032
Far West and Orana	2016	Postgraduate	1369
Hunter Valley exc Newcastle	2006		161459
Hunter Valley exc Newcastle	2006	Certificate nfd	3399
Hunter Valley exc Newcastle	2006	Certificate I and II Level	2749
Hunter Valley exc Newcastle	2006	Certificate III and IV Level	33738
Hunter Valley exc Newcastle	2006	Advanced Diploma and Diploma	10582
Hunter Valley exc Newcastle	2006	Bachelor	10813
Hunter Valley exc Newcastle	2006	Graduate Diploma and Graduate Certificate	1437
Hunter Valley exc Newcastle	2006	Postgraduate	1576
Hunter Valley exc Newcastle	2011		164287
Hunter Valley exc Newcastle	2011	Certificate nfd	3530
Hunter Valley exc Newcastle	2011	Certificate I and II Level	3080
Hunter Valley exc Newcastle	2011	Certificate III and IV Level	41265
Hunter Valley exc Newcastle	2011	Advanced Diploma and Diploma	13055
Hunter Valley exc Newcastle	2011	Bachelor	13888
Hunter Valley exc Newcastle	2011	Graduate Diploma and Graduate Certificate	1764
Hunter Valley exc Newcastle	2011	Postgraduate	2378
Hunter Valley exc Newcastle	2016		167769
Hunter Valley exc Newcastle	2016	Certificate nfd	4992
Hunter Valley exc Newcastle	2016	Certificate I and II Level	3375
Hunter Valley exc Newcastle	2016	Certificate III and IV Level	48274
Hunter Valley exc Newcastle	2016	Advanced Diploma and Diploma	16715
Hunter Valley exc Newcastle	2016	Bachelor	16544
Hunter Valley exc Newcastle	2016	Graduate Diploma and Graduate Certificate	2271
Hunter Valley exc Newcastle	2016	Postgraduate	3476
Illawarra	2006		178866
Illawarra	2006	Certificate nfd	4540
Illawarra	2006	Certificate I and II Level	2945
Illawarra	2006	Certificate III and IV Level	36003
Illawarra	2006	Advanced Diploma and Diploma	14653
Illawarra	2006	Bachelor	18870
Illawarra	2006	Graduate Diploma and Graduate Certificate	2513
Illawarra	2006	Postgraduate	5147
Illawarra	2011		175326
Illawarra	2011	Certificate nfd	4340
Illawarra	2011	Certificate I and II Level	3090
Illawarra	2011	Certificate III and IV Level	41592
Illawarra	2011	Advanced Diploma and Diploma	17715
Illawarra	2011	Bachelor	23429
Illawarra	2011	Graduate Diploma and Graduate Certificate	3226
Illawarra	2011	Postgraduate	7265
Illawarra	2016		173020
Illawarra	2016	Certificate nfd	6021
Illawarra	2016	Certificate I and II Level	3084
Illawarra	2016	Certificate III and IV Level	46264
Illawarra	2016	Advanced Diploma and Diploma	21770
Illawarra	2016	Bachelor	29182
Illawarra	2016	Graduate Diploma and Graduate Certificate	4276
Illawarra	2016	Postgraduate	9877
Mid North Coast	2006		138605
Mid North Coast	2006	Certificate nfd	3041
Mid North Coast	2006	Certificate I and II Level	2333
Mid North Coast	2006	Certificate III and IV Level	27507
Mid North Coast	2006	Advanced Diploma and Diploma	9326
Mid North Coast	2006	Bachelor	9233
Mid North Coast	2006	Graduate Diploma and Graduate Certificate	1450
Mid North Coast	2006	Postgraduate	1234
Mid North Coast	2011		135916
Mid North Coast	2011	Certificate nfd	3378
Mid North Coast	2011	Certificate I and II Level	2671
Mid North Coast	2011	Certificate III and IV Level	32344
Mid North Coast	2011	Advanced Diploma and Diploma	11443
Mid North Coast	2011	Bachelor	11723
Mid North Coast	2011	Graduate Diploma and Graduate Certificate	1783
Mid North Coast	2011	Postgraduate	1852
Mid North Coast	2016		134386
Mid North Coast	2016	Certificate nfd	5004
Mid North Coast	2016	Certificate I and II Level	2871
Mid North Coast	2016	Certificate III and IV Level	36226
Mid North Coast	2016	Advanced Diploma and Diploma	14254
Mid North Coast	2016	Bachelor	14391
Mid North Coast	2016	Graduate Diploma and Graduate Certificate	2266
Mid North Coast	2016	Postgraduate	2803
Murray	2006		79945
Murray	2006	Certificate nfd	1314
Murray	2006	Certificate I and II Level	1250
Murray	2006	Certificate III and IV Level	14203
Murray	2006	Advanced Diploma and Diploma	4941
Murray	2006	Bachelor	6278
Murray	2006	Graduate Diploma and Graduate Certificate	985
Murray	2006	Postgraduate	705
Murray	2011		75946
Murray	2011	Certificate nfd	1306
Murray	2011	Certificate I and II Level	1367
Murray	2011	Certificate III and IV Level	16271
Murray	2011	Advanced Diploma and Diploma	5702
Murray	2011	Bachelor	7423
Murray	2011	Graduate Diploma and Graduate Certificate	1182
Murray	2011	Postgraduate	1120
Murray	2016		75383
Murray	2016	Certificate nfd	1910
Murray	2016	Certificate I and II Level	1327
Murray	2016	Certificate III and IV Level	18316
Murray	2016	Advanced Diploma and Diploma	7258
Murray	2016	Bachelor	8587
Murray	2016	Graduate Diploma and Graduate Certificate	1408
Murray	2016	Postgraduate	1614
New England and North West	2006		127188
New England and North West	2006	Certificate nfd	2365
New England and North West	2006	Certificate I and II Level	2249
New England and North West	2006	Certificate III and IV Level	19975
New England and North West	2006	Advanced Diploma and Diploma	7433
New England and North West	2006	Bachelor	9762
New England and North West	2006	Graduate Diploma and Graduate Certificate	1431
New England and North West	2006	Postgraduate	1993
New England and North West	2011		123330
New England and North West	2011	Certificate nfd	2458
New England and North West	2011	Certificate I and II Level	2270
New England and North West	2011	Certificate III and IV Level	23894
New England and North West	2011	Advanced Diploma and Diploma	8563
New England and North West	2011	Bachelor	11433
New England and North West	2011	Graduate Diploma and Graduate Certificate	1710
New England and North West	2011	Postgraduate	2535
New England and North West	2016		120572
New England and North West	2016	Certificate nfd	3318
New England and North West	2016	Certificate I and II Level	2249
New England and North West	2016	Certificate III and IV Level	26145
New England and North West	2016	Advanced Diploma and Diploma	10394
New England and North West	2016	Bachelor	13393
New England and North West	2016	Graduate Diploma and Graduate Certificate	1993
New England and North West	2016	Postgraduate	3491
Newcastle and Lake Macquarie	2006		221894
Newcastle and Lake Macquarie	2006	Certificate nfd	5393
Newcastle and Lake Macquarie	2006	Certificate I and II Level	3670
Newcastle and Lake Macquarie	2006	Certificate III and IV Level	46236
Newcastle and Lake Macquarie	2006	Advanced Diploma and Diploma	18296
Newcastle and Lake Macquarie	2006	Bachelor	26118
Newcastle and Lake Macquarie	2006	Graduate Diploma and Graduate Certificate	3087
Newcastle and Lake Macquarie	2006	Postgraduate	5265
Newcastle and Lake Macquarie	2011		214675
Newcastle and Lake Macquarie	2011	Certificate nfd	5168
Newcastle and Lake Macquarie	2011	Certificate I and II Level	3822
Newcastle and Lake Macquarie	2011	Certificate III and IV Level	52716
Newcastle and Lake Macquarie	2011	Advanced Diploma and Diploma	21723
Newcastle and Lake Macquarie	2011	Bachelor	32907
Newcastle and Lake Macquarie	2011	Graduate Diploma and Graduate Certificate	3855
Newcastle and Lake Macquarie	2011	Postgraduate	7739
Newcastle and Lake Macquarie	2016		207917
Newcastle and Lake Macquarie	2016	Certificate nfd	7127
Newcastle and Lake Macquarie	2016	Certificate I and II Level	3762
Newcastle and Lake Macquarie	2016	Certificate III and IV Level	58264
Newcastle and Lake Macquarie	2016	Advanced Diploma and Diploma	26094
Newcastle and Lake Macquarie	2016	Bachelor	39820
Newcastle and Lake Macquarie	2016	Graduate Diploma and Graduate Certificate	5003
Newcastle and Lake Macquarie	2016	Postgraduate	11119
Richmond - Tweed	2006		154044
Richmond - Tweed	2006	Certificate nfd	3159
Richmond - Tweed	2006	Certificate I and II Level	2511
Richmond - Tweed	2006	Certificate III and IV Level	28239
Richmond - Tweed	2006	Advanced Diploma and Diploma	11582
Richmond - Tweed	2006	Bachelor	15174
Richmond - Tweed	2006	Graduate Diploma and Graduate Certificate	2201
Richmond - Tweed	2006	Postgraduate	2418
Richmond - Tweed	2011		148828
Richmond - Tweed	2011	Certificate nfd	3283
Richmond - Tweed	2011	Certificate I and II Level	2716
Richmond - Tweed	2011	Certificate III and IV Level	33279
Richmond - Tweed	2011	Advanced Diploma and Diploma	14147
Richmond - Tweed	2011	Bachelor	19168
Richmond - Tweed	2011	Graduate Diploma and Graduate Certificate	2794
Richmond - Tweed	2011	Postgraduate	3405
Richmond - Tweed	2016		146119
Richmond - Tweed	2016	Certificate nfd	4975
Richmond - Tweed	2016	Certificate I and II Level	2590
Richmond - Tweed	2016	Certificate III and IV Level	37147
Richmond - Tweed	2016	Advanced Diploma and Diploma	17358
Richmond - Tweed	2016	Bachelor	22995
Richmond - Tweed	2016	Graduate Diploma and Graduate Certificate	3449
Richmond - Tweed	2016	Postgraduate	4971
Riverina	2006		109368
Riverina	2006	Certificate nfd	2009
Riverina	2006	Certificate I and II Level	1828
Riverina	2006	Certificate III and IV Level	18295
Riverina	2006	Advanced Diploma and Diploma	5946
Riverina	2006	Bachelor	8290
Riverina	2006	Graduate Diploma and Graduate Certificate	1162
Riverina	2006	Postgraduate	1303
Riverina	2011		105517
Riverina	2011	Certificate nfd	1973
Riverina	2011	Certificate I and II Level	1891
Riverina	2011	Certificate III and IV Level	21131
Riverina	2011	Advanced Diploma and Diploma	6800
Riverina	2011	Bachelor	9847
Riverina	2011	Graduate Diploma and Graduate Certificate	1250
Riverina	2011	Postgraduate	1710
Riverina	2016		103526
Riverina	2016	Certificate nfd	2745
Riverina	2016	Certificate I and II Level	1890
Riverina	2016	Certificate III and IV Level	23703
Riverina	2016	Advanced Diploma and Diploma	8513
Riverina	2016	Bachelor	11731
Riverina	2016	Graduate Diploma and Graduate Certificate	1534
Riverina	2016	Postgraduate	2292
Southern Highlands and Shoalhaven	2006		89304
Southern Highlands and Shoalhaven	2006	Certificate nfd	2326
Southern Highlands and Shoalhaven	2006	Certificate I and II Level	1557
Southern Highlands and Shoalhaven	2006	Certificate III and IV Level	18916
Southern Highlands and Shoalhaven	2006	Advanced Diploma and Diploma	7537
Southern Highlands and Shoalhaven	2006	Bachelor	8093
Southern Highlands and Shoalhaven	2006	Graduate Diploma and Graduate Certificate	1337
Southern Highlands and Shoalhaven	2006	Postgraduate	1612
Southern Highlands and Shoalhaven	2011		88003
Southern Highlands and Shoalhaven	2011	Certificate nfd	2330
Southern Highlands and Shoalhaven	2011	Certificate I and II Level	1650
Southern Highlands and Shoalhaven	2011	Certificate III and IV Level	21893
Southern Highlands and Shoalhaven	2011	Advanced Diploma and Diploma	9079
Southern Highlands and Shoalhaven	2011	Bachelor	10053
Southern Highlands and Shoalhaven	2011	Graduate Diploma and Graduate Certificate	1627
Southern Highlands and Shoalhaven	2011	Postgraduate	2371
Southern Highlands and Shoalhaven	2016		88002
Southern Highlands and Shoalhaven	2016	Certificate nfd	3474
Southern Highlands and Shoalhaven	2016	Certificate I and II Level	1732
Southern Highlands and Shoalhaven	2016	Certificate III and IV Level	24998
Southern Highlands and Shoalhaven	2016	Advanced Diploma and Diploma	11101
Southern Highlands and Shoalhaven	2016	Bachelor	12342
Southern Highlands and Shoalhaven	2016	Graduate Diploma and Graduate Certificate	2161
Southern Highlands and Shoalhaven	2016	Postgraduate	3553
Sydney - Baulkham Hills and Hawkesbury	2006		121521
Sydney - Baulkham Hills and Hawkesbury	2006	Certificate nfd	3991
Sydney - Baulkham Hills and Hawkesbury	2006	Certificate I and II Level	1777
Sydney - Baulkham Hills and Hawkesbury	2006	Certificate III and IV Level	21782
Sydney - Baulkham Hills and Hawkesbury	2006	Advanced Diploma and Diploma	15776
Sydney - Baulkham Hills and Hawkesbury	2006	Bachelor	25653
Sydney - Baulkham Hills and Hawkesbury	2006	Graduate Diploma and Graduate Certificate	2429
Sydney - Baulkham Hills and Hawkesbury	2006	Postgraduate	6600
Sydney - Baulkham Hills and Hawkesbury	2011		120411
Sydney - Baulkham Hills and Hawkesbury	2011	Certificate nfd	3486
Sydney - Baulkham Hills and Hawkesbury	2011	Certificate I and II Level	1804
Sydney - Baulkham Hills and Hawkesbury	2011	Certificate III and IV Level	23529
Sydney - Baulkham Hills and Hawkesbury	2011	Advanced Diploma and Diploma	17730
Sydney - Baulkham Hills and Hawkesbury	2011	Bachelor	31072
Sydney - Baulkham Hills and Hawkesbury	2011	Graduate Diploma and Graduate Certificate	3063
Sydney - Baulkham Hills and Hawkesbury	2011	Postgraduate	9316
Sydney - Baulkham Hills and Hawkesbury	2016		121564
Sydney - Baulkham Hills and Hawkesbury	2016	Certificate nfd	4510
Sydney - Baulkham Hills and Hawkesbury	2016	Certificate I and II Level	1617
Sydney - Baulkham Hills and Hawkesbury	2016	Certificate III and IV Level	24738
Sydney - Baulkham Hills and Hawkesbury	2016	Advanced Diploma and Diploma	19696
Sydney - Baulkham Hills and Hawkesbury	2016	Bachelor	37562
Sydney - Baulkham Hills and Hawkesbury	2016	Graduate Diploma and Graduate Certificate	3864
Sydney - Baulkham Hills and Hawkesbury	2016	Postgraduate	14188
Sydney - Blacktown	2006		199459
Sydney - Blacktown	2006	Certificate nfd	3687
Sydney - Blacktown	2006	Certificate I and II Level	2710
Sydney - Blacktown	2006	Certificate III and IV Level	27795
Sydney - Blacktown	2006	Advanced Diploma and Diploma	13255
Sydney - Blacktown	2006	Bachelor	21407
Sydney - Blacktown	2006	Graduate Diploma and Graduate Certificate	1373
Sydney - Blacktown	2006	Postgraduate	4234
Sydney - Blacktown	2011		206303
Sydney - Blacktown	2011	Certificate nfd	3710
Sydney - Blacktown	2011	Certificate I and II Level	3196
Sydney - Blacktown	2011	Certificate III and IV Level	32539
Sydney - Blacktown	2011	Advanced Diploma and Diploma	17907
Sydney - Blacktown	2011	Bachelor	29578
Sydney - Blacktown	2011	Graduate Diploma and Graduate Certificate	2188
Sydney - Blacktown	2011	Postgraduate	8110
Sydney - Blacktown	2016		214344
Sydney - Blacktown	2016	Certificate nfd	5280
Sydney - Blacktown	2016	Certificate I and II Level	3051
Sydney - Blacktown	2016	Certificate III and IV Level	35759
Sydney - Blacktown	2016	Advanced Diploma and Diploma	23144
Sydney - Blacktown	2016	Bachelor	40752
Sydney - Blacktown	2016	Graduate Diploma and Graduate Certificate	3019
Sydney - Blacktown	2016	Postgraduate	14288
Sydney - City and Inner South	2006		146478
Sydney - City and Inner South	2006	Certificate nfd	2777
Sydney - City and Inner South	2006	Certificate I and II Level	1589
Sydney - City and Inner South	2006	Certificate III and IV Level	15516
Sydney - City and Inner South	2006	Advanced Diploma and Diploma	15990
Sydney - City and Inner South	2006	Bachelor	44077
Sydney - City and Inner South	2006	Graduate Diploma and Graduate Certificate	3873
Sydney - City and Inner South	2006	Postgraduate	14371
Sydney - City and Inner South	2011		135340
Sydney - City and Inner South	2011	Certificate nfd	2632
Sydney - City and Inner South	2011	Certificate I and II Level	1715
Sydney - City and Inner South	2011	Certificate III and IV Level	18142
Sydney - City and Inner South	2011	Advanced Diploma and Diploma	20831
Sydney - City and Inner South	2011	Bachelor	58438
Sydney - City and Inner South	2011	Graduate Diploma and Graduate Certificate	5211
Sydney - City and Inner South	2011	Postgraduate	22235
Sydney - City and Inner South	2016		149182
Sydney - City and Inner South	2016	Certificate nfd	3843
Sydney - City and Inner South	2016	Certificate I and II Level	1607
Sydney - City and Inner South	2016	Certificate III and IV Level	19849
Sydney - City and Inner South	2016	Advanced Diploma and Diploma	24451
Sydney - City and Inner South	2016	Bachelor	77782
Sydney - City and Inner South	2016	Graduate Diploma and Graduate Certificate	6514
Sydney - City and Inner South	2016	Postgraduate	32323
Sydney - Eastern Suburbs	2006		134648
Sydney - Eastern Suburbs	2006	Certificate nfd	2945
Sydney - Eastern Suburbs	2006	Certificate I and II Level	1287
Sydney - Eastern Suburbs	2006	Certificate III and IV Level	15704
Sydney - Eastern Suburbs	2006	Advanced Diploma and Diploma	16973
Sydney - Eastern Suburbs	2006	Bachelor	45831
Sydney - Eastern Suburbs	2006	Graduate Diploma and Graduate Certificate	3782
Sydney - Eastern Suburbs	2006	Postgraduate	14328
Sydney - Eastern Suburbs	2011		131265
Sydney - Eastern Suburbs	2011	Certificate nfd	2762
Sydney - Eastern Suburbs	2011	Certificate I and II Level	1272
Sydney - Eastern Suburbs	2011	Certificate III and IV Level	16556
Sydney - Eastern Suburbs	2011	Advanced Diploma and Diploma	18774
Sydney - Eastern Suburbs	2011	Bachelor	54843
Sydney - Eastern Suburbs	2011	Graduate Diploma and Graduate Certificate	4629
Sydney - Eastern Suburbs	2011	Postgraduate	19444
Sydney - Eastern Suburbs	2016		131458
Sydney - Eastern Suburbs	2016	Certificate nfd	3900
Sydney - Eastern Suburbs	2016	Certificate I and II Level	1172
Sydney - Eastern Suburbs	2016	Certificate III and IV Level	16612
Sydney - Eastern Suburbs	2016	Advanced Diploma and Diploma	19337
Sydney - Eastern Suburbs	2016	Bachelor	63723
Sydney - Eastern Suburbs	2016	Graduate Diploma and Graduate Certificate	5393
Sydney - Eastern Suburbs	2016	Postgraduate	25442
Sydney - Inner South West	2006		346117
Sydney - Inner South West	2006	Certificate nfd	7043
Sydney - Inner South West	2006	Certificate I and II Level	3983
Sydney - Inner South West	2006	Certificate III and IV Level	44494
Sydney - Inner South West	2006	Advanced Diploma and Diploma	28843
Sydney - Inner South West	2006	Bachelor	45191
Sydney - Inner South West	2006	Graduate Diploma and Graduate Certificate	3344
Sydney - Inner South West	2006	Postgraduate	11982
Sydney - Inner South West	2011		346966
Sydney - Inner South West	2011	Certificate nfd	6804
Sydney - Inner South West	2011	Certificate I and II Level	4315
Sydney - Inner South West	2011	Certificate III and IV Level	47899
Sydney - Inner South West	2011	Advanced Diploma and Diploma	36324
Sydney - Inner South West	2011	Bachelor	58334
Sydney - Inner South West	2011	Graduate Diploma and Graduate Certificate	4184
Sydney - Inner South West	2011	Postgraduate	18784
Sydney - Inner South West	2016		354547
Sydney - Inner South West	2016	Certificate nfd	9597
Sydney - Inner South West	2016	Certificate I and II Level	3958
Sydney - Inner South West	2016	Certificate III and IV Level	49992
Sydney - Inner South West	2016	Advanced Diploma and Diploma	42214
Sydney - Inner South West	2016	Bachelor	77283
Sydney - Inner South West	2016	Graduate Diploma and Graduate Certificate	5680
Sydney - Inner South West	2016	Postgraduate	28145
Sydney - Inner West	2006		142387
Sydney - Inner West	2006	Certificate nfd	3376
Sydney - Inner West	2006	Certificate I and II Level	1685
Sydney - Inner West	2006	Certificate III and IV Level	17336
Sydney - Inner West	2006	Advanced Diploma and Diploma	17534
Sydney - Inner West	2006	Bachelor	42069
Sydney - Inner West	2006	Graduate Diploma and Graduate Certificate	4237
Sydney - Inner West	2006	Postgraduate	14481
Sydney - Inner West	2011		142208
Sydney - Inner West	2011	Certificate nfd	3234
Sydney - Inner West	2011	Certificate I and II Level	1720
Sydney - Inner West	2011	Certificate III and IV Level	18993
Sydney - Inner West	2011	Advanced Diploma and Diploma	20862
Sydney - Inner West	2011	Bachelor	51005
Sydney - Inner West	2011	Graduate Diploma and Graduate Certificate	5258
Sydney - Inner West	2011	Postgraduate	20281
Sydney - Inner West	2016		148111
Sydney - Inner West	2016	Certificate nfd	4345
Sydney - Inner West	2016	Certificate I and II Level	1558
Sydney - Inner West	2016	Certificate III and IV Level	19700
Sydney - Inner West	2016	Advanced Diploma and Diploma	22532
Sydney - Inner West	2016	Bachelor	63032
Sydney - Inner West	2016	Graduate Diploma and Graduate Certificate	6271
Sydney - Inner West	2016	Postgraduate	27752
Sydney - North Sydney and Hornsby	2006		184743
Sydney - North Sydney and Hornsby	2006	Certificate nfd	5983
Sydney - North Sydney and Hornsby	2006	Certificate I and II Level	2195
Sydney - North Sydney and Hornsby	2006	Certificate III and IV Level	20227
Sydney - North Sydney and Hornsby	2006	Advanced Diploma and Diploma	30923
Sydney - North Sydney and Hornsby	2006	Bachelor	76382
Sydney - North Sydney and Hornsby	2006	Graduate Diploma and Graduate Certificate	7125
Sydney - North Sydney and Hornsby	2006	Postgraduate	24960
Sydney - North Sydney and Hornsby	2011		183644
Sydney - North Sydney and Hornsby	2011	Certificate nfd	5207
Sydney - North Sydney and Hornsby	2011	Certificate I and II Level	2174
Sydney - North Sydney and Hornsby	2011	Certificate III and IV Level	20964
Sydney - North Sydney and Hornsby	2011	Advanced Diploma and Diploma	32348
Sydney - North Sydney and Hornsby	2011	Bachelor	87858
Sydney - North Sydney and Hornsby	2011	Graduate Diploma and Graduate Certificate	8835
Sydney - North Sydney and Hornsby	2011	Postgraduate	33633
Sydney - North Sydney and Hornsby	2016		187740
Sydney - North Sydney and Hornsby	2016	Certificate nfd	6670
Sydney - North Sydney and Hornsby	2016	Certificate I and II Level	1930
Sydney - North Sydney and Hornsby	2016	Certificate III and IV Level	20795
Sydney - North Sydney and Hornsby	2016	Advanced Diploma and Diploma	32292
Sydney - North Sydney and Hornsby	2016	Bachelor	100500
Sydney - North Sydney and Hornsby	2016	Graduate Diploma and Graduate Certificate	10244
Sydney - North Sydney and Hornsby	2016	Postgraduate	45185
Sydney - Northern Beaches	2006		132115
Sydney - Northern Beaches	2006	Certificate nfd	4597
Sydney - Northern Beaches	2006	Certificate I and II Level	1945
Sydney - Northern Beaches	2006	Certificate III and IV Level	23404
Sydney - Northern Beaches	2006	Advanced Diploma and Diploma	20525
Sydney - Northern Beaches	2006	Bachelor	31645
Sydney - Northern Beaches	2006	Graduate Diploma and Graduate Certificate	3240
Sydney - Northern Beaches	2006	Postgraduate	7631
Sydney - Northern Beaches	2011		130114
Sydney - Northern Beaches	2011	Certificate nfd	4163
Sydney - Northern Beaches	2011	Certificate I and II Level	1951
Sydney - Northern Beaches	2011	Certificate III and IV Level	24886
Sydney - Northern Beaches	2011	Advanced Diploma and Diploma	22810
Sydney - Northern Beaches	2011	Bachelor	38933
Sydney - Northern Beaches	2011	Graduate Diploma and Graduate Certificate	4075
Sydney - Northern Beaches	2011	Postgraduate	10708
Sydney - Northern Beaches	2016		130228
Sydney - Northern Beaches	2016	Certificate nfd	5574
Sydney - Northern Beaches	2016	Certificate I and II Level	1729
Sydney - Northern Beaches	2016	Certificate III and IV Level	25866
Sydney - Northern Beaches	2016	Advanced Diploma and Diploma	23826
Sydney - Northern Beaches	2016	Bachelor	46103
Sydney - Northern Beaches	2016	Graduate Diploma and Graduate Certificate	4938
Sydney - Northern Beaches	2016	Postgraduate	14614
Sydney - Outer South West	2006		161985
Sydney - Outer South West	2006	Certificate nfd	3481
Sydney - Outer South West	2006	Certificate I and II Level	2513
Sydney - Outer South West	2006	Certificate III and IV Level	28127
Sydney - Outer South West	2006	Advanced Diploma and Diploma	11124
Sydney - Outer South West	2006	Bachelor	12632
Sydney - Outer South West	2006	Graduate Diploma and Graduate Certificate	1362
Sydney - Outer South West	2006	Postgraduate	2432
Sydney - Outer South West	2011		160471
Sydney - Outer South West	2011	Certificate nfd	3408
Sydney - Outer South West	2011	Certificate I and II Level	2750
