SA4_NAME16	Year	Occupation	workers
Coffs Harbour - Grafton	2016	Sales workers	5475
Coffs Harbour - Grafton	2016	Technicians and trades workers	7189
Far West and Orana	2006		850
Far West and Orana	2006	Clerical and administrative workers	5369
Far West and Orana	2006	Community and personal service workers	4577
Far West and Orana	2006	Labourers	6258
Far West and Orana	2006	Machinery operators and drivers	3811
Far West and Orana	2006	Managers	9260
Far West and Orana	2006	Professionals	6603
Far West and Orana	2006	Sales workers	4144
Far West and Orana	2006	Technicians and trades workers	6307
Far West and Orana	2011		822
Far West and Orana	2011	Clerical and administrative workers	5596
Far West and Orana	2011	Community and personal service workers	5542
Far West and Orana	2011	Labourers	5777
Far West and Orana	2011	Machinery operators and drivers	3970
Far West and Orana	2011	Managers	8721
Far West and Orana	2011	Professionals	7239
Far West and Orana	2011	Sales workers	4076
Far West and Orana	2011	Technicians and trades workers	6340
Far West and Orana	2016		860
Far West and Orana	2016	Clerical and administrative workers	5210
Far West and Orana	2016	Community and personal service workers	5931
Far West and Orana	2016	Labourers	5519
Far West and Orana	2016	Machinery operators and drivers	3641
Far West and Orana	2016	Managers	7964
Far West and Orana	2016	Professionals	7271
Far West and Orana	2016	Sales workers	4091
Far West and Orana	2016	Technicians and trades workers	6232
Hunter Valley exc Newcastle	2006		1551
Hunter Valley exc Newcastle	2006	Clerical and administrative workers	12003
Hunter Valley exc Newcastle	2006	Community and personal service workers	8776
Hunter Valley exc Newcastle	2006	Labourers	12027
Hunter Valley exc Newcastle	2006	Machinery operators and drivers	10309
Hunter Valley exc Newcastle	2006	Managers	10855
Hunter Valley exc Newcastle	2006	Professionals	12342
Hunter Valley exc Newcastle	2006	Sales workers	9489
Hunter Valley exc Newcastle	2006	Technicians and trades workers	17838
Hunter Valley exc Newcastle	2011		1783
Hunter Valley exc Newcastle	2011	Clerical and administrative workers	13552
Hunter Valley exc Newcastle	2011	Community and personal service workers	10371
Hunter Valley exc Newcastle	2011	Labourers	12290
Hunter Valley exc Newcastle	2011	Machinery operators and drivers	13056
Hunter Valley exc Newcastle	2011	Managers	11566
Hunter Valley exc Newcastle	2011	Professionals	14666
Hunter Valley exc Newcastle	2011	Sales workers	10062
Hunter Valley exc Newcastle	2011	Technicians and trades workers	19946
Hunter Valley exc Newcastle	2016		1771
Hunter Valley exc Newcastle	2016	Clerical and administrative workers	13430
Hunter Valley exc Newcastle	2016	Community and personal service workers	12507
Hunter Valley exc Newcastle	2016	Labourers	13055
Hunter Valley exc Newcastle	2016	Machinery operators and drivers	12637
Hunter Valley exc Newcastle	2016	Managers	11715
Hunter Valley exc Newcastle	2016	Professionals	15517
Hunter Valley exc Newcastle	2016	Sales workers	10649
Hunter Valley exc Newcastle	2016	Technicians and trades workers	19692
Illawarra	2006		1873
Illawarra	2006	Clerical and administrative workers	15897
Illawarra	2006	Community and personal service workers	11179
Illawarra	2006	Labourers	10780
Illawarra	2006	Machinery operators and drivers	9086
Illawarra	2006	Managers	11143
Illawarra	2006	Professionals	21666
Illawarra	2006	Sales workers	11008
Illawarra	2006	Technicians and trades workers	18241
Illawarra	2011		1928
Illawarra	2011	Clerical and administrative workers	16895
Illawarra	2011	Community and personal service workers	13722
Illawarra	2011	Labourers	10979
Illawarra	2011	Machinery operators and drivers	9147
Illawarra	2011	Managers	11923
Illawarra	2011	Professionals	24682
Illawarra	2011	Sales workers	11269
Illawarra	2011	Technicians and trades workers	18873
Illawarra	2016		1987
Illawarra	2016	Clerical and administrative workers	17128
Illawarra	2016	Community and personal service workers	15952
Illawarra	2016	Labourers	11586
Illawarra	2016	Machinery operators and drivers	8621
Illawarra	2016	Managers	13274
Illawarra	2016	Professionals	27129
Illawarra	2016	Sales workers	11985
Illawarra	2016	Technicians and trades workers	19665
Mid North Coast	2006		1063
Mid North Coast	2006	Clerical and administrative workers	8504
Mid North Coast	2006	Community and personal service workers	7076
Mid North Coast	2006	Labourers	9028
Mid North Coast	2006	Machinery operators and drivers	4176
Mid North Coast	2006	Managers	9222
Mid North Coast	2006	Professionals	10120
Mid North Coast	2006	Sales workers	7542
Mid North Coast	2006	Technicians and trades workers	10397
Mid North Coast	2011		1075
Mid North Coast	2011	Clerical and administrative workers	9089
Mid North Coast	2011	Community and personal service workers	8689
Mid North Coast	2011	Labourers	8753
Mid North Coast	2011	Machinery operators and drivers	4496
Mid North Coast	2011	Managers	8870
Mid North Coast	2011	Professionals	11761
Mid North Coast	2011	Sales workers	8039
Mid North Coast	2011	Technicians and trades workers	10532
Mid North Coast	2016		1279
Mid North Coast	2016	Clerical and administrative workers	8787
Mid North Coast	2016	Community and personal service workers	9745
Mid North Coast	2016	Labourers	9221
Mid North Coast	2016	Machinery operators and drivers	4608
Mid North Coast	2016	Managers	8759
Mid North Coast	2016	Professionals	12837
Mid North Coast	2016	Sales workers	8128
Mid North Coast	2016	Technicians and trades workers	10790
Murray	2006		854
Murray	2006	Clerical and administrative workers	5830
Murray	2006	Community and personal service workers	4197
Murray	2006	Labourers	6868
Murray	2006	Machinery operators and drivers	3933
Murray	2006	Managers	9479
Murray	2006	Professionals	6901
Murray	2006	Sales workers	4613
Murray	2006	Technicians and trades workers	7194
Murray	2011		837
Murray	2011	Clerical and administrative workers	6005
Murray	2011	Community and personal service workers	4939
Murray	2011	Labourers	6209
Murray	2011	Machinery operators and drivers	3929
Murray	2011	Managers	8746
Murray	2011	Professionals	7512
Murray	2011	Sales workers	4565
Murray	2011	Technicians and trades workers	7150
Murray	2016		812
Murray	2016	Clerical and administrative workers	5890
Murray	2016	Community and personal service workers	5535
Murray	2016	Labourers	6272
Murray	2016	Machinery operators and drivers	3666
Murray	2016	Managers	8295
Murray	2016	Professionals	7941
Murray	2016	Sales workers	4703
Murray	2016	Technicians and trades workers	6996
New England and North West	2006		1195
New England and North West	2006	Clerical and administrative workers	8431
New England and North West	2006	Community and personal service workers	6282
New England and North West	2006	Labourers	10140
New England and North West	2006	Machinery operators and drivers	4965
New England and North West	2006	Managers	14739
New England and North West	2006	Professionals	10895
New England and North West	2006	Sales workers	6574
New England and North West	2006	Technicians and trades workers	9459
New England and North West	2011		1271
New England and North West	2011	Clerical and administrative workers	8947
New England and North West	2011	Community and personal service workers	7238
New England and North West	2011	Labourers	10044
New England and North West	2011	Machinery operators and drivers	5717
New England and North West	2011	Managers	13681
New England and North West	2011	Professionals	11807
New England and North West	2011	Sales workers	6954
New England and North West	2011	Technicians and trades workers	9932
New England and North West	2016		1331
New England and North West	2016	Clerical and administrative workers	8550
New England and North West	2016	Community and personal service workers	7934
New England and North West	2016	Labourers	10442
New England and North West	2016	Machinery operators and drivers	5784
New England and North West	2016	Managers	12886
New England and North West	2016	Professionals	12417
New England and North West	2016	Sales workers	6801
New England and North West	2016	Technicians and trades workers	9848
Newcastle and Lake Macquarie	2006		2134
Newcastle and Lake Macquarie	2006	Clerical and administrative workers	21002
Newcastle and Lake Macquarie	2006	Community and personal service workers	13294
Newcastle and Lake Macquarie	2006	Labourers	14297
Newcastle and Lake Macquarie	2006	Machinery operators and drivers	9318
Newcastle and Lake Macquarie	2006	Managers	13947
Newcastle and Lake Macquarie	2006	Professionals	29064
Newcastle and Lake Macquarie	2006	Sales workers	15298
Newcastle and Lake Macquarie	2006	Technicians and trades workers	22583
Newcastle and Lake Macquarie	2011		2278
Newcastle and Lake Macquarie	2011	Clerical and administrative workers	22846
Newcastle and Lake Macquarie	2011	Community and personal service workers	15892
Newcastle and Lake Macquarie	2011	Labourers	14964
Newcastle and Lake Macquarie	2011	Machinery operators and drivers	10507
Newcastle and Lake Macquarie	2011	Managers	15213
Newcastle and Lake Macquarie	2011	Professionals	34184
Newcastle and Lake Macquarie	2011	Sales workers	15898
Newcastle and Lake Macquarie	2011	Technicians and trades workers	23870
Newcastle and Lake Macquarie	2016		2316
Newcastle and Lake Macquarie	2016	Clerical and administrative workers	21969
Newcastle and Lake Macquarie	2016	Community and personal service workers	19068
Newcastle and Lake Macquarie	2016	Labourers	15001
Newcastle and Lake Macquarie	2016	Machinery operators and drivers	9786
Newcastle and Lake Macquarie	2016	Managers	15977
Newcastle and Lake Macquarie	2016	Professionals	37341
Newcastle and Lake Macquarie	2016	Sales workers	15529
Newcastle and Lake Macquarie	2016	Technicians and trades workers	23461
Richmond - Tweed	2006		1373
Richmond - Tweed	2006	Clerical and administrative workers	10593
Richmond - Tweed	2006	Community and personal service workers	8937
Richmond - Tweed	2006	Labourers	11697
Richmond - Tweed	2006	Machinery operators and drivers	4941
Richmond - Tweed	2006	Managers	11607
Richmond - Tweed	2006	Professionals	14556
Richmond - Tweed	2006	Sales workers	9791
Richmond - Tweed	2006	Technicians and trades workers	12837
Richmond - Tweed	2011		1394
Richmond - Tweed	2011	Clerical and administrative workers	11186
Richmond - Tweed	2011	Community and personal service workers	10784
Richmond - Tweed	2011	Labourers	11276
Richmond - Tweed	2011	Machinery operators and drivers	5174
Richmond - Tweed	2011	Managers	11835
Richmond - Tweed	2011	Professionals	16906
Richmond - Tweed	2011	Sales workers	10128
Richmond - Tweed	2011	Technicians and trades workers	13210
Richmond - Tweed	2016		1599
Richmond - Tweed	2016	Clerical and administrative workers	11236
Richmond - Tweed	2016	Community and personal service workers	12312
Richmond - Tweed	2016	Labourers	11775
Richmond - Tweed	2016	Machinery operators and drivers	5242
Richmond - Tweed	2016	Managers	12018
Richmond - Tweed	2016	Professionals	18471
Richmond - Tweed	2016	Sales workers	10029
Richmond - Tweed	2016	Technicians and trades workers	13748
Riverina	2006		986
Riverina	2006	Clerical and administrative workers	7902
Riverina	2006	Community and personal service workers	5900
Riverina	2006	Labourers	9882
Riverina	2006	Machinery operators and drivers	4666
Riverina	2006	Managers	12267
Riverina	2006	Professionals	9420
Riverina	2006	Sales workers	6247
Riverina	2006	Technicians and trades workers	9679
Riverina	2011		1136
Riverina	2011	Clerical and administrative workers	8077
Riverina	2011	Community and personal service workers	6707
Riverina	2011	Labourers	9353
Riverina	2011	Machinery operators and drivers	4958
Riverina	2011	Managers	11406
Riverina	2011	Professionals	10267
Riverina	2011	Sales workers	6286
Riverina	2011	Technicians and trades workers	10148
Riverina	2016		1084
Riverina	2016	Clerical and administrative workers	7894
Riverina	2016	Community and personal service workers	7622
Riverina	2016	Labourers	9765
Riverina	2016	Machinery operators and drivers	5015
Riverina	2016	Managers	11057
Riverina	2016	Professionals	10860
Riverina	2016	Sales workers	6293
Riverina	2016	Technicians and trades workers	9865
Southern Highlands and Shoalhaven	2006		755
Southern Highlands and Shoalhaven	2006	Clerical and administrative workers	6172
Southern Highlands and Shoalhaven	2006	Community and personal service workers	5165
Southern Highlands and Shoalhaven	2006	Labourers	5502
Southern Highlands and Shoalhaven	2006	Machinery operators and drivers	2961
Southern Highlands and Shoalhaven	2006	Managers	6713
Southern Highlands and Shoalhaven	2006	Professionals	8585
Southern Highlands and Shoalhaven	2006	Sales workers	5097
Southern Highlands and Shoalhaven	2006	Technicians and trades workers	8520
Southern Highlands and Shoalhaven	2011		861
Southern Highlands and Shoalhaven	2011	Clerical and administrative workers	6492
Southern Highlands and Shoalhaven	2011	Community and personal service workers	6345
Southern Highlands and Shoalhaven	2011	Labourers	5609
Southern Highlands and Shoalhaven	2011	Machinery operators and drivers	3090
Southern Highlands and Shoalhaven	2011	Managers	6833
Southern Highlands and Shoalhaven	2011	Professionals	9518
Southern Highlands and Shoalhaven	2011	Sales workers	5475
Southern Highlands and Shoalhaven	2011	Technicians and trades workers	8830
Southern Highlands and Shoalhaven	2016		944
Southern Highlands and Shoalhaven	2016	Clerical and administrative workers	6456
Southern Highlands and Shoalhaven	2016	Community and personal service workers	7254
Southern Highlands and Shoalhaven	2016	Labourers	6196
Southern Highlands and Shoalhaven	2016	Machinery operators and drivers	3149
Southern Highlands and Shoalhaven	2016	Managers	7193
Southern Highlands and Shoalhaven	2016	Professionals	10278
Southern Highlands and Shoalhaven	2016	Sales workers	5900
Southern Highlands and Shoalhaven	2016	Technicians and trades workers	9517
Sydney - Baulkham Hills and Hawkesbury	2006		1798
Sydney - Baulkham Hills and Hawkesbury	2006	Clerical and administrative workers	17979
Sydney - Baulkham Hills and Hawkesbury	2006	Community and personal service workers	7012
Sydney - Baulkham Hills and Hawkesbury	2006	Labourers	5951
Sydney - Baulkham Hills and Hawkesbury	2006	Machinery operators and drivers	3887
Sydney - Baulkham Hills and Hawkesbury	2006	Managers	18236
Sydney - Baulkham Hills and Hawkesbury	2006	Professionals	25651
Sydney - Baulkham Hills and Hawkesbury	2006	Sales workers	10573
Sydney - Baulkham Hills and Hawkesbury	2006	Technicians and trades workers	13067
Sydney - Baulkham Hills and Hawkesbury	2011		1708
Sydney - Baulkham Hills and Hawkesbury	2011	Clerical and administrative workers	18406
Sydney - Baulkham Hills and Hawkesbury	2011	Community and personal service workers	7954
Sydney - Baulkham Hills and Hawkesbury	2011	Labourers	5716
Sydney - Baulkham Hills and Hawkesbury	2011	Machinery operators and drivers	4040
Sydney - Baulkham Hills and Hawkesbury	2011	Managers	18739
Sydney - Baulkham Hills and Hawkesbury	2011	Professionals	28239
Sydney - Baulkham Hills and Hawkesbury	2011	Sales workers	10437
Sydney - Baulkham Hills and Hawkesbury	2011	Technicians and trades workers	13344
Sydney - Baulkham Hills and Hawkesbury	2016		1971
Sydney - Baulkham Hills and Hawkesbury	2016	Clerical and administrative workers	18484
Sydney - Baulkham Hills and Hawkesbury	2016	Community and personal service workers	9152
Sydney - Baulkham Hills and Hawkesbury	2016	Labourers	6207
Sydney - Baulkham Hills and Hawkesbury	2016	Machinery operators and drivers	4198
Sydney - Baulkham Hills and Hawkesbury	2016	Managers	19901
Sydney - Baulkham Hills and Hawkesbury	2016	Professionals	31149
Sydney - Baulkham Hills and Hawkesbury	2016	Sales workers	10768
Sydney - Baulkham Hills and Hawkesbury	2016	Technicians and trades workers	13486
Sydney - Blacktown	2006		2828
Sydney - Blacktown	2006	Clerical and administrative workers	22478
Sydney - Blacktown	2006	Community and personal service workers	9473
Sydney - Blacktown	2006	Labourers	14088
Sydney - Blacktown	2006	Machinery operators and drivers	13399
Sydney - Blacktown	2006	Managers	10394
Sydney - Blacktown	2006	Professionals	18096
Sydney - Blacktown	2006	Sales workers	11103
Sydney - Blacktown	2006	Technicians and trades workers	17283
Sydney - Blacktown	2011		2848
Sydney - Blacktown	2011	Clerical and administrative workers	24655
Sydney - Blacktown	2011	Community and personal service workers	12047
Sydney - Blacktown	2011	Labourers	14138
Sydney - Blacktown	2011	Machinery operators and drivers	14668
Sydney - Blacktown	2011	Managers	12193
Sydney - Blacktown	2011	Professionals	23606
Sydney - Blacktown	2011	Sales workers	12511
Sydney - Blacktown	2011	Technicians and trades workers	18284
Sydney - Blacktown	2016		3161
Sydney - Blacktown	2016	Clerical and administrative workers	24989
Sydney - Blacktown	2016	Community and personal service workers	15108
Sydney - Blacktown	2016	Labourers	15493
Sydney - Blacktown	2016	Machinery operators and drivers	16700
Sydney - Blacktown	2016	Managers	14711
Sydney - Blacktown	2016	Professionals	29119
Sydney - Blacktown	2016	Sales workers	14088
Sydney - Blacktown	2016	Technicians and trades workers	19312
Sydney - City and Inner South	2006		2434
Sydney - City and Inner South	2006	Clerical and administrative workers	18185
Sydney - City and Inner South	2006	Community and personal service workers	10846
Sydney - City and Inner South	2006	Labourers	7210
Sydney - City and Inner South	2006	Machinery operators and drivers	4161
Sydney - City and Inner South	2006	Managers	17383
Sydney - City and Inner South	2006	Professionals	39773
Sydney - City and Inner South	2006	Sales workers	10143
Sydney - City and Inner South	2006	Technicians and trades workers	11036
Sydney - City and Inner South	2011		2645
Sydney - City and Inner South	2011	Clerical and administrative workers	20510
Sydney - City and Inner South	2011	Community and personal service workers	13391
Sydney - City and Inner South	2011	Labourers	7151
Sydney - City and Inner South	2011	Machinery operators and drivers	3900
Sydney - City and Inner South	2011	Managers	22104
Sydney - City and Inner South	2011	Professionals	51946
Sydney - City and Inner South	2011	Sales workers	11131
Sydney - City and Inner South	2011	Technicians and trades workers	12917
Sydney - City and Inner South	2016		3123
Sydney - City and Inner South	2016	Clerical and administrative workers	20961
Sydney - City and Inner South	2016	Community and personal service workers	17541
Sydney - City and Inner South	2016	Labourers	9832
Sydney - City and Inner South	2016	Machinery operators and drivers	4195
Sydney - City and Inner South	2016	Managers	27760
Sydney - City and Inner South	2016	Professionals	62097
Sydney - City and Inner South	2016	Sales workers	13588
Sydney - City and Inner South	2016	Technicians and trades workers	15363
Sydney - Eastern Suburbs	2006		2425
Sydney - Eastern Suburbs	2006	Clerical and administrative workers	17022
Sydney - Eastern Suburbs	2006	Community and personal service workers	9906
Sydney - Eastern Suburbs	2006	Labourers	4833
Sydney - Eastern Suburbs	2006	Machinery operators and drivers	2715
Sydney - Eastern Suburbs	2006	Managers	19357
Sydney - Eastern Suburbs	2006	Professionals	41436
Sydney - Eastern Suburbs	2006	Sales workers	10008
Sydney - Eastern Suburbs	2006	Technicians and trades workers	9736
Sydney - Eastern Suburbs	2011		2496
Sydney - Eastern Suburbs	2011	Clerical and administrative workers	17340
Sydney - Eastern Suburbs	2011	Community and personal service workers	10731
Sydney - Eastern Suburbs	2011	Labourers	4532
Sydney - Eastern Suburbs	2011	Machinery operators and drivers	2627
Sydney - Eastern Suburbs	2011	Managers	21348
Sydney - Eastern Suburbs	2011	Professionals	47388
Sydney - Eastern Suburbs	2011	Sales workers	10061
Sydney - Eastern Suburbs	2011	Technicians and trades workers	10057
Sydney - Eastern Suburbs	2016		2360
Sydney - Eastern Suburbs	2016	Clerical and administrative workers	16611
Sydney - Eastern Suburbs	2016	Community and personal service workers	11933
Sydney - Eastern Suburbs	2016	Labourers	5209
Sydney - Eastern Suburbs	2016	Machinery operators and drivers	2685
Sydney - Eastern Suburbs	2016	Managers	24777
Sydney - Eastern Suburbs	2016	Professionals	51162
Sydney - Eastern Suburbs	2016	Sales workers	10901
Sydney - Eastern Suburbs	2016	Technicians and trades workers	10240
Sydney - Inner South West	2006		5479
Sydney - Inner South West	2006	Clerical and administrative workers	36374
Sydney - Inner South West	2006	Community and personal service workers	16072
Sydney - Inner South West	2006	Labourers	20558
Sydney - Inner South West	2006	Machinery operators and drivers	16159
Sydney - Inner South West	2006	Managers	21676
Sydney - Inner South West	2006	Professionals	37870
Sydney - Inner South West	2006	Sales workers	20415
Sydney - Inner South West	2006	Technicians and trades workers	29481
Sydney - Inner South West	2011		5254
Sydney - Inner South West	2011	Clerical and administrative workers	38096
Sydney - Inner South West	2011	Community and personal service workers	19783
Sydney - Inner South West	2011	Labourers	20719
Sydney - Inner South West	2011	Machinery operators and drivers	16382
Sydney - Inner South West	2011	Managers	23620
Sydney - Inner South West	2011	Professionals	45357
Sydney - Inner South West	2011	Sales workers	21371
Sydney - Inner South West	2011	Technicians and trades workers	30441
Sydney - Inner South West	2016		5537
Sydney - Inner South West	2016	Clerical and administrative workers	37624
Sydney - Inner South West	2016	Community and personal service workers	25329
Sydney - Inner South West	2016	Labourers	24573
Sydney - Inner South West	2016	Machinery operators and drivers	17558
Sydney - Inner South West	2016	Managers	27082
Sydney - Inner South West	2016	Professionals	52698
Sydney - Inner South West	2016	Sales workers	25057
Sydney - Inner South West	2016	Technicians and trades workers	31953
Sydney - Inner West	2006		2494
Sydney - Inner West	2006	Clerical and administrative workers	19620
Sydney - Inner West	2006	Community and personal service workers	8591
Sydney - Inner West	2006	Labourers	7004
Sydney - Inner West	2006	Machinery operators and drivers	3974
Sydney - Inner West	2006	Managers	18977
Sydney - Inner West	2006	Professionals	39041
Sydney - Inner West	2006	Sales workers	10963
Sydney - Inner West	2006	Technicians and trades workers	11822
Sydney - Inner West	2011		2492
Sydney - Inner West	2011	Clerical and administrative workers	20468
Sydney - Inner West	2011	Community and personal service workers	10474
Sydney - Inner West	2011	Labourers	7100
Sydney - Inner West	2011	Machinery operators and drivers	3776
Sydney - Inner West	2011	Managers	21492
Sydney - Inner West	2011	Professionals	45359
Sydney - Inner West	2011	Sales workers	11273
Sydney - Inner West	2011	Technicians and trades workers	12636
Sydney - Inner West	2016		2867
Sydney - Inner West	2016	Clerical and administrative workers	20626
Sydney - Inner West	2016	Community and personal service workers	12430
Sydney - Inner West	2016	Labourers	8423
Sydney - Inner West	2016	Machinery operators and drivers	4161
Sydney - Inner West	2016	Managers	24054
Sydney - Inner West	2016	Professionals	51289
Sydney - Inner West	2016	Sales workers	12826
Sydney - Inner West	2016	Technicians and trades workers	13455
Sydney - North Sydney and Hornsby	2006		3197
Sydney - North Sydney and Hornsby	2006	Clerical and administrative workers	27637
Sydney - North Sydney and Hornsby	2006	Community and personal service workers	11632
Sydney - North Sydney and Hornsby	2006	Labourers	6371
Sydney - North Sydney and Hornsby	2006	Machinery operators and drivers	2738
Sydney - North Sydney and Hornsby	2006	Managers	34161
Sydney - North Sydney and Hornsby	2006	Professionals	67462
Sydney - North Sydney and Hornsby	2006	Sales workers	15028
Sydney - North Sydney and Hornsby	2006	Technicians and trades workers	12723
Sydney - North Sydney and Hornsby	2011		3422
Sydney - North Sydney and Hornsby	2011	Clerical and administrative workers	27933
Sydney - North Sydney and Hornsby	2011	Community and personal service workers	13504
Sydney - North Sydney and Hornsby	2011	Labourers	6085
Sydney - North Sydney and Hornsby	2011	Machinery operators and drivers	2722
Sydney - North Sydney and Hornsby	2011	Managers	35707
Sydney - North Sydney and Hornsby	2011	Professionals	74230
Sydney - North Sydney and Hornsby	2011	Sales workers	14456
Sydney - North Sydney and Hornsby	2011	Technicians and trades workers	13087
Sydney - North Sydney and Hornsby	2016		3551
Sydney - North Sydney and Hornsby	2016	Clerical and administrative workers	26931
Sydney - North Sydney and Hornsby	2016	Community and personal service workers	15372
Sydney - North Sydney and Hornsby	2016	Labourers	6901
Sydney - North Sydney and Hornsby	2016	Machinery operators and drivers	2999
Sydney - North Sydney and Hornsby	2016	Managers	39799
Sydney - North Sydney and Hornsby	2016	Professionals	80982
Sydney - North Sydney and Hornsby	2016	Sales workers	15888
Sydney - North Sydney and Hornsby	2016	Technicians and trades workers	13297
Sydney - Northern Beaches	2006		1794
Sydney - Northern Beaches	2006	Clerical and administrative workers	18135
Sydney - Northern Beaches	2006	Community and personal service workers	9470
Sydney - Northern Beaches	2006	Labourers	6591
Sydney - Northern Beaches	2006	Machinery operators and drivers	3630
Sydney - Northern Beaches	2006	Managers	19399
Sydney - Northern Beaches	2006	Professionals	30718
Sydney - Northern Beaches	2006	Sales workers	11391
Sydney - Northern Beaches	2006	Technicians and trades workers	14240
Sydney - Northern Beaches	2011		1978
Sydney - Northern Beaches	2011	Clerical and administrative workers	18187
Sydney - Northern Beaches	2011	Community and personal service workers	10706
Sydney - Northern Beaches	2011	Labourers	6147
Sydney - Northern Beaches	2011	Machinery operators and drivers	3518
Sydney - Northern Beaches	2011	Managers	21075
Sydney - Northern Beaches	2011	Professionals	34211
Sydney - Northern Beaches	2011	Sales workers	11351
Sydney - Northern Beaches	2011	Technicians and trades workers	14453
Sydney - Northern Beaches	2016		2109
Sydney - Northern Beaches	2016	Clerical and administrative workers	17481
Sydney - Northern Beaches	2016	Community and personal service workers	12242
Sydney - Northern Beaches	2016	Labourers	6623
Sydney - Northern Beaches	2016	Machinery operators and drivers	3554
Sydney - Northern Beaches	2016	Managers	24082
Sydney - Northern Beaches	2016	Professionals	37083
Sydney - Northern Beaches	2016	Sales workers	11805
Sydney - Northern Beaches	2016	Technicians and trades workers	14705
Sydney - Outer South West	2006		1937
Sydney - Outer South West	2006	Clerical and administrative workers	18360
