SA4_NAME16	Year	CountryOfBirth	Sex	persons
Capital Region	2016	HKG	F	70
Capital Region	2016	HKG	M	54
Capital Region	2016	HRV	F	181
Capital Region	2016	HRV	M	193
Capital Region	2016	IDN	F	133
Capital Region	2016	IDN	M	71
Capital Region	2016	IND	F	550
Capital Region	2016	IND	M	660
Capital Region	2016	IRL	F	182
Capital Region	2016	IRL	M	211
Capital Region	2016	IRN	F	32
Capital Region	2016	IRN	M	45
Capital Region	2016	IRQ	F	13
Capital Region	2016	IRQ	M	23
Capital Region	2016	ITA	F	317
Capital Region	2016	ITA	M	438
Capital Region	2016	JPN	F	70
Capital Region	2016	JPN	M	26
Capital Region	2016	KOR	F	91
Capital Region	2016	KOR	M	82
Capital Region	2016	LBN	F	73
Capital Region	2016	LBN	M	99
Capital Region	2016	LKA	F	83
Capital Region	2016	LKA	M	94
Capital Region	2016	MKD	F	263
Capital Region	2016	MKD	M	297
Capital Region	2016	MLT	F	94
Capital Region	2016	MLT	M	128
Capital Region	2016	MYS	F	140
Capital Region	2016	MYS	M	100
Capital Region	2016	NLD	F	405
Capital Region	2016	NLD	M	393
Capital Region	2016	NZL	F	1271
Capital Region	2016	NZL	M	1336
Capital Region	2016	PAK	F	57
Capital Region	2016	PAK	M	90
Capital Region	2016	PHL	F	658
Capital Region	2016	PHL	M	291
Capital Region	2016	POL	F	126
Capital Region	2016	POL	M	87
Capital Region	2016	SGP	F	58
Capital Region	2016	SGP	M	52
Capital Region	2016	THA	F	204
Capital Region	2016	THA	M	78
Capital Region	2016	TUR	F	28
Capital Region	2016	TUR	M	29
Capital Region	2016	USA	F	430
Capital Region	2016	USA	M	390
Capital Region	2016	VNM	F	100
Capital Region	2016	VNM	M	93
Capital Region	2016	ZAF	F	282
Capital Region	2016	ZAF	M	294
Capital Region	2016	ZWE	F	68
Capital Region	2016	ZWE	M	64
Central Coast	2006		F	13103
Central Coast	2006		M	12378
Central Coast	2006	AUS	F	122841
Central Coast	2006	AUS	M	114424
Central Coast	2006	CAN	F	221
Central Coast	2006	CAN	M	231
Central Coast	2006	CHN	F	353
Central Coast	2006	CHN	M	254
Central Coast	2006	DEU	F	609
Central Coast	2006	DEU	M	507
Central Coast	2006	EGY	F	151
Central Coast	2006	EGY	M	164
Central Coast	2006	FJI	F	178
Central Coast	2006	FJI	M	120
Central Coast	2006	GBR	F	8800
Central Coast	2006	GBR	M	8696
Central Coast	2006	GRC	F	157
Central Coast	2006	GRC	M	189
Central Coast	2006	HKG	F	109
Central Coast	2006	HKG	M	108
Central Coast	2006	HRV	F	109
Central Coast	2006	HRV	M	138
Central Coast	2006	IDN	F	153
Central Coast	2006	IDN	M	114
Central Coast	2006	IND	F	259
Central Coast	2006	IND	M	281
Central Coast	2006	IRL	F	427
Central Coast	2006	IRL	M	431
Central Coast	2006	IRN	F	45
Central Coast	2006	IRN	M	37
Central Coast	2006	IRQ	F	10
Central Coast	2006	IRQ	M	19
Central Coast	2006	ITA	F	324
Central Coast	2006	ITA	M	490
Central Coast	2006	JPN	F	105
Central Coast	2006	JPN	M	42
Central Coast	2006	KOR	F	132
Central Coast	2006	KOR	M	86
Central Coast	2006	LBN	F	60
Central Coast	2006	LBN	M	95
Central Coast	2006	LKA	F	75
Central Coast	2006	LKA	M	82
Central Coast	2006	MKD	F	15
Central Coast	2006	MKD	M	21
Central Coast	2006	MLT	F	281
Central Coast	2006	MLT	M	323
Central Coast	2006	MYS	F	160
Central Coast	2006	MYS	M	129
Central Coast	2006	NLD	F	568
Central Coast	2006	NLD	M	568
Central Coast	2006	NZL	F	2543
Central Coast	2006	NZL	M	2419
Central Coast	2006	PAK	F	36
Central Coast	2006	PAK	M	43
Central Coast	2006	PHL	F	722
Central Coast	2006	PHL	M	270
Central Coast	2006	POL	F	142
Central Coast	2006	POL	M	144
Central Coast	2006	SGP	F	90
Central Coast	2006	SGP	M	54
Central Coast	2006	THA	F	149
Central Coast	2006	THA	M	48
Central Coast	2006	TUR	F	30
Central Coast	2006	TUR	M	43
Central Coast	2006	USA	F	374
Central Coast	2006	USA	M	383
Central Coast	2006	VNM	F	53
Central Coast	2006	VNM	M	49
Central Coast	2006	ZAF	F	550
Central Coast	2006	ZAF	M	526
Central Coast	2006	ZWE	F	73
Central Coast	2006	ZWE	M	71
Central Coast	2011		F	11236
Central Coast	2011		M	10743
Central Coast	2011	AUS	F	130205
Central Coast	2011	AUS	M	121434
Central Coast	2011	CAN	F	267
Central Coast	2011	CAN	M	249
Central Coast	2011	CHN	F	567
Central Coast	2011	CHN	M	344
Central Coast	2011	DEU	F	650
Central Coast	2011	DEU	M	537
Central Coast	2011	EGY	F	166
Central Coast	2011	EGY	M	187
Central Coast	2011	FJI	F	189
Central Coast	2011	FJI	M	139
Central Coast	2011	GBR	F	9200
Central Coast	2011	GBR	M	8921
Central Coast	2011	GRC	F	151
Central Coast	2011	GRC	M	169
Central Coast	2011	HKG	F	132
Central Coast	2011	HKG	M	112
Central Coast	2011	HRV	F	125
Central Coast	2011	HRV	M	132
Central Coast	2011	IDN	F	188
Central Coast	2011	IDN	M	130
Central Coast	2011	IND	F	365
Central Coast	2011	IND	M	408
Central Coast	2011	IRL	F	466
Central Coast	2011	IRL	M	479
Central Coast	2011	IRN	F	50
Central Coast	2011	IRN	M	53
Central Coast	2011	IRQ	F	26
Central Coast	2011	IRQ	M	25
Central Coast	2011	ITA	F	317
Central Coast	2011	ITA	M	512
Central Coast	2011	JPN	F	152
Central Coast	2011	JPN	M	51
Central Coast	2011	KOR	F	179
Central Coast	2011	KOR	M	134
Central Coast	2011	LBN	F	58
Central Coast	2011	LBN	M	105
Central Coast	2011	LKA	F	79
Central Coast	2011	LKA	M	90
Central Coast	2011	MKD	F	16
Central Coast	2011	MKD	M	20
Central Coast	2011	MLT	F	297
Central Coast	2011	MLT	M	339
Central Coast	2011	MYS	F	201
Central Coast	2011	MYS	M	149
Central Coast	2011	NLD	F	565
Central Coast	2011	NLD	M	550
Central Coast	2011	NZL	F	2775
Central Coast	2011	NZL	M	2638
Central Coast	2011	PAK	F	35
Central Coast	2011	PAK	M	43
Central Coast	2011	PHL	F	935
Central Coast	2011	PHL	M	345
Central Coast	2011	POL	F	156
Central Coast	2011	POL	M	138
Central Coast	2011	SGP	F	87
Central Coast	2011	SGP	M	64
Central Coast	2011	THA	F	265
Central Coast	2011	THA	M	88
Central Coast	2011	TUR	F	34
Central Coast	2011	TUR	M	47
Central Coast	2011	USA	F	464
Central Coast	2011	USA	M	467
Central Coast	2011	VNM	F	90
Central Coast	2011	VNM	M	77
Central Coast	2011	ZAF	F	679
Central Coast	2011	ZAF	M	692
Central Coast	2011	ZWE	F	108
Central Coast	2011	ZWE	M	102
Central Coast	2016		F	14373
Central Coast	2016		M	13090
Central Coast	2016	AUS	F	132713
Central Coast	2016	AUS	M	125665
Central Coast	2016	CAN	F	284
Central Coast	2016	CAN	M	277
Central Coast	2016	CHN	F	920
Central Coast	2016	CHN	M	573
Central Coast	2016	DEU	F	655
Central Coast	2016	DEU	M	520
Central Coast	2016	EGY	F	159
Central Coast	2016	EGY	M	189
Central Coast	2016	FJI	F	218
Central Coast	2016	FJI	M	161
Central Coast	2016	GBR	F	9085
Central Coast	2016	GBR	M	8890
Central Coast	2016	GRC	F	149
Central Coast	2016	GRC	M	178
Central Coast	2016	HKG	F	139
Central Coast	2016	HKG	M	124
Central Coast	2016	HRV	F	114
Central Coast	2016	HRV	M	148
Central Coast	2016	IDN	F	229
Central Coast	2016	IDN	M	156
Central Coast	2016	IND	F	649
Central Coast	2016	IND	M	740
Central Coast	2016	IRL	F	511
Central Coast	2016	IRL	M	540
Central Coast	2016	IRN	F	60
Central Coast	2016	IRN	M	60
Central Coast	2016	IRQ	F	26
Central Coast	2016	IRQ	M	29
Central Coast	2016	ITA	F	350
Central Coast	2016	ITA	M	532
Central Coast	2016	JPN	F	202
Central Coast	2016	JPN	M	75
Central Coast	2016	KOR	F	316
Central Coast	2016	KOR	M	259
Central Coast	2016	LBN	F	77
Central Coast	2016	LBN	M	113
Central Coast	2016	LKA	F	116
Central Coast	2016	LKA	M	119
Central Coast	2016	MKD	F	20
Central Coast	2016	MKD	M	23
Central Coast	2016	MLT	F	292
Central Coast	2016	MLT	M	347
Central Coast	2016	MYS	F	223
Central Coast	2016	MYS	M	196
Central Coast	2016	NLD	F	514
Central Coast	2016	NLD	M	487
Central Coast	2016	NZL	F	2837
Central Coast	2016	NZL	M	2670
Central Coast	2016	PAK	F	60
Central Coast	2016	PAK	M	77
Central Coast	2016	PHL	F	1246
Central Coast	2016	PHL	M	509
Central Coast	2016	POL	F	187
Central Coast	2016	POL	M	156
Central Coast	2016	SGP	F	111
Central Coast	2016	SGP	M	82
Central Coast	2016	THA	F	422
Central Coast	2016	THA	M	139
Central Coast	2016	TUR	F	37
Central Coast	2016	TUR	M	56
Central Coast	2016	USA	F	513
Central Coast	2016	USA	M	539
Central Coast	2016	VNM	F	180
Central Coast	2016	VNM	M	125
Central Coast	2016	ZAF	F	844
Central Coast	2016	ZAF	M	776
Central Coast	2016	ZWE	F	135
Central Coast	2016	ZWE	M	141
Central West	2006		F	6027
Central West	2006		M	6279
Central West	2006	AUS	F	83494
Central West	2006	AUS	M	82943
Central West	2006	CAN	F	78
Central West	2006	CAN	M	50
Central West	2006	CHN	F	122
Central West	2006	CHN	M	153
Central West	2006	DEU	F	335
Central West	2006	DEU	M	296
Central West	2006	EGY	F	9
Central West	2006	EGY	M	17
Central West	2006	FJI	F	49
Central West	2006	FJI	M	52
Central West	2006	GBR	F	2372
Central West	2006	GBR	M	2204
Central West	2006	GRC	F	48
Central West	2006	GRC	M	77
Central West	2006	HKG	F	36
Central West	2006	HKG	M	54
Central West	2006	HRV	F	50
Central West	2006	HRV	M	70
Central West	2006	IDN	F	41
Central West	2006	IDN	M	24
Central West	2006	IND	F	69
Central West	2006	IND	M	78
Central West	2006	IRL	F	81
Central West	2006	IRL	M	109
Central West	2006	IRN	F	5
Central West	2006	IRN	M	19
Central West	2006	IRQ	F	10
Central West	2006	IRQ	M	10
Central West	2006	ITA	F	152
Central West	2006	ITA	M	201
Central West	2006	JPN	F	33
Central West	2006	JPN	M	35
Central West	2006	KOR	F	29
Central West	2006	KOR	M	39
Central West	2006	LBN	F	33
Central West	2006	LBN	M	79
Central West	2006	LKA	F	49
Central West	2006	LKA	M	46
Central West	2006	MKD	F	16
Central West	2006	MKD	M	7
Central West	2006	MLT	F	47
Central West	2006	MLT	M	64
Central West	2006	MYS	F	59
Central West	2006	MYS	M	42
Central West	2006	NLD	F	251
Central West	2006	NLD	M	247
Central West	2006	NZL	F	758
Central West	2006	NZL	M	838
Central West	2006	PAK	F	11
Central West	2006	PAK	M	6
Central West	2006	PHL	F	286
Central West	2006	PHL	M	97
Central West	2006	POL	F	77
Central West	2006	POL	M	68
Central West	2006	SGP	F	29
Central West	2006	SGP	M	26
Central West	2006	THA	F	37
Central West	2006	THA	M	13
Central West	2006	TUR	F	6
Central West	2006	TUR	M	18
Central West	2006	USA	F	130
Central West	2006	USA	M	134
Central West	2006	VNM	F	28
Central West	2006	VNM	M	30
Central West	2006	ZAF	F	151
Central West	2006	ZAF	M	138
Central West	2006	ZWE	F	49
Central West	2006	ZWE	M	38
Central West	2011		F	6440
Central West	2011		M	7102
Central West	2011	AUS	F	85802
Central West	2011	AUS	M	85138
Central West	2011	CAN	F	97
Central West	2011	CAN	M	69
Central West	2011	CHN	F	186
Central West	2011	CHN	M	190
Central West	2011	DEU	F	311
Central West	2011	DEU	M	280
Central West	2011	EGY	F	30
Central West	2011	EGY	M	38
Central West	2011	FJI	F	74
Central West	2011	FJI	M	83
Central West	2011	GBR	F	2366
Central West	2011	GBR	M	2314
Central West	2011	GRC	F	40
Central West	2011	GRC	M	63
Central West	2011	HKG	F	44
Central West	2011	HKG	M	44
Central West	2011	HRV	F	54
Central West	2011	HRV	M	77
Central West	2011	IDN	F	45
Central West	2011	IDN	M	30
Central West	2011	IND	F	152
Central West	2011	IND	M	182
Central West	2011	IRL	F	100
Central West	2011	IRL	M	138
Central West	2011	IRN	F	20
Central West	2011	IRN	M	23
Central West	2011	IRQ	F	18
Central West	2011	IRQ	M	41
Central West	2011	ITA	F	134
Central West	2011	ITA	M	186
Central West	2011	JPN	F	34
Central West	2011	JPN	M	16
Central West	2011	KOR	F	38
Central West	2011	KOR	M	41
Central West	2011	LBN	F	29
Central West	2011	LBN	M	52
Central West	2011	LKA	F	67
Central West	2011	LKA	M	60
Central West	2011	MKD	F	9
Central West	2011	MKD	M	10
Central West	2011	MLT	F	43
Central West	2011	MLT	M	57
Central West	2011	MYS	F	70
Central West	2011	MYS	M	53
Central West	2011	NLD	F	243
Central West	2011	NLD	M	252
Central West	2011	NZL	F	885
Central West	2011	NZL	M	963
Central West	2011	PAK	F	13
Central West	2011	PAK	M	16
Central West	2011	PHL	F	363
Central West	2011	PHL	M	164
Central West	2011	POL	F	76
Central West	2011	POL	M	51
Central West	2011	SGP	F	39
Central West	2011	SGP	M	23
Central West	2011	THA	F	72
Central West	2011	THA	M	35
Central West	2011	TUR	F	12
Central West	2011	TUR	M	23
Central West	2011	USA	F	156
Central West	2011	USA	M	145
Central West	2011	VNM	F	40
Central West	2011	VNM	M	68
Central West	2011	ZAF	F	226
Central West	2011	ZAF	M	211
Central West	2011	ZWE	F	78
Central West	2011	ZWE	M	76
Central West	2016		F	10782
Central West	2016		M	10717
Central West	2016	AUS	F	85782
Central West	2016	AUS	M	85471
Central West	2016	CAN	F	121
Central West	2016	CAN	M	74
Central West	2016	CHN	F	253
Central West	2016	CHN	M	228
Central West	2016	DEU	F	289
Central West	2016	DEU	M	249
Central West	2016	EGY	F	24
Central West	2016	EGY	M	42
Central West	2016	FJI	F	76
Central West	2016	FJI	M	90
Central West	2016	GBR	F	2341
Central West	2016	GBR	M	2208
Central West	2016	GRC	F	41
Central West	2016	GRC	M	72
Central West	2016	HKG	F	45
Central West	2016	HKG	M	55
Central West	2016	HRV	F	48
Central West	2016	HRV	M	69
Central West	2016	IDN	F	60
Central West	2016	IDN	M	42
Central West	2016	IND	F	384
Central West	2016	IND	M	415
Central West	2016	IRL	F	102
Central West	2016	IRL	M	143
Central West	2016	IRN	F	33
Central West	2016	IRN	M	41
Central West	2016	IRQ	F	26
Central West	2016	IRQ	M	43
Central West	2016	ITA	F	131
Central West	2016	ITA	M	168
Central West	2016	JPN	F	51
Central West	2016	JPN	M	19
Central West	2016	KOR	F	56
Central West	2016	KOR	M	74
Central West	2016	LBN	F	26
Central West	2016	LBN	M	60
Central West	2016	LKA	F	83
Central West	2016	LKA	M	75
Central West	2016	MKD	F	6
Central West	2016	MKD	M	16
Central West	2016	MLT	F	44
Central West	2016	MLT	M	50
Central West	2016	MYS	F	88
Central West	2016	MYS	M	70
Central West	2016	NLD	F	244
Central West	2016	NLD	M	219
Central West	2016	NZL	F	890
Central West	2016	NZL	M	936
Central West	2016	PAK	F	37
Central West	2016	PAK	M	48
Central West	2016	PHL	F	515
Central West	2016	PHL	M	253
Central West	2016	POL	F	63
Central West	2016	POL	M	54
Central West	2016	SGP	F	44
Central West	2016	SGP	M	21
Central West	2016	THA	F	123
Central West	2016	THA	M	53
Central West	2016	TUR	F	7
Central West	2016	TUR	M	15
Central West	2016	USA	F	172
Central West	2016	USA	M	153
Central West	2016	VNM	F	94
Central West	2016	VNM	M	104
Central West	2016	ZAF	F	271
Central West	2016	ZAF	M	265
Central West	2016	ZWE	F	95
Central West	2016	ZWE	M	74
Coffs Harbour - Grafton	2006		F	4118
Coffs Harbour - Grafton	2006		M	4191
Coffs Harbour - Grafton	2006	AUS	F	54297
Coffs Harbour - Grafton	2006	AUS	M	52180
Coffs Harbour - Grafton	2006	CAN	F	92
Coffs Harbour - Grafton	2006	CAN	M	76
Coffs Harbour - Grafton	2006	CHN	F	67
Coffs Harbour - Grafton	2006	CHN	M	48
Coffs Harbour - Grafton	2006	DEU	F	324
Coffs Harbour - Grafton	2006	DEU	M	295
Coffs Harbour - Grafton	2006	EGY	F	24
Coffs Harbour - Grafton	2006	EGY	M	24
Coffs Harbour - Grafton	2006	FJI	F	61
Coffs Harbour - Grafton	2006	FJI	M	52
Coffs Harbour - Grafton	2006	GBR	F	2573
Coffs Harbour - Grafton	2006	GBR	M	2530
Coffs Harbour - Grafton	2006	GRC	F	22
Coffs Harbour - Grafton	2006	GRC	M	30
Coffs Harbour - Grafton	2006	HKG	F	34
Coffs Harbour - Grafton	2006	HKG	M	37
Coffs Harbour - Grafton	2006	HRV	F	14
Coffs Harbour - Grafton	2006	HRV	M	24
Coffs Harbour - Grafton	2006	IDN	F	38
Coffs Harbour - Grafton	2006	IDN	M	17
Coffs Harbour - Grafton	2006	IND	F	232
Coffs Harbour - Grafton	2006	IND	M	212
Coffs Harbour - Grafton	2006	IRL	F	90
Coffs Harbour - Grafton	2006	IRL	M	84
Coffs Harbour - Grafton	2006	IRN	F	3
Coffs Harbour - Grafton	2006	IRN	M	4
Coffs Harbour - Grafton	2006	IRQ	F	6
Coffs Harbour - Grafton	2006	IRQ	M	0
Coffs Harbour - Grafton	2006	ITA	F	82
Coffs Harbour - Grafton	2006	ITA	M	117
Coffs Harbour - Grafton	2006	JPN	F	56
Coffs Harbour - Grafton	2006	JPN	M	21
Coffs Harbour - Grafton	2006	KOR	F	7
Coffs Harbour - Grafton	2006	KOR	M	8
Coffs Harbour - Grafton	2006	LBN	F	5
Coffs Harbour - Grafton	2006	LBN	M	18
Coffs Harbour - Grafton	2006	LKA	F	9
Coffs Harbour - Grafton	2006	LKA	M	14
Coffs Harbour - Grafton	2006	MKD	F	0
Coffs Harbour - Grafton	2006	MKD	M	4
Coffs Harbour - Grafton	2006	MLT	F	38
Coffs Harbour - Grafton	2006	MLT	M	34
Coffs Harbour - Grafton	2006	MYS	F	49
Coffs Harbour - Grafton	2006	MYS	M	29
Coffs Harbour - Grafton	2006	NLD	F	223
Coffs Harbour - Grafton	2006	NLD	M	298
Coffs Harbour - Grafton	2006	NZL	F	863
Coffs Harbour - Grafton	2006	NZL	M	739
Coffs Harbour - Grafton	2006	PAK	F	14
Coffs Harbour - Grafton	2006	PAK	M	7
Coffs Harbour - Grafton	2006	PHL	F	234
Coffs Harbour - Grafton	2006	PHL	M	32
Coffs Harbour - Grafton	2006	POL	F	37
Coffs Harbour - Grafton	2006	POL	M	30
Coffs Harbour - Grafton	2006	SGP	F	21
Coffs Harbour - Grafton	2006	SGP	M	10
Coffs Harbour - Grafton	2006	THA	F	49
Coffs Harbour - Grafton	2006	THA	M	19
Coffs Harbour - Grafton	2006	TUR	F	11
Coffs Harbour - Grafton	2006	TUR	M	11
Coffs Harbour - Grafton	2006	USA	F	128
Coffs Harbour - Grafton	2006	USA	M	135
Coffs Harbour - Grafton	2006	VNM	F	20
Coffs Harbour - Grafton	2006	VNM	M	18
Coffs Harbour - Grafton	2006	ZAF	F	119
Coffs Harbour - Grafton	2006	ZAF	M	131
Coffs Harbour - Grafton	2006	ZWE	F	24
Coffs Harbour - Grafton	2006	ZWE	M	23
Coffs Harbour - Grafton	2011		F	4195
Coffs Harbour - Grafton	2011		M	4164
Coffs Harbour - Grafton	2011	AUS	F	56326
Coffs Harbour - Grafton	2011	AUS	M	53922
Coffs Harbour - Grafton	2011	CAN	F	110
Coffs Harbour - Grafton	2011	CAN	M	80
Coffs Harbour - Grafton	2011	CHN	F	131
Coffs Harbour - Grafton	2011	CHN	M	86
Coffs Harbour - Grafton	2011	DEU	F	363
Coffs Harbour - Grafton	2011	DEU	M	304
Coffs Harbour - Grafton	2011	EGY	F	22
Coffs Harbour - Grafton	2011	EGY	M	35
Coffs Harbour - Grafton	2011	FJI	F	59
Coffs Harbour - Grafton	2011	FJI	M	56
Coffs Harbour - Grafton	2011	GBR	F	2669
Coffs Harbour - Grafton	2011	GBR	M	2652
Coffs Harbour - Grafton	2011	GRC	F	5
Coffs Harbour - Grafton	2011	GRC	M	21
Coffs Harbour - Grafton	2011	HKG	F	34
Coffs Harbour - Grafton	2011	HKG	M	43
Coffs Harbour - Grafton	2011	HRV	F	13
Coffs Harbour - Grafton	2011	HRV	M	18
Coffs Harbour - Grafton	2011	IDN	F	52
Coffs Harbour - Grafton	2011	IDN	M	20
Coffs Harbour - Grafton	2011	IND	F	387
Coffs Harbour - Grafton	2011	IND	M	366
Coffs Harbour - Grafton	2011	IRL	F	99
Coffs Harbour - Grafton	2011	IRL	M	112
Coffs Harbour - Grafton	2011	IRN	F	3
Coffs Harbour - Grafton	2011	IRN	M	3
Coffs Harbour - Grafton	2011	IRQ	F	11
Coffs Harbour - Grafton	2011	IRQ	M	7
Coffs Harbour - Grafton	2011	ITA	F	85
Coffs Harbour - Grafton	2011	ITA	M	106
Coffs Harbour - Grafton	2011	JPN	F	47
Coffs Harbour - Grafton	2011	JPN	M	14
Coffs Harbour - Grafton	2011	KOR	F	17
Coffs Harbour - Grafton	2011	KOR	M	27
Coffs Harbour - Grafton	2011	LBN	F	3
Coffs Harbour - Grafton	2011	LBN	M	6
Coffs Harbour - Grafton	2011	LKA	F	15
Coffs Harbour - Grafton	2011	LKA	M	21
Coffs Harbour - Grafton	2011	MKD	F	0
Coffs Harbour - Grafton	2011	MKD	M	0
Coffs Harbour - Grafton	2011	MLT	F	40
Coffs Harbour - Grafton	2011	MLT	M	41
Coffs Harbour - Grafton	2011	MYS	F	69
Coffs Harbour - Grafton	2011	MYS	M	47
Coffs Harbour - Grafton	2011	NLD	F	229
Coffs Harbour - Grafton	2011	NLD	M	274
Coffs Harbour - Grafton	2011	NZL	F	928
Coffs Harbour - Grafton	2011	NZL	M	819
Coffs Harbour - Grafton	2011	PAK	F	14
Coffs Harbour - Grafton	2011	PAK	M	16
Coffs Harbour - Grafton	2011	PHL	F	300
Coffs Harbour - Grafton	2011	PHL	M	49
Coffs Harbour - Grafton	2011	POL	F	39
Coffs Harbour - Grafton	2011	POL	M	25
Coffs Harbour - Grafton	2011	SGP	F	13
Coffs Harbour - Grafton	2011	SGP	M	19
Coffs Harbour - Grafton	2011	THA	F	75
Coffs Harbour - Grafton	2011	THA	M	26
Coffs Harbour - Grafton	2011	TUR	F	3
