SA4_NAME16	Year	Occupation	Sex	workers
Darling Downs - Maranoa	2011	Labourers	F	3264
Darling Downs - Maranoa	2011	Labourers	M	5327
Darling Downs - Maranoa	2011	Machinery operators and drivers	F	455
Darling Downs - Maranoa	2011	Machinery operators and drivers	M	5247
Darling Downs - Maranoa	2011	Managers	F	3941
Darling Downs - Maranoa	2011	Managers	M	7765
Darling Downs - Maranoa	2011	Professionals	F	3932
Darling Downs - Maranoa	2011	Professionals	M	2154
Darling Downs - Maranoa	2011	Sales workers	F	2788
Darling Downs - Maranoa	2011	Sales workers	M	1403
Darling Downs - Maranoa	2011	Technicians and trades workers	F	1230
Darling Downs - Maranoa	2011	Technicians and trades workers	M	6466
Darling Downs - Maranoa	2016		F	312
Darling Downs - Maranoa	2016		M	554
Darling Downs - Maranoa	2016	Clerical and administrative workers	F	5119
Darling Downs - Maranoa	2016	Clerical and administrative workers	M	853
Darling Downs - Maranoa	2016	Community and personal service workers	F	3976
Darling Downs - Maranoa	2016	Community and personal service workers	M	973
Darling Downs - Maranoa	2016	Labourers	F	3298
Darling Downs - Maranoa	2016	Labourers	M	5392
Darling Downs - Maranoa	2016	Machinery operators and drivers	F	415
Darling Downs - Maranoa	2016	Machinery operators and drivers	M	4741
Darling Downs - Maranoa	2016	Managers	F	3701
Darling Downs - Maranoa	2016	Managers	M	7178
Darling Downs - Maranoa	2016	Professionals	F	4251
Darling Downs - Maranoa	2016	Professionals	M	2039
Darling Downs - Maranoa	2016	Sales workers	F	2782
Darling Downs - Maranoa	2016	Sales workers	M	1499
Darling Downs - Maranoa	2016	Technicians and trades workers	F	1218
Darling Downs - Maranoa	2016	Technicians and trades workers	M	6559
Central Queensland	2006		F	557
Central Queensland	2006		M	1086
Central Queensland	2006	Clerical and administrative workers	F	9432
Central Queensland	2006	Clerical and administrative workers	M	1929
Central Queensland	2006	Community and personal service workers	F	5341
Central Queensland	2006	Community and personal service workers	M	1757
Central Queensland	2006	Labourers	F	4612
Central Queensland	2006	Labourers	M	7512
Central Queensland	2006	Machinery operators and drivers	F	769
Central Queensland	2006	Machinery operators and drivers	M	9851
Central Queensland	2006	Managers	F	3999
Central Queensland	2006	Managers	M	6901
Central Queensland	2006	Professionals	F	6696
Central Queensland	2006	Professionals	M	4947
Central Queensland	2006	Sales workers	F	5283
Central Queensland	2006	Sales workers	M	2505
Central Queensland	2006	Technicians and trades workers	F	2014
Central Queensland	2006	Technicians and trades workers	M	14566
Central Queensland	2011		F	750
Central Queensland	2011		M	1244
Central Queensland	2011	Clerical and administrative workers	F	10647
Central Queensland	2011	Clerical and administrative workers	M	2015
Central Queensland	2011	Community and personal service workers	F	6531
Central Queensland	2011	Community and personal service workers	M	1930
Central Queensland	2011	Labourers	F	4927
Central Queensland	2011	Labourers	M	7616
Central Queensland	2011	Machinery operators and drivers	F	1186
Central Queensland	2011	Machinery operators and drivers	M	11848
Central Queensland	2011	Managers	F	4233
Central Queensland	2011	Managers	M	6980
Central Queensland	2011	Professionals	F	8141
Central Queensland	2011	Professionals	M	5642
Central Queensland	2011	Sales workers	F	5961
Central Queensland	2011	Sales workers	M	2365
Central Queensland	2011	Technicians and trades workers	F	2145
Central Queensland	2011	Technicians and trades workers	M	16976
Central Queensland	2016		F	520
Central Queensland	2016		M	979
Central Queensland	2016	Clerical and administrative workers	F	9650
Central Queensland	2016	Clerical and administrative workers	M	1850
Central Queensland	2016	Community and personal service workers	F	7553
Central Queensland	2016	Community and personal service workers	M	2368
Central Queensland	2016	Labourers	F	4736
Central Queensland	2016	Labourers	M	7356
Central Queensland	2016	Machinery operators and drivers	F	1050
Central Queensland	2016	Machinery operators and drivers	M	10472
Central Queensland	2016	Managers	F	4380
Central Queensland	2016	Managers	M	6602
Central Queensland	2016	Professionals	F	8716
Central Queensland	2016	Professionals	M	5087
Central Queensland	2016	Sales workers	F	5998
Central Queensland	2016	Sales workers	M	2557
Central Queensland	2016	Technicians and trades workers	F	2274
Central Queensland	2016	Technicians and trades workers	M	15516
Gold Coast	2006		F	1653
Gold Coast	2006		M	2334
Gold Coast	2006	Clerical and administrative workers	F	24784
Gold Coast	2006	Clerical and administrative workers	M	5606
Gold Coast	2006	Community and personal service workers	F	13992
Gold Coast	2006	Community and personal service workers	M	6358
Gold Coast	2006	Labourers	F	7406
Gold Coast	2006	Labourers	M	14709
Gold Coast	2006	Machinery operators and drivers	F	1234
Gold Coast	2006	Machinery operators and drivers	M	9249
Gold Coast	2006	Managers	F	9443
Gold Coast	2006	Managers	M	16707
Gold Coast	2006	Professionals	F	16917
Gold Coast	2006	Professionals	M	15019
Gold Coast	2006	Sales workers	F	16936
Gold Coast	2006	Sales workers	M	10813
Gold Coast	2006	Technicians and trades workers	F	4725
Gold Coast	2006	Technicians and trades workers	M	29634
Gold Coast	2011		F	1870
Gold Coast	2011		M	2555
Gold Coast	2011	Clerical and administrative workers	F	28018
Gold Coast	2011	Clerical and administrative workers	M	6384
Gold Coast	2011	Community and personal service workers	F	17761
Gold Coast	2011	Community and personal service workers	M	8052
Gold Coast	2011	Labourers	F	7818
Gold Coast	2011	Labourers	M	15458
Gold Coast	2011	Machinery operators and drivers	F	1265
Gold Coast	2011	Machinery operators and drivers	M	10915
Gold Coast	2011	Managers	F	10905
Gold Coast	2011	Managers	M	18528
Gold Coast	2011	Professionals	F	22853
Gold Coast	2011	Professionals	M	18682
Gold Coast	2011	Sales workers	F	18376
Gold Coast	2011	Sales workers	M	11513
Gold Coast	2011	Technicians and trades workers	F	5224
Gold Coast	2011	Technicians and trades workers	M	31502
Gold Coast	2016		F	1873
Gold Coast	2016		M	2771
Gold Coast	2016	Clerical and administrative workers	F	29081
Gold Coast	2016	Clerical and administrative workers	M	7115
Gold Coast	2016	Community and personal service workers	F	22674
Gold Coast	2016	Community and personal service workers	M	9525
Gold Coast	2016	Labourers	F	8773
Gold Coast	2016	Labourers	M	17332
Gold Coast	2016	Machinery operators and drivers	F	1547
Gold Coast	2016	Machinery operators and drivers	M	12040
Gold Coast	2016	Managers	F	12836
Gold Coast	2016	Managers	M	20420
Gold Coast	2016	Professionals	F	27909
Gold Coast	2016	Professionals	M	21021
Gold Coast	2016	Sales workers	F	19648
Gold Coast	2016	Sales workers	M	12455
Gold Coast	2016	Technicians and trades workers	F	5848
Gold Coast	2016	Technicians and trades workers	M	34040
Ipswich	2006		F	716
Ipswich	2006		M	1197
Ipswich	2006	Clerical and administrative workers	F	12063
Ipswich	2006	Clerical and administrative workers	M	3434
Ipswich	2006	Community and personal service workers	F	7388
Ipswich	2006	Community and personal service workers	M	3033
Ipswich	2006	Labourers	F	6258
Ipswich	2006	Labourers	M	9854
Ipswich	2006	Machinery operators and drivers	F	1167
Ipswich	2006	Machinery operators and drivers	M	9385
Ipswich	2006	Managers	F	3711
Ipswich	2006	Managers	M	6717
Ipswich	2006	Professionals	F	7486
Ipswich	2006	Professionals	M	5833
Ipswich	2006	Sales workers	F	6038
Ipswich	2006	Sales workers	M	3553
Ipswich	2006	Technicians and trades workers	F	2331
Ipswich	2006	Technicians and trades workers	M	14905
Ipswich	2011		F	940
Ipswich	2011		M	1501
Ipswich	2011	Clerical and administrative workers	F	14186
Ipswich	2011	Clerical and administrative workers	M	4140
Ipswich	2011	Community and personal service workers	F	9404
Ipswich	2011	Community and personal service workers	M	4038
Ipswich	2011	Labourers	F	6056
Ipswich	2011	Labourers	M	10135
Ipswich	2011	Machinery operators and drivers	F	1161
Ipswich	2011	Machinery operators and drivers	M	10870
Ipswich	2011	Managers	F	4541
Ipswich	2011	Managers	M	7617
Ipswich	2011	Professionals	F	10169
Ipswich	2011	Professionals	M	7477
Ipswich	2011	Sales workers	F	7276
Ipswich	2011	Sales workers	M	3963
Ipswich	2011	Technicians and trades workers	F	2740
Ipswich	2011	Technicians and trades workers	M	16484
Ipswich	2016		F	918
Ipswich	2016		M	1527
Ipswich	2016	Clerical and administrative workers	F	14533
Ipswich	2016	Clerical and administrative workers	M	4422
Ipswich	2016	Community and personal service workers	F	12282
Ipswich	2016	Community and personal service workers	M	4719
Ipswich	2016	Labourers	F	6485
Ipswich	2016	Labourers	M	11065
Ipswich	2016	Machinery operators and drivers	F	1376
Ipswich	2016	Machinery operators and drivers	M	12004
Ipswich	2016	Managers	F	5304
Ipswich	2016	Managers	M	8004
Ipswich	2016	Professionals	F	12284
Ipswich	2016	Professionals	M	8494
Ipswich	2016	Sales workers	F	8000
Ipswich	2016	Sales workers	M	4620
Ipswich	2016	Technicians and trades workers	F	3044
Ipswich	2016	Technicians and trades workers	M	16899
Logan - Beaudesert	2006		F	864
Logan - Beaudesert	2006		M	1317
Logan - Beaudesert	2006	Clerical and administrative workers	F	15274
Logan - Beaudesert	2006	Clerical and administrative workers	M	3947
Logan - Beaudesert	2006	Community and personal service workers	F	7692
Logan - Beaudesert	2006	Community and personal service workers	M	2615
Logan - Beaudesert	2006	Labourers	F	6373
Logan - Beaudesert	2006	Labourers	M	10800
Logan - Beaudesert	2006	Machinery operators and drivers	F	1567
Logan - Beaudesert	2006	Machinery operators and drivers	M	11487
Logan - Beaudesert	2006	Managers	F	4095
Logan - Beaudesert	2006	Managers	M	7301
Logan - Beaudesert	2006	Professionals	F	7394
Logan - Beaudesert	2006	Professionals	M	5638
Logan - Beaudesert	2006	Sales workers	F	7992
Logan - Beaudesert	2006	Sales workers	M	4589
Logan - Beaudesert	2006	Technicians and trades workers	F	2680
Logan - Beaudesert	2006	Technicians and trades workers	M	18940
Logan - Beaudesert	2011		F	1081
Logan - Beaudesert	2011		M	1600
Logan - Beaudesert	2011	Clerical and administrative workers	F	17130
Logan - Beaudesert	2011	Clerical and administrative workers	M	4461
Logan - Beaudesert	2011	Community and personal service workers	F	9442
Logan - Beaudesert	2011	Community and personal service workers	M	3100
Logan - Beaudesert	2011	Labourers	F	6128
Logan - Beaudesert	2011	Labourers	M	10803
Logan - Beaudesert	2011	Machinery operators and drivers	F	1674
Logan - Beaudesert	2011	Machinery operators and drivers	M	12787
Logan - Beaudesert	2011	Managers	F	4768
Logan - Beaudesert	2011	Managers	M	7735
Logan - Beaudesert	2011	Professionals	F	9663
Logan - Beaudesert	2011	Professionals	M	6781
Logan - Beaudesert	2011	Sales workers	F	8176
Logan - Beaudesert	2011	Sales workers	M	4698
Logan - Beaudesert	2011	Technicians and trades workers	F	2864
Logan - Beaudesert	2011	Technicians and trades workers	M	19567
Logan - Beaudesert	2016		F	1039
Logan - Beaudesert	2016		M	1453
Logan - Beaudesert	2016	Clerical and administrative workers	F	16067
Logan - Beaudesert	2016	Clerical and administrative workers	M	4293
Logan - Beaudesert	2016	Community and personal service workers	F	11385
Logan - Beaudesert	2016	Community and personal service workers	M	3512
Logan - Beaudesert	2016	Labourers	F	6232
Logan - Beaudesert	2016	Labourers	M	11675
Logan - Beaudesert	2016	Machinery operators and drivers	F	1683
Logan - Beaudesert	2016	Machinery operators and drivers	M	13447
Logan - Beaudesert	2016	Managers	F	5020
Logan - Beaudesert	2016	Managers	M	7840
Logan - Beaudesert	2016	Professionals	F	10933
Logan - Beaudesert	2016	Professionals	M	7057
Logan - Beaudesert	2016	Sales workers	F	8504
Logan - Beaudesert	2016	Sales workers	M	4778
Logan - Beaudesert	2016	Technicians and trades workers	F	2951
Logan - Beaudesert	2016	Technicians and trades workers	M	19433
Mackay - Isaac - Whitsunday	2006		F	455
Mackay - Isaac - Whitsunday	2006		M	798
Mackay - Isaac - Whitsunday	2006	Clerical and administrative workers	F	7380
Mackay - Isaac - Whitsunday	2006	Clerical and administrative workers	M	1311
Mackay - Isaac - Whitsunday	2006	Community and personal service workers	F	4056
Mackay - Isaac - Whitsunday	2006	Community and personal service workers	M	1103
Mackay - Isaac - Whitsunday	2006	Labourers	F	3963
Mackay - Isaac - Whitsunday	2006	Labourers	M	5795
Mackay - Isaac - Whitsunday	2006	Machinery operators and drivers	F	794
Mackay - Isaac - Whitsunday	2006	Machinery operators and drivers	M	9251
Mackay - Isaac - Whitsunday	2006	Managers	F	3127
Mackay - Isaac - Whitsunday	2006	Managers	M	5738
Mackay - Isaac - Whitsunday	2006	Professionals	F	4764
Mackay - Isaac - Whitsunday	2006	Professionals	M	3583
Mackay - Isaac - Whitsunday	2006	Sales workers	F	4608
Mackay - Isaac - Whitsunday	2006	Sales workers	M	1838
Mackay - Isaac - Whitsunday	2006	Technicians and trades workers	F	1748
Mackay - Isaac - Whitsunday	2006	Technicians and trades workers	M	12453
Mackay - Isaac - Whitsunday	2011		F	540
Mackay - Isaac - Whitsunday	2011		M	981
Mackay - Isaac - Whitsunday	2011	Clerical and administrative workers	F	8860
Mackay - Isaac - Whitsunday	2011	Clerical and administrative workers	M	1426
Mackay - Isaac - Whitsunday	2011	Community and personal service workers	F	4910
Mackay - Isaac - Whitsunday	2011	Community and personal service workers	M	1251
Mackay - Isaac - Whitsunday	2011	Labourers	F	4258
Mackay - Isaac - Whitsunday	2011	Labourers	M	5893
Mackay - Isaac - Whitsunday	2011	Machinery operators and drivers	F	1391
Mackay - Isaac - Whitsunday	2011	Machinery operators and drivers	M	11383
Mackay - Isaac - Whitsunday	2011	Managers	F	3300
Mackay - Isaac - Whitsunday	2011	Managers	M	6102
Mackay - Isaac - Whitsunday	2011	Professionals	F	6051
Mackay - Isaac - Whitsunday	2011	Professionals	M	4261
Mackay - Isaac - Whitsunday	2011	Sales workers	F	5035
Mackay - Isaac - Whitsunday	2011	Sales workers	M	1880
Mackay - Isaac - Whitsunday	2011	Technicians and trades workers	F	1927
Mackay - Isaac - Whitsunday	2011	Technicians and trades workers	M	15433
Mackay - Isaac - Whitsunday	2016		F	449
Mackay - Isaac - Whitsunday	2016		M	820
Mackay - Isaac - Whitsunday	2016	Clerical and administrative workers	F	7514
Mackay - Isaac - Whitsunday	2016	Clerical and administrative workers	M	1235
Mackay - Isaac - Whitsunday	2016	Community and personal service workers	F	5542
Mackay - Isaac - Whitsunday	2016	Community and personal service workers	M	1443
Mackay - Isaac - Whitsunday	2016	Labourers	F	3905
Mackay - Isaac - Whitsunday	2016	Labourers	M	5238
Mackay - Isaac - Whitsunday	2016	Machinery operators and drivers	F	1271
Mackay - Isaac - Whitsunday	2016	Machinery operators and drivers	M	9642
Mackay - Isaac - Whitsunday	2016	Managers	F	3408
Mackay - Isaac - Whitsunday	2016	Managers	M	5533
Mackay - Isaac - Whitsunday	2016	Professionals	F	6538
Mackay - Isaac - Whitsunday	2016	Professionals	M	3823
Mackay - Isaac - Whitsunday	2016	Sales workers	F	4872
Mackay - Isaac - Whitsunday	2016	Sales workers	M	1905
Mackay - Isaac - Whitsunday	2016	Technicians and trades workers	F	1950
Mackay - Isaac - Whitsunday	2016	Technicians and trades workers	M	13289
Moreton Bay - North	2006		F	606
Moreton Bay - North	2006		M	889
Moreton Bay - North	2006	Clerical and administrative workers	F	9123
Moreton Bay - North	2006	Clerical and administrative workers	M	2552
Moreton Bay - North	2006	Community and personal service workers	F	5517
Moreton Bay - North	2006	Community and personal service workers	M	1953
Moreton Bay - North	2006	Labourers	F	4347
Moreton Bay - North	2006	Labourers	M	7126
Moreton Bay - North	2006	Machinery operators and drivers	F	672
Moreton Bay - North	2006	Machinery operators and drivers	M	6165
Moreton Bay - North	2006	Managers	F	2802
Moreton Bay - North	2006	Managers	M	4942
Moreton Bay - North	2006	Professionals	F	5162
Moreton Bay - North	2006	Professionals	M	3875
Moreton Bay - North	2006	Sales workers	F	5305
Moreton Bay - North	2006	Sales workers	M	3055
Moreton Bay - North	2006	Technicians and trades workers	F	1785
Moreton Bay - North	2006	Technicians and trades workers	M	11534
Moreton Bay - North	2011		F	744
Moreton Bay - North	2011		M	980
Moreton Bay - North	2011	Clerical and administrative workers	F	10785
Moreton Bay - North	2011	Clerical and administrative workers	M	2797
Moreton Bay - North	2011	Community and personal service workers	F	7374
Moreton Bay - North	2011	Community and personal service workers	M	2507
Moreton Bay - North	2011	Labourers	F	4340
Moreton Bay - North	2011	Labourers	M	7577
Moreton Bay - North	2011	Machinery operators and drivers	F	675
Moreton Bay - North	2011	Machinery operators and drivers	M	7175
Moreton Bay - North	2011	Managers	F	3339
Moreton Bay - North	2011	Managers	M	5602
Moreton Bay - North	2011	Professionals	F	6841
Moreton Bay - North	2011	Professionals	M	4668
Moreton Bay - North	2011	Sales workers	F	6231
Moreton Bay - North	2011	Sales workers	M	3464
Moreton Bay - North	2011	Technicians and trades workers	F	2004
Moreton Bay - North	2011	Technicians and trades workers	M	12873
Moreton Bay - North	2016		F	717
Moreton Bay - North	2016		M	1006
Moreton Bay - North	2016	Clerical and administrative workers	F	10454
Moreton Bay - North	2016	Clerical and administrative workers	M	2846
Moreton Bay - North	2016	Community and personal service workers	F	8895
Moreton Bay - North	2016	Community and personal service workers	M	2850
Moreton Bay - North	2016	Labourers	F	4687
Moreton Bay - North	2016	Labourers	M	8391
Moreton Bay - North	2016	Machinery operators and drivers	F	762
Moreton Bay - North	2016	Machinery operators and drivers	M	7306
Moreton Bay - North	2016	Managers	F	3732
Moreton Bay - North	2016	Managers	M	5623
Moreton Bay - North	2016	Professionals	F	7694
Moreton Bay - North	2016	Professionals	M	4739
Moreton Bay - North	2016	Sales workers	F	6536
Moreton Bay - North	2016	Sales workers	M	3538
Moreton Bay - North	2016	Technicians and trades workers	F	2183
Moreton Bay - North	2016	Technicians and trades workers	M	13273
Moreton Bay - South	2006		F	504
Moreton Bay - South	2006		M	618
Moreton Bay - South	2006	Clerical and administrative workers	F	10405
Moreton Bay - South	2006	Clerical and administrative workers	M	3222
Moreton Bay - South	2006	Community and personal service workers	F	4486
Moreton Bay - South	2006	Community and personal service workers	M	2060
Moreton Bay - South	2006	Labourers	F	2405
Moreton Bay - South	2006	Labourers	M	4429
Moreton Bay - South	2006	Machinery operators and drivers	F	462
Moreton Bay - South	2006	Machinery operators and drivers	M	4219
Moreton Bay - South	2006	Managers	F	2664
Moreton Bay - South	2006	Managers	M	5578
Moreton Bay - South	2006	Professionals	F	6732
Moreton Bay - South	2006	Professionals	M	5990
Moreton Bay - South	2006	Sales workers	F	4838
Moreton Bay - South	2006	Sales workers	M	3089
Moreton Bay - South	2006	Technicians and trades workers	F	1512
Moreton Bay - South	2006	Technicians and trades workers	M	10043
Moreton Bay - South	2011		F	570
Moreton Bay - South	2011		M	878
Moreton Bay - South	2011	Clerical and administrative workers	F	11964
Moreton Bay - South	2011	Clerical and administrative workers	M	3680
Moreton Bay - South	2011	Community and personal service workers	F	5886
Moreton Bay - South	2011	Community and personal service workers	M	2896
Moreton Bay - South	2011	Labourers	F	2395
Moreton Bay - South	2011	Labourers	M	4573
Moreton Bay - South	2011	Machinery operators and drivers	F	519
Moreton Bay - South	2011	Machinery operators and drivers	M	4711
Moreton Bay - South	2011	Managers	F	3453
Moreton Bay - South	2011	Managers	M	6606
Moreton Bay - South	2011	Professionals	F	9066
Moreton Bay - South	2011	Professionals	M	7521
Moreton Bay - South	2011	Sales workers	F	5338
Moreton Bay - South	2011	Sales workers	M	3429
Moreton Bay - South	2011	Technicians and trades workers	F	1767
Moreton Bay - South	2011	Technicians and trades workers	M	11449
Moreton Bay - South	2016		F	577
Moreton Bay - South	2016		M	877
Moreton Bay - South	2016	Clerical and administrative workers	F	11990
Moreton Bay - South	2016	Clerical and administrative workers	M	3885
Moreton Bay - South	2016	Community and personal service workers	F	7887
Moreton Bay - South	2016	Community and personal service workers	M	3666
Moreton Bay - South	2016	Labourers	F	2615
Moreton Bay - South	2016	Labourers	M	5333
Moreton Bay - South	2016	Machinery operators and drivers	F	585
Moreton Bay - South	2016	Machinery operators and drivers	M	5149
Moreton Bay - South	2016	Managers	F	4239
Moreton Bay - South	2016	Managers	M	7266
Moreton Bay - South	2016	Professionals	F	10789
Moreton Bay - South	2016	Professionals	M	8154
Moreton Bay - South	2016	Sales workers	F	5871
Moreton Bay - South	2016	Sales workers	M	3623
Moreton Bay - South	2016	Technicians and trades workers	F	2030
Moreton Bay - South	2016	Technicians and trades workers	M	12138
Queensland - Outback	2006		F	459
Queensland - Outback	2006		M	653
Queensland - Outback	2006	Clerical and administrative workers	F	3026
Queensland - Outback	2006	Clerical and administrative workers	M	571
Queensland - Outback	2006	Community and personal service workers	F	2411
Queensland - Outback	2006	Community and personal service workers	M	1004
Queensland - Outback	2006	Labourers	F	2479
Queensland - Outback	2006	Labourers	M	4702
Queensland - Outback	2006	Machinery operators and drivers	F	355
Queensland - Outback	2006	Machinery operators and drivers	M	3500
Queensland - Outback	2006	Managers	F	2318
Queensland - Outback	2006	Managers	M	3675
Queensland - Outback	2006	Professionals	F	2522
Queensland - Outback	2006	Professionals	M	1676
Queensland - Outback	2006	Sales workers	F	1373
Queensland - Outback	2006	Sales workers	M	541
Queensland - Outback	2006	Technicians and trades workers	F	800
Queensland - Outback	2006	Technicians and trades workers	M	4365
Queensland - Outback	2011		F	383
Queensland - Outback	2011		M	610
Queensland - Outback	2011	Clerical and administrative workers	F	3187
Queensland - Outback	2011	Clerical and administrative workers	M	656
Queensland - Outback	2011	Community and personal service workers	F	2504
Queensland - Outback	2011	Community and personal service workers	M	941
Queensland - Outback	2011	Labourers	F	2044
Queensland - Outback	2011	Labourers	M	3914
Queensland - Outback	2011	Machinery operators and drivers	F	514
Queensland - Outback	2011	Machinery operators and drivers	M	4014
Queensland - Outback	2011	Managers	F	2410
Queensland - Outback	2011	Managers	M	3583
Queensland - Outback	2011	Professionals	F	2991
Queensland - Outback	2011	Professionals	M	1909
Queensland - Outback	2011	Sales workers	F	1445
Queensland - Outback	2011	Sales workers	M	548
Queensland - Outback	2011	Technicians and trades workers	F	795
Queensland - Outback	2011	Technicians and trades workers	M	4914
Queensland - Outback	2016		F	289
Queensland - Outback	2016		M	448
Queensland - Outback	2016	Clerical and administrative workers	F	2892
Queensland - Outback	2016	Clerical and administrative workers	M	672
Queensland - Outback	2016	Community and personal service workers	F	2741
Queensland - Outback	2016	Community and personal service workers	M	981
Queensland - Outback	2016	Labourers	F	1847
Queensland - Outback	2016	Labourers	M	2877
Queensland - Outback	2016	Machinery operators and drivers	F	474
Queensland - Outback	2016	Machinery operators and drivers	M	3292
Queensland - Outback	2016	Managers	F	2157
Queensland - Outback	2016	Managers	M	3180
Queensland - Outback	2016	Professionals	F	3010
Queensland - Outback	2016	Professionals	M	1687
Queensland - Outback	2016	Sales workers	F	1369
Queensland - Outback	2016	Sales workers	M	583
Queensland - Outback	2016	Technicians and trades workers	F	745
Queensland - Outback	2016	Technicians and trades workers	M	4518
Sunshine Coast	2006		F	865
Sunshine Coast	2006		M	1211
Sunshine Coast	2006	Clerical and administrative workers	F	13103
Sunshine Coast	2006	Clerical and administrative workers	M	2674
Sunshine Coast	2006	Community and personal service workers	F	8390
Sunshine Coast	2006	Community and personal service workers	M	3173
Sunshine Coast	2006	Labourers	F	5184
Sunshine Coast	2006	Labourers	M	9277
Sunshine Coast	2006	Machinery operators and drivers	F	548
Sunshine Coast	2006	Machinery operators and drivers	M	5573
Sunshine Coast	2006	Managers	F	5756
Sunshine Coast	2006	Managers	M	9583
Sunshine Coast	2006	Professionals	F	10581
Sunshine Coast	2006	Professionals	M	8707
Sunshine Coast	2006	Sales workers	F	9189
Sunshine Coast	2006	Sales workers	M	5608
Sunshine Coast	2006	Technicians and trades workers	F	2865
Sunshine Coast	2006	Technicians and trades workers	M	17336
Sunshine Coast	2011		F	906
Sunshine Coast	2011		M	1236
Sunshine Coast	2011	Clerical and administrative workers	F	15172
Sunshine Coast	2011	Clerical and administrative workers	M	3197
Sunshine Coast	2011	Community and personal service workers	F	10733
Sunshine Coast	2011	Community and personal service workers	M	4002
Sunshine Coast	2011	Labourers	F	5022
Sunshine Coast	2011	Labourers	M	9237
Sunshine Coast	2011	Machinery operators and drivers	F	589
Sunshine Coast	2011	Machinery operators and drivers	M	6571
Sunshine Coast	2011	Managers	F	6345
Sunshine Coast	2011	Managers	M	10149
Sunshine Coast	2011	Professionals	F	13829
Sunshine Coast	2011	Professionals	M	10567
Sunshine Coast	2011	Sales workers	F	9871
Sunshine Coast	2011	Sales workers	M	5896
Sunshine Coast	2011	Technicians and trades workers	F	3256
Sunshine Coast	2011	Technicians and trades workers	M	18503
Sunshine Coast	2016		F	909
Sunshine Coast	2016		M	1382
Sunshine Coast	2016	Clerical and administrative workers	F	15818
Sunshine Coast	2016	Clerical and administrative workers	M	3426
Sunshine Coast	2016	Community and personal service workers	F	13542
Sunshine Coast	2016	Community and personal service workers	M	4932
Sunshine Coast	2016	Labourers	F	5690
Sunshine Coast	2016	Labourers	M	10118
Sunshine Coast	2016	Machinery operators and drivers	F	651
Sunshine Coast	2016	Machinery operators and drivers	M	6851
Sunshine Coast	2016	Managers	F	7013
Sunshine Coast	2016	Managers	M	11043
Sunshine Coast	2016	Professionals	F	16958
Sunshine Coast	2016	Professionals	M	12009
Sunshine Coast	2016	Sales workers	F	10541
Sunshine Coast	2016	Sales workers	M	6387
Sunshine Coast	2016	Technicians and trades workers	F	3819
Sunshine Coast	2016	Technicians and trades workers	M	20560
Toowoomba	2006		F	337
Toowoomba	2006		M	508
Toowoomba	2006	Clerical and administrative workers	F	6678
Toowoomba	2006	Clerical and administrative workers	M	1703
Toowoomba	2006	Community and personal service workers	F	3898
Toowoomba	2006	Community and personal service workers	M	1491
Toowoomba	2006	Labourers	F	3126
Toowoomba	2006	Labourers	M	5183
Toowoomba	2006	Machinery operators and drivers	F	260
Toowoomba	2006	Machinery operators and drivers	M	3599
Toowoomba	2006	Managers	F	2185
Toowoomba	2006	Managers	M	4229
Toowoomba	2006	Professionals	F	5577
Toowoomba	2006	Professionals	M	4579
Toowoomba	2006	Sales workers	F	3967
Toowoomba	2006	Sales workers	M	2342
Toowoomba	2006	Technicians and trades workers	F	1438
Toowoomba	2006	Technicians and trades workers	M	7854
Toowoomba	2011		F	426
Toowoomba	2011		M	597
Toowoomba	2011	Clerical and administrative workers	F	7386
Toowoomba	2011	Clerical and administrative workers	M	1842
Toowoomba	2011	Community and personal service workers	F	4710
Toowoomba	2011	Community and personal service workers	M	1786
Toowoomba	2011	Labourers	F	3151
Toowoomba	2011	Labourers	M	5008
Toowoomba	2011	Machinery operators and drivers	F	260
Toowoomba	2011	Machinery operators and drivers	M	4085
Toowoomba	2011	Managers	F	2317
Toowoomba	2011	Managers	M	4495
Toowoomba	2011	Professionals	F	6774
Toowoomba	2011	Professionals	M	5044
Toowoomba	2011	Sales workers	F	3946
Toowoomba	2011	Sales workers	M	2394
Toowoomba	2011	Technicians and trades workers	F	1461
Toowoomba	2011	Technicians and trades workers	M	8454
Toowoomba	2016		F	298
Toowoomba	2016		M	507
Toowoomba	2016	Clerical and administrative workers	F	7304
Toowoomba	2016	Clerical and administrative workers	M	1822
Toowoomba	2016	Community and personal service workers	F	5492
Toowoomba	2016	Community and personal service workers	M	2105
Toowoomba	2016	Labourers	F	2994
Toowoomba	2016	Labourers	M	5037
Toowoomba	2016	Machinery operators and drivers	F	296
Toowoomba	2016	Machinery operators and drivers	M	4026
Toowoomba	2016	Managers	F	2628
Toowoomba	2016	Managers	M	4559
Toowoomba	2016	Professionals	F	7755
Toowoomba	2016	Professionals	M	5260
Toowoomba	2016	Sales workers	F	3836
Toowoomba	2016	Sales workers	M	2463
Toowoomba	2016	Technicians and trades workers	F	1540
Toowoomba	2016	Technicians and trades workers	M	8457
Townsville	2006		F	682
Townsville	2006		M	1058
Townsville	2006	Clerical and administrative workers	F	10557
Townsville	2006	Clerical and administrative workers	M	2575
Townsville	2006	Community and personal service workers	F	6461
Townsville	2006	Community and personal service workers	M	4001
Townsville	2006	Labourers	F	4160
Townsville	2006	Labourers	M	6979
Townsville	2006	Machinery operators and drivers	F	687
Townsville	2006	Machinery operators and drivers	M	7683
