SA4_NAME16	Year	Occupation	Sex	workers
Capital Region	2016	Sales workers	M	3365
Capital Region	2016	Technicians and trades workers	F	2234
Capital Region	2016	Technicians and trades workers	M	11632
Central Coast	2006		F	807
Central Coast	2006		M	1098
Central Coast	2006	Clerical and administrative workers	F	14319
Central Coast	2006	Clerical and administrative workers	M	3907
Central Coast	2006	Community and personal service workers	F	8547
Central Coast	2006	Community and personal service workers	M	4008
Central Coast	2006	Labourers	F	4661
Central Coast	2006	Labourers	M	8609
Central Coast	2006	Machinery operators and drivers	F	868
Central Coast	2006	Machinery operators and drivers	M	6670
Central Coast	2006	Managers	F	4617
Central Coast	2006	Managers	M	8820
Central Coast	2006	Professionals	F	11115
Central Coast	2006	Professionals	M	9138
Central Coast	2006	Sales workers	F	8980
Central Coast	2006	Sales workers	M	5178
Central Coast	2006	Technicians and trades workers	F	2648
Central Coast	2006	Technicians and trades workers	M	16720
Central Coast	2011		F	868
Central Coast	2011		M	1331
Central Coast	2011	Clerical and administrative workers	F	15060
Central Coast	2011	Clerical and administrative workers	M	4083
Central Coast	2011	Community and personal service workers	F	10379
Central Coast	2011	Community and personal service workers	M	4696
Central Coast	2011	Labourers	F	4342
Central Coast	2011	Labourers	M	9086
Central Coast	2011	Machinery operators and drivers	F	824
Central Coast	2011	Machinery operators and drivers	M	7211
Central Coast	2011	Managers	F	5069
Central Coast	2011	Managers	M	9238
Central Coast	2011	Professionals	F	13317
Central Coast	2011	Professionals	M	10151
Central Coast	2011	Sales workers	F	9517
Central Coast	2011	Sales workers	M	5218
Central Coast	2011	Technicians and trades workers	F	2927
Central Coast	2011	Technicians and trades workers	M	17684
Central Coast	2016		F	963
Central Coast	2016		M	1417
Central Coast	2016	Clerical and administrative workers	F	15041
Central Coast	2016	Clerical and administrative workers	M	4045
Central Coast	2016	Community and personal service workers	F	12210
Central Coast	2016	Community and personal service workers	M	5104
Central Coast	2016	Labourers	F	4609
Central Coast	2016	Labourers	M	9851
Central Coast	2016	Machinery operators and drivers	F	873
Central Coast	2016	Machinery operators and drivers	M	7482
Central Coast	2016	Managers	F	5820
Central Coast	2016	Managers	M	9820
Central Coast	2016	Professionals	F	15273
Central Coast	2016	Professionals	M	10636
Central Coast	2016	Sales workers	F	9493
Central Coast	2016	Sales workers	M	5355
Central Coast	2016	Technicians and trades workers	F	3230
Central Coast	2016	Technicians and trades workers	M	18373
Central West	2006		F	522
Central West	2006		M	756
Central West	2006	Clerical and administrative workers	F	7998
Central West	2006	Clerical and administrative workers	M	1644
Central West	2006	Community and personal service workers	F	5365
Central West	2006	Community and personal service workers	M	1919
Central West	2006	Labourers	F	3821
Central West	2006	Labourers	M	6783
Central West	2006	Machinery operators and drivers	F	431
Central West	2006	Machinery operators and drivers	M	6263
Central West	2006	Managers	F	4779
Central West	2006	Managers	M	9770
Central West	2006	Professionals	F	7161
Central West	2006	Professionals	M	4520
Central West	2006	Sales workers	F	4808
Central West	2006	Sales workers	M	2600
Central West	2006	Technicians and trades workers	F	1869
Central West	2006	Technicians and trades workers	M	10049
Central West	2011		F	544
Central West	2011		M	863
Central West	2011	Clerical and administrative workers	F	8556
Central West	2011	Clerical and administrative workers	M	1774
Central West	2011	Community and personal service workers	F	6223
Central West	2011	Community and personal service workers	M	2194
Central West	2011	Labourers	F	3727
Central West	2011	Labourers	M	6293
Central West	2011	Machinery operators and drivers	F	552
Central West	2011	Machinery operators and drivers	M	7615
Central West	2011	Managers	F	4568
Central West	2011	Managers	M	9173
Central West	2011	Professionals	F	8342
Central West	2011	Professionals	M	4955
Central West	2011	Sales workers	F	4889
Central West	2011	Sales workers	M	2534
Central West	2011	Technicians and trades workers	F	1995
Central West	2011	Technicians and trades workers	M	10851
Central West	2016		F	600
Central West	2016		M	864
Central West	2016	Clerical and administrative workers	F	8327
Central West	2016	Clerical and administrative workers	M	1675
Central West	2016	Community and personal service workers	F	7094
Central West	2016	Community and personal service workers	M	2515
Central West	2016	Labourers	F	3680
Central West	2016	Labourers	M	6450
Central West	2016	Machinery operators and drivers	F	539
Central West	2016	Machinery operators and drivers	M	6965
Central West	2016	Managers	F	4529
Central West	2016	Managers	M	8541
Central West	2016	Professionals	F	9200
Central West	2016	Professionals	M	4808
Central West	2016	Sales workers	F	4985
Central West	2016	Sales workers	M	2699
Central West	2016	Technicians and trades workers	F	2026
Central West	2016	Technicians and trades workers	M	10778
Coffs Harbour - Grafton	2006		F	319
Coffs Harbour - Grafton	2006		M	455
Coffs Harbour - Grafton	2006	Clerical and administrative workers	F	5043
Coffs Harbour - Grafton	2006	Clerical and administrative workers	M	1070
Coffs Harbour - Grafton	2006	Community and personal service workers	F	3618
Coffs Harbour - Grafton	2006	Community and personal service workers	M	1565
Coffs Harbour - Grafton	2006	Labourers	F	2121
Coffs Harbour - Grafton	2006	Labourers	M	4041
Coffs Harbour - Grafton	2006	Machinery operators and drivers	F	172
Coffs Harbour - Grafton	2006	Machinery operators and drivers	M	2629
Coffs Harbour - Grafton	2006	Managers	F	2218
Coffs Harbour - Grafton	2006	Managers	M	4052
Coffs Harbour - Grafton	2006	Professionals	F	4343
Coffs Harbour - Grafton	2006	Professionals	M	3226
Coffs Harbour - Grafton	2006	Sales workers	F	3473
Coffs Harbour - Grafton	2006	Sales workers	M	1959
Coffs Harbour - Grafton	2006	Technicians and trades workers	F	1029
Coffs Harbour - Grafton	2006	Technicians and trades workers	M	5764
Coffs Harbour - Grafton	2011		F	319
Coffs Harbour - Grafton	2011		M	470
Coffs Harbour - Grafton	2011	Clerical and administrative workers	F	5431
Coffs Harbour - Grafton	2011	Clerical and administrative workers	M	1183
Coffs Harbour - Grafton	2011	Community and personal service workers	F	4442
Coffs Harbour - Grafton	2011	Community and personal service workers	M	1795
Coffs Harbour - Grafton	2011	Labourers	F	2005
Coffs Harbour - Grafton	2011	Labourers	M	4177
Coffs Harbour - Grafton	2011	Machinery operators and drivers	F	193
Coffs Harbour - Grafton	2011	Machinery operators and drivers	M	2861
Coffs Harbour - Grafton	2011	Managers	F	2366
Coffs Harbour - Grafton	2011	Managers	M	3966
Coffs Harbour - Grafton	2011	Professionals	F	5043
Coffs Harbour - Grafton	2011	Professionals	M	3503
Coffs Harbour - Grafton	2011	Sales workers	F	3673
Coffs Harbour - Grafton	2011	Sales workers	M	1995
Coffs Harbour - Grafton	2011	Technicians and trades workers	F	1113
Coffs Harbour - Grafton	2011	Technicians and trades workers	M	6022
Coffs Harbour - Grafton	2016		F	368
Coffs Harbour - Grafton	2016		M	520
Coffs Harbour - Grafton	2016	Clerical and administrative workers	F	5262
Coffs Harbour - Grafton	2016	Clerical and administrative workers	M	1248
Coffs Harbour - Grafton	2016	Community and personal service workers	F	4769
Coffs Harbour - Grafton	2016	Community and personal service workers	M	1907
Coffs Harbour - Grafton	2016	Labourers	F	2216
Coffs Harbour - Grafton	2016	Labourers	M	4358
Coffs Harbour - Grafton	2016	Machinery operators and drivers	F	196
Coffs Harbour - Grafton	2016	Machinery operators and drivers	M	3002
Coffs Harbour - Grafton	2016	Managers	F	2396
Coffs Harbour - Grafton	2016	Managers	M	3877
Coffs Harbour - Grafton	2016	Professionals	F	5779
Coffs Harbour - Grafton	2016	Professionals	M	3523
Coffs Harbour - Grafton	2016	Sales workers	F	3533
Coffs Harbour - Grafton	2016	Sales workers	M	1941
Coffs Harbour - Grafton	2016	Technicians and trades workers	F	1172
Coffs Harbour - Grafton	2016	Technicians and trades workers	M	6012
Far West and Orana	2006		F	351
Far West and Orana	2006		M	501
Far West and Orana	2006	Clerical and administrative workers	F	4428
Far West and Orana	2006	Clerical and administrative workers	M	938
Far West and Orana	2006	Community and personal service workers	F	3317
Far West and Orana	2006	Community and personal service workers	M	1265
Far West and Orana	2006	Labourers	F	2237
Far West and Orana	2006	Labourers	M	4023
Far West and Orana	2006	Machinery operators and drivers	F	257
Far West and Orana	2006	Machinery operators and drivers	M	3555
Far West and Orana	2006	Managers	F	3078
Far West and Orana	2006	Managers	M	6180
Far West and Orana	2006	Professionals	F	4261
Far West and Orana	2006	Professionals	M	2349
Far West and Orana	2006	Sales workers	F	2650
Far West and Orana	2006	Sales workers	M	1487
Far West and Orana	2006	Technicians and trades workers	F	970
Far West and Orana	2006	Technicians and trades workers	M	5334
Far West and Orana	2011		F	345
Far West and Orana	2011		M	475
Far West and Orana	2011	Clerical and administrative workers	F	4560
Far West and Orana	2011	Clerical and administrative workers	M	1035
Far West and Orana	2011	Community and personal service workers	F	4046
Far West and Orana	2011	Community and personal service workers	M	1501
Far West and Orana	2011	Labourers	F	2031
Far West and Orana	2011	Labourers	M	3752
Far West and Orana	2011	Machinery operators and drivers	F	273
Far West and Orana	2011	Machinery operators and drivers	M	3692
Far West and Orana	2011	Managers	F	2888
Far West and Orana	2011	Managers	M	5839
Far West and Orana	2011	Professionals	F	4836
Far West and Orana	2011	Professionals	M	2404
Far West and Orana	2011	Sales workers	F	2646
Far West and Orana	2011	Sales workers	M	1427
Far West and Orana	2011	Technicians and trades workers	F	961
Far West and Orana	2011	Technicians and trades workers	M	5378
Far West and Orana	2016		F	344
Far West and Orana	2016		M	519
Far West and Orana	2016	Clerical and administrative workers	F	4268
Far West and Orana	2016	Clerical and administrative workers	M	941
Far West and Orana	2016	Community and personal service workers	F	4356
Far West and Orana	2016	Community and personal service workers	M	1568
Far West and Orana	2016	Labourers	F	1970
Far West and Orana	2016	Labourers	M	3554
Far West and Orana	2016	Machinery operators and drivers	F	272
Far West and Orana	2016	Machinery operators and drivers	M	3369
Far West and Orana	2016	Managers	F	2759
Far West and Orana	2016	Managers	M	5209
Far West and Orana	2016	Professionals	F	4970
Far West and Orana	2016	Professionals	M	2297
Far West and Orana	2016	Sales workers	F	2548
Far West and Orana	2016	Sales workers	M	1536
Far West and Orana	2016	Technicians and trades workers	F	956
Far West and Orana	2016	Technicians and trades workers	M	5278
Hunter Valley exc Newcastle	2006		F	620
Hunter Valley exc Newcastle	2006		M	926
Hunter Valley exc Newcastle	2006	Clerical and administrative workers	F	9893
Hunter Valley exc Newcastle	2006	Clerical and administrative workers	M	2108
Hunter Valley exc Newcastle	2006	Community and personal service workers	F	6364
Hunter Valley exc Newcastle	2006	Community and personal service workers	M	2415
Hunter Valley exc Newcastle	2006	Labourers	F	4619
Hunter Valley exc Newcastle	2006	Labourers	M	7413
Hunter Valley exc Newcastle	2006	Machinery operators and drivers	F	678
Hunter Valley exc Newcastle	2006	Machinery operators and drivers	M	9630
Hunter Valley exc Newcastle	2006	Managers	F	3757
Hunter Valley exc Newcastle	2006	Managers	M	7098
Hunter Valley exc Newcastle	2006	Professionals	F	7031
Hunter Valley exc Newcastle	2006	Professionals	M	5305
Hunter Valley exc Newcastle	2006	Sales workers	F	6669
Hunter Valley exc Newcastle	2006	Sales workers	M	2818
Hunter Valley exc Newcastle	2006	Technicians and trades workers	F	2378
Hunter Valley exc Newcastle	2006	Technicians and trades workers	M	15460
Hunter Valley exc Newcastle	2011		F	609
Hunter Valley exc Newcastle	2011		M	1172
Hunter Valley exc Newcastle	2011	Clerical and administrative workers	F	11232
Hunter Valley exc Newcastle	2011	Clerical and administrative workers	M	2322
Hunter Valley exc Newcastle	2011	Community and personal service workers	F	7721
Hunter Valley exc Newcastle	2011	Community and personal service workers	M	2647
Hunter Valley exc Newcastle	2011	Labourers	F	4900
Hunter Valley exc Newcastle	2011	Labourers	M	7390
Hunter Valley exc Newcastle	2011	Machinery operators and drivers	F	1063
Hunter Valley exc Newcastle	2011	Machinery operators and drivers	M	11987
Hunter Valley exc Newcastle	2011	Managers	F	4186
Hunter Valley exc Newcastle	2011	Managers	M	7380
Hunter Valley exc Newcastle	2011	Professionals	F	8589
Hunter Valley exc Newcastle	2011	Professionals	M	6075
Hunter Valley exc Newcastle	2011	Sales workers	F	7192
Hunter Valley exc Newcastle	2011	Sales workers	M	2870
Hunter Valley exc Newcastle	2011	Technicians and trades workers	F	2689
Hunter Valley exc Newcastle	2011	Technicians and trades workers	M	17258
Hunter Valley exc Newcastle	2016		F	635
Hunter Valley exc Newcastle	2016		M	1133
Hunter Valley exc Newcastle	2016	Clerical and administrative workers	F	11271
Hunter Valley exc Newcastle	2016	Clerical and administrative workers	M	2156
Hunter Valley exc Newcastle	2016	Community and personal service workers	F	9241
Hunter Valley exc Newcastle	2016	Community and personal service workers	M	3264
Hunter Valley exc Newcastle	2016	Labourers	F	5077
Hunter Valley exc Newcastle	2016	Labourers	M	7973
Hunter Valley exc Newcastle	2016	Machinery operators and drivers	F	1329
Hunter Valley exc Newcastle	2016	Machinery operators and drivers	M	11307
Hunter Valley exc Newcastle	2016	Managers	F	4381
Hunter Valley exc Newcastle	2016	Managers	M	7332
Hunter Valley exc Newcastle	2016	Professionals	F	9714
Hunter Valley exc Newcastle	2016	Professionals	M	5804
Hunter Valley exc Newcastle	2016	Sales workers	F	7430
Hunter Valley exc Newcastle	2016	Sales workers	M	3221
Hunter Valley exc Newcastle	2016	Technicians and trades workers	F	2852
Hunter Valley exc Newcastle	2016	Technicians and trades workers	M	16839
Illawarra	2006		F	687
Illawarra	2006		M	1185
Illawarra	2006	Clerical and administrative workers	F	12520
Illawarra	2006	Clerical and administrative workers	M	3377
Illawarra	2006	Community and personal service workers	F	7456
Illawarra	2006	Community and personal service workers	M	3726
Illawarra	2006	Labourers	F	3588
Illawarra	2006	Labourers	M	7186
Illawarra	2006	Machinery operators and drivers	F	724
Illawarra	2006	Machinery operators and drivers	M	8365
Illawarra	2006	Managers	F	3822
Illawarra	2006	Managers	M	7318
Illawarra	2006	Professionals	F	11717
Illawarra	2006	Professionals	M	9951
Illawarra	2006	Sales workers	F	7357
Illawarra	2006	Sales workers	M	3650
Illawarra	2006	Technicians and trades workers	F	2402
Illawarra	2006	Technicians and trades workers	M	15833
Illawarra	2011		F	737
Illawarra	2011		M	1188
Illawarra	2011	Clerical and administrative workers	F	13434
Illawarra	2011	Clerical and administrative workers	M	3465
Illawarra	2011	Community and personal service workers	F	9324
Illawarra	2011	Community and personal service workers	M	4394
Illawarra	2011	Labourers	F	3601
Illawarra	2011	Labourers	M	7379
Illawarra	2011	Machinery operators and drivers	F	450
Illawarra	2011	Machinery operators and drivers	M	8700
Illawarra	2011	Managers	F	4254
Illawarra	2011	Managers	M	7672
Illawarra	2011	Professionals	F	13683
Illawarra	2011	Professionals	M	11002
Illawarra	2011	Sales workers	F	7471
Illawarra	2011	Sales workers	M	3798
Illawarra	2011	Technicians and trades workers	F	2560
Illawarra	2011	Technicians and trades workers	M	16316
Illawarra	2016		F	802
Illawarra	2016		M	1178
Illawarra	2016	Clerical and administrative workers	F	13588
Illawarra	2016	Clerical and administrative workers	M	3534
Illawarra	2016	Community and personal service workers	F	11066
Illawarra	2016	Community and personal service workers	M	4890
Illawarra	2016	Labourers	F	3724
Illawarra	2016	Labourers	M	7861
Illawarra	2016	Machinery operators and drivers	F	488
Illawarra	2016	Machinery operators and drivers	M	8131
Illawarra	2016	Managers	F	4991
Illawarra	2016	Managers	M	8279
Illawarra	2016	Professionals	F	15703
Illawarra	2016	Professionals	M	11430
Illawarra	2016	Sales workers	F	7869
Illawarra	2016	Sales workers	M	4119
Illawarra	2016	Technicians and trades workers	F	2753
Illawarra	2016	Technicians and trades workers	M	16911
Mid North Coast	2006		F	427
Mid North Coast	2006		M	634
Mid North Coast	2006	Clerical and administrative workers	F	7068
Mid North Coast	2006	Clerical and administrative workers	M	1435
Mid North Coast	2006	Community and personal service workers	F	5137
Mid North Coast	2006	Community and personal service workers	M	1934
Mid North Coast	2006	Labourers	F	3188
Mid North Coast	2006	Labourers	M	5837
Mid North Coast	2006	Machinery operators and drivers	F	266
Mid North Coast	2006	Machinery operators and drivers	M	3908
Mid North Coast	2006	Managers	F	3253
Mid North Coast	2006	Managers	M	5968
Mid North Coast	2006	Professionals	F	5922
Mid North Coast	2006	Professionals	M	4199
Mid North Coast	2006	Sales workers	F	4853
Mid North Coast	2006	Sales workers	M	2693
Mid North Coast	2006	Technicians and trades workers	F	1577
Mid North Coast	2006	Technicians and trades workers	M	8819
Mid North Coast	2011		F	456
Mid North Coast	2011		M	615
Mid North Coast	2011	Clerical and administrative workers	F	7484
Mid North Coast	2011	Clerical and administrative workers	M	1606
Mid North Coast	2011	Community and personal service workers	F	6380
Mid North Coast	2011	Community and personal service workers	M	2310
Mid North Coast	2011	Labourers	F	2955
Mid North Coast	2011	Labourers	M	5794
Mid North Coast	2011	Machinery operators and drivers	F	277
Mid North Coast	2011	Machinery operators and drivers	M	4220
Mid North Coast	2011	Managers	F	3170
Mid North Coast	2011	Managers	M	5699
Mid North Coast	2011	Professionals	F	7107
Mid North Coast	2011	Professionals	M	4655
Mid North Coast	2011	Sales workers	F	5229
Mid North Coast	2011	Sales workers	M	2809
Mid North Coast	2011	Technicians and trades workers	F	1625
Mid North Coast	2011	Technicians and trades workers	M	8904
Mid North Coast	2016		F	512
Mid North Coast	2016		M	773
Mid North Coast	2016	Clerical and administrative workers	F	7261
Mid North Coast	2016	Clerical and administrative workers	M	1532
Mid North Coast	2016	Community and personal service workers	F	7129
Mid North Coast	2016	Community and personal service workers	M	2620
Mid North Coast	2016	Labourers	F	3125
Mid North Coast	2016	Labourers	M	6099
Mid North Coast	2016	Machinery operators and drivers	F	288
Mid North Coast	2016	Machinery operators and drivers	M	4318
Mid North Coast	2016	Managers	F	3332
Mid North Coast	2016	Managers	M	5428
Mid North Coast	2016	Professionals	F	8045
Mid North Coast	2016	Professionals	M	4793
Mid North Coast	2016	Sales workers	F	5214
Mid North Coast	2016	Sales workers	M	2911
Mid North Coast	2016	Technicians and trades workers	F	1825
Mid North Coast	2016	Technicians and trades workers	M	8968
Murray	2006		F	336
Murray	2006		M	512
Murray	2006	Clerical and administrative workers	F	4770
Murray	2006	Clerical and administrative workers	M	1057
Murray	2006	Community and personal service workers	F	3197
Murray	2006	Community and personal service workers	M	999
Murray	2006	Labourers	F	2520
Murray	2006	Labourers	M	4347
Murray	2006	Machinery operators and drivers	F	378
Murray	2006	Machinery operators and drivers	M	3554
Murray	2006	Managers	F	3045
Murray	2006	Managers	M	6433
Murray	2006	Professionals	F	4187
Murray	2006	Professionals	M	2714
Murray	2006	Sales workers	F	2976
Murray	2006	Sales workers	M	1637
Murray	2006	Technicians and trades workers	F	1161
Murray	2006	Technicians and trades workers	M	6031
Murray	2011		F	348
Murray	2011		M	487
Murray	2011	Clerical and administrative workers	F	4973
Murray	2011	Clerical and administrative workers	M	1031
Murray	2011	Community and personal service workers	F	3767
Murray	2011	Community and personal service workers	M	1167
Murray	2011	Labourers	F	2266
Murray	2011	Labourers	M	3941
Murray	2011	Machinery operators and drivers	F	336
Murray	2011	Machinery operators and drivers	M	3590
Murray	2011	Managers	F	2735
Murray	2011	Managers	M	6008
Murray	2011	Professionals	F	4651
Murray	2011	Professionals	M	2862
Murray	2011	Sales workers	F	2975
Murray	2011	Sales workers	M	1596
Murray	2011	Technicians and trades workers	F	1155
Murray	2011	Technicians and trades workers	M	5996
Murray	2016		F	309
Murray	2016		M	502
Murray	2016	Clerical and administrative workers	F	4881
Murray	2016	Clerical and administrative workers	M	1003
Murray	2016	Community and personal service workers	F	4228
Murray	2016	Community and personal service workers	M	1303
Murray	2016	Labourers	F	2349
Murray	2016	Labourers	M	3919
Murray	2016	Machinery operators and drivers	F	262
Murray	2016	Machinery operators and drivers	M	3401
Murray	2016	Managers	F	2725
Murray	2016	Managers	M	5574
Murray	2016	Professionals	F	5065
Murray	2016	Professionals	M	2876
Murray	2016	Sales workers	F	3013
Murray	2016	Sales workers	M	1690
Murray	2016	Technicians and trades workers	F	1148
Murray	2016	Technicians and trades workers	M	5852
New England and North West	2006		F	493
New England and North West	2006		M	706
New England and North West	2006	Clerical and administrative workers	F	7069
New England and North West	2006	Clerical and administrative workers	M	1360
New England and North West	2006	Community and personal service workers	F	4677
New England and North West	2006	Community and personal service workers	M	1611
New England and North West	2006	Labourers	F	3393
New England and North West	2006	Labourers	M	6743
New England and North West	2006	Machinery operators and drivers	F	342
New England and North West	2006	Machinery operators and drivers	M	4620
New England and North West	2006	Managers	F	4865
New England and North West	2006	Managers	M	9875
New England and North West	2006	Professionals	F	6584
New England and North West	2006	Professionals	M	4303
New England and North West	2006	Sales workers	F	4040
New England and North West	2006	Sales workers	M	2531
New England and North West	2006	Technicians and trades workers	F	1603
New England and North West	2006	Technicians and trades workers	M	7860
New England and North West	2011		F	487
New England and North West	2011		M	783
New England and North West	2011	Clerical and administrative workers	F	7480
New England and North West	2011	Clerical and administrative workers	M	1469
New England and North West	2011	Community and personal service workers	F	5429
New England and North West	2011	Community and personal service workers	M	1808
New England and North West	2011	Labourers	F	3443
New England and North West	2011	Labourers	M	6596
New England and North West	2011	Machinery operators and drivers	F	417
New England and North West	2011	Machinery operators and drivers	M	5301
New England and North West	2011	Managers	F	4505
New England and North West	2011	Managers	M	9175
New England and North West	2011	Professionals	F	7432
New England and North West	2011	Professionals	M	4379
New England and North West	2011	Sales workers	F	4436
New England and North West	2011	Sales workers	M	2516
New England and North West	2011	Technicians and trades workers	F	1640
New England and North West	2011	Technicians and trades workers	M	8292
New England and North West	2016		F	544
New England and North West	2016		M	783
New England and North West	2016	Clerical and administrative workers	F	7177
New England and North West	2016	Clerical and administrative workers	M	1380
New England and North West	2016	Community and personal service workers	F	6031
New England and North West	2016	Community and personal service workers	M	1905
New England and North West	2016	Labourers	F	3635
New England and North West	2016	Labourers	M	6804
New England and North West	2016	Machinery operators and drivers	F	446
New England and North West	2016	Machinery operators and drivers	M	5342
New England and North West	2016	Managers	F	4354
New England and North West	2016	Managers	M	8526
New England and North West	2016	Professionals	F	7980
New England and North West	2016	Professionals	M	4434
New England and North West	2016	Sales workers	F	4313
New England and North West	2016	Sales workers	M	2492
New England and North West	2016	Technicians and trades workers	F	1660
New England and North West	2016	Technicians and trades workers	M	8187
Newcastle and Lake Macquarie	2006		F	787
Newcastle and Lake Macquarie	2006		M	1342
Newcastle and Lake Macquarie	2006	Clerical and administrative workers	F	16648
Newcastle and Lake Macquarie	2006	Clerical and administrative workers	M	4357
Newcastle and Lake Macquarie	2006	Community and personal service workers	F	9226
Newcastle and Lake Macquarie	2006	Community and personal service workers	M	4070
Newcastle and Lake Macquarie	2006	Labourers	F	5026
Newcastle and Lake Macquarie	2006	Labourers	M	9273
Newcastle and Lake Macquarie	2006	Machinery operators and drivers	F	688
Newcastle and Lake Macquarie	2006	Machinery operators and drivers	M	8630
Newcastle and Lake Macquarie	2006	Managers	F	4863
Newcastle and Lake Macquarie	2006	Managers	M	9086
Newcastle and Lake Macquarie	2006	Professionals	F	15701
Newcastle and Lake Macquarie	2006	Professionals	M	13368
Newcastle and Lake Macquarie	2006	Sales workers	F	9874
Newcastle and Lake Macquarie	2006	Sales workers	M	5428
Newcastle and Lake Macquarie	2006	Technicians and trades workers	F	3070
Newcastle and Lake Macquarie	2006	Technicians and trades workers	M	19514
Newcastle and Lake Macquarie	2011		F	890
Newcastle and Lake Macquarie	2011		M	1391
Newcastle and Lake Macquarie	2011	Clerical and administrative workers	F	18104
Newcastle and Lake Macquarie	2011	Clerical and administrative workers	M	4742
Newcastle and Lake Macquarie	2011	Community and personal service workers	F	10997
Newcastle and Lake Macquarie	2011	Community and personal service workers	M	4893
Newcastle and Lake Macquarie	2011	Labourers	F	5073
Newcastle and Lake Macquarie	2011	Labourers	M	9886
Newcastle and Lake Macquarie	2011	Machinery operators and drivers	F	779
Newcastle and Lake Macquarie	2011	Machinery operators and drivers	M	9722
Newcastle and Lake Macquarie	2011	Managers	F	5507
Newcastle and Lake Macquarie	2011	Managers	M	9708
Newcastle and Lake Macquarie	2011	Professionals	F	18667
Newcastle and Lake Macquarie	2011	Professionals	M	15520
Newcastle and Lake Macquarie	2011	Sales workers	F	10467
Newcastle and Lake Macquarie	2011	Sales workers	M	5436
Newcastle and Lake Macquarie	2011	Technicians and trades workers	F	3370
Newcastle and Lake Macquarie	2011	Technicians and trades workers	M	20499
Newcastle and Lake Macquarie	2016		F	927
Newcastle and Lake Macquarie	2016		M	1398
Newcastle and Lake Macquarie	2016	Clerical and administrative workers	F	17404
Newcastle and Lake Macquarie	2016	Clerical and administrative workers	M	4563
Newcastle and Lake Macquarie	2016	Community and personal service workers	F	13350
Newcastle and Lake Macquarie	2016	Community and personal service workers	M	5713
Newcastle and Lake Macquarie	2016	Labourers	F	5061
Newcastle and Lake Macquarie	2016	Labourers	M	9936
Newcastle and Lake Macquarie	2016	Machinery operators and drivers	F	777
Newcastle and Lake Macquarie	2016	Machinery operators and drivers	M	9001
Newcastle and Lake Macquarie	2016	Managers	F	5999
Newcastle and Lake Macquarie	2016	Managers	M	9981
Newcastle and Lake Macquarie	2016	Professionals	F	21494
Newcastle and Lake Macquarie	2016	Professionals	M	15843
Newcastle and Lake Macquarie	2016	Sales workers	F	9868
Newcastle and Lake Macquarie	2016	Sales workers	M	5656
Newcastle and Lake Macquarie	2016	Technicians and trades workers	F	3588
Newcastle and Lake Macquarie	2016	Technicians and trades workers	M	19877
Richmond - Tweed	2006		F	552
Richmond - Tweed	2006		M	816
Richmond - Tweed	2006	Clerical and administrative workers	F	8694
Richmond - Tweed	2006	Clerical and administrative workers	M	1897
Richmond - Tweed	2006	Community and personal service workers	F	6367
Richmond - Tweed	2006	Community and personal service workers	M	2568
Richmond - Tweed	2006	Labourers	F	4011
Richmond - Tweed	2006	Labourers	M	7695
Richmond - Tweed	2006	Machinery operators and drivers	F	425
Richmond - Tweed	2006	Machinery operators and drivers	M	4516
Richmond - Tweed	2006	Managers	F	4154
Richmond - Tweed	2006	Managers	M	7452
